Well,Sample description 1,Sample description 2,Sample description 3,Sample description 4,Target,Conc(copies/µL),Molecular Weight(pg/µL),Status,Status Reason,Experiment,SampleType,TargetType,Supermix,DyeName(s),Copies/20µLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Accepted Droplets,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Threshold1,Threshold2,Threshold3,ThresholdSigmaAbove,ThresholdSigmaBelow,ReferenceUsed,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,Fractional Abundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,MeanAmplitudeOfPositives,MeanAmplitudeOfNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfidenceMax68,TotalConfidenceMin68,PoissonConfidenceMax68,PoissonConfidenceMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68,TiltCorrected
E09,Plate 4,,,,16S_arc,23.3030319213867,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,466.060638427734,,,25.8711795806885,20.740478515625,16163,317,15846,0,0,0,0,,,,,,,,,7529.41162109375,,,1.19750822058511,10.1204802648168,,,,,,,,,,,,9544.41333700956,4163.84289625506,4269.37038680255,,,,,24.6126098632813,21.994909286499,,,,,,,,,,,,,No
E10,Plate 4,,,,16S_arc,0,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,0,,,0.212928101420403,0,16555,0,16555,0,0,0,0,,,,,,,,,7529.41162109375,,,,39.8784414043867,,,,,,,,,,,,,2621.82616865641,2621.82616865641,,,,,0.0972911342978477,0,,,,,,,,,,,,,No
E11,Plate 4,,,,16S_arc,49.1834983825684,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,983.669982910156,,,53.058536529541,45.321174621582,15167,621,14546,0,0,0,0,,,,,,,,,7529.41162109375,,,1.472366861825,7.3120499168598,,,,,,,,,,,,9307.15576565016,3606.26981320087,3839.68777169437,,,,,51.1589660644531,47.2113456726074,,,,,,,,,,,,,No
E12,Plate 4,,,,16S_arc,2584.17529296875,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,51683.5078125,,,2639.03393554688,2531.76098632813,14795,13150,1645,0,0,0,0,,,,,,,,,7529.41162109375,,,4.48251310662525,3.16592850761005,,,,,,,,,,,,15021.4802592903,5368.00316625902,13948.1467129547,,,,,2611.8447265625,2557.1416015625,,,,,,,,,,,,,No
F01,Plate 4,,,,16S_arc,0.566632449626923,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,11.332649230957,,,1.06117141246796,0.256509035825729,16614,8,16606,0,0,0,0,,,,,,,,,7529.41162109375,,,1.63593429518424,12.9799940229288,,,,,,,,,,,,10794.0046386719,2404.77714595361,2408.81674026814,,,,,0.792582392692566,0.388397127389908,,,,,,,,,,,,,No
F02,Plate 4,,,,16S_arc,663.409606933594,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,13268.1923828125,,,679.670166015625,647.370727539063,15445,6657,8788,0,0,0,0,,,,,,,,,7529.41162109375,,,1.61049476431022,2.60372268272272,,,,,,,,,,,,11318.3669552052,6772.52700152113,8731.84435805558,,,,,671.677734375,655.19921875,,,,,,,,,,,,,No
F03,Plate 4,,,,16S_arc,1.4155787229538,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,28.3115749359131,,,2.20437836647034,0.842230558395386,14137,17,14120,0,0,0,0,,,,,,,,,7529.41162109375,,,1.76867310675963,14.3075679529331,,,,,,,,,,,,8484.34650735294,5751.7696702995,5755.05564371889,,,,,1.78732538223267,1.09942376613617,,,,,,,,,,,,,No
F04,Plate 4,,,,16S_arc,4.04782629013062,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,80.9565277099609,,,5.29455089569092,3.01471996307373,14266,49,14217,0,0,0,0,,,,,,,,,7529.41162109375,,,1.43159753499967,20.2431720870754,,,,,,,,,,,,9819.88687818878,5164.03829801717,5180.02992709529,,,,,4.65272521972656,3.49799180030823,,,,,,,,,,,,,No
F05,Plate 4,,,,16S_arc,18.5187168121338,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,370.374328613281,,,20.8990230560303,16.143217086792,14919,233,14686,0,0,0,0,,,,,,,,,7529.41162109375,,,1.47702254151499,11.8850056709727,,,,,,,,,,,,9352.31836356626,3712.08521533516,3800.17250828628,,,,,19.7325553894043,17.3061275482178,,,,,,,,,,,,,No
F06,Plate 4,,,,16S_arc,19.8766326904297,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,397.532653808594,,,22.2455863952637,17.5124378204346,16176,271,15905,0,0,0,0,,,,,,,,,7529.41162109375,,,1.32897680933574,5.74915653135724,,,,,,,,,,,,8432.4483466905,3902.55875989092,3978.44897242941,,,,,21.0846843719482,18.6698188781738,,,,,,,,,,,,,No
F07,Plate 4,,,,16S_arc,14.8440637588501,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,296.881286621094,,,16.9187927246094,12.7729864120483,15712,197,15515,0,0,0,0,,,,,,,,,7529.41162109375,,,1.58818805053766,14.0834770740723,,,,,,,,,,,,11660.1797147644,5079.2312742331,5161.74443887062,,,,,15.9021415710449,13.7869358062744,,,,,,,,,,,,,No
F08,Plate 4,,,,16S_arc,5.55907201766968,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,111.181442260742,,,7.08008527755737,4.27423334121704,12940,61,12879,0,0,0,0,,,,,,,,,7529.41162109375,,,1.30182288791472,13.8557171858298,,,,,,,,,,,,11587.1106797515,5120.81034477513,5151.29290431404,,,,,6.30041122436523,4.87863540649414,,,,,,,,,,,,,No
F09,Plate 4,,,,16S_arc,2.54238843917847,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,50.847770690918,,,3.51534199714661,1.76838159561157,15287,33,15254,0,0,0,0,,,,,,,,,7529.41162109375,,,1.24950931419053,23.2713538996939,,,,,,,,,,,,10454.1759883996,4672.68864165431,4685.16912065233,,,,,3.01016974449158,2.1259081363678,,,,,,,,,,,,,No
F10,Plate 4,,,,16S_arc,599.325256347656,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,11986.5048828125,,,614.415100097656,584.426574707031,15713,6272,9441,0,0,0,0,,,,,,,,,7529.41162109375,,,2.08711379669583,3.94411051192012,,,,,,,,,,,,12388.3107094278,5183.58431020615,8059.42240451776,,,,,606.999938964844,591.700378417969,,,,,,,,,,,,,No
F11,Plate 4,,,,16S_arc,637.057678222656,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,12741.1533203125,,,653.329040527344,621.00830078125,14632,6118,8514,0,0,0,0,,,,,,,,,7529.41162109375,,,2.94333126137682,6.10860539705238,,,,,,,,,,,,13003.5752196547,4798.71119695318,8229.36716270551,,,,,645.331298828125,628.841918945313,,,,,,,,,,,,,No
F12,Plate 4,,,,16S_arc,6.4937105178833,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,129.874206542969,,,8.10694408416748,5.11128520965576,13262,73,13189,0,0,0,0,,,,,,,,,7529.41162109375,,,1.53265812168752,13.957973771436,,,,,,,,,,,,11969.5205278789,4794.44852121891,4833.94333772367,,,,,7.28260040283203,5.76427364349365,,,,,,,,,,,,,No
G01,Plate 4,,,,16S_arc,264.655059814453,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,5293.10107421875,,,274.31591796875,255.072845458984,14490,2919,11571,0,0,0,0,,,,,,,,,7529.41162109375,,,1.56637295149705,4.56818272670562,,,,,,,,,,,,11499.0886664552,6341.41847697014,7380.42739919974,,,,,269.574157714844,259.756439208984,,,,,,,,,,,,,No
G02,Plate 4,,,,16S_arc,415.770629882813,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,8315.412109375,,,428.275451660156,403.397247314453,14568,4337,10231,0,0,0,0,,,,,,,,,7529.41162109375,,,1.62547312009695,4.04749939098495,,,,,,,,,,,,11572.7644616589,6351.50987696897,7905.91550120019,,,,,422.134002685547,409.44140625,,,,,,,,,,,,,No
G03,Plate 4,,,,16S_arc,1.07466661930084,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,21.4933319091797,,,1.77496814727783,0.588547706604004,14238,13,14225,0,0,0,0,,,,,,,,,7529.41162109375,,,1.18862016127717,18.5460103194585,,,,,,,,,,,,10913.7180363582,5486.11237608469,5491.06804918369,,,,,1.40147733688354,0.803179383277893,,,,,,,,,,,,,No
G04,Plate 4,,,,16S_arc,144.092742919922,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,2881.85498046875,,,151.040985107422,137.185302734375,14435,1664,12771,0,0,0,0,,,,,,,,,7529.41162109375,,,1.49710217087558,6.55125923948542,,,,,,,,,,,,11199.1082672706,5620.27430556511,6263.37646782891,,,,,147.63264465332,140.5634765625,,,,,,,,,,,,,No
G05,Plate 4,,,,16S_arc,14.4550018310547,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,289.100036621094,,,16.5627880096436,12.3509836196899,14822,181,14641,0,0,0,0,,,,,,,,,7529.41162109375,,,1.60043704054785,15.838828654218,,,,,,,,,,,,11565.2590318543,4946.59221126873,5027.41657333364,,,,,15.5299310684204,13.3810529708862,,,,,,,,,,,,,No
G06,Plate 4,,,,16S_arc,20.3282909393311,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,406.565826416016,,,22.9030227661133,17.759183883667,14010,240,13770,0,0,0,0,,,,,,,,,7529.41162109375,,,1.41641283271642,13.3647446715758,,,,,,,,,,,,11237.0686787923,5184.10728332475,5287.79827082741,,,,,21.6412258148193,19.0168209075928,,,,,,,,,,,,,No
G07,Plate 4,,,,16S_arc,8.77058124542236,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,175.41162109375,,,10.4258899688721,7.11759805679321,14541,108,14433,0,0,0,0,,,,,,,,,7529.41162109375,,,1.37998409920026,13.8848845306186,,,,,,,,,,,,10948.3171974465,5041.03286755639,5084.90789043158,,,,,9.61483573913574,7.9269323348999,,,,,,,,,,,,,No
G08,Plate 4,,,,16S_arc,15.2505950927734,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,305.011901855469,,,17.5188407897949,12.9867162704468,13510,174,13336,0,0,0,0,,,,,,,,,7529.41162109375,,,1.56210945462444,8.76840598161908,,,,,,,,,,,,9393.19411144037,4548.16670074417,4610.56749789155,,,,,16.4073162078857,14.0950107574463,,,,,,,,,,,,,No
G09,Plate 4,,,,16S_arc,54.5291290283203,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,1090.58251953125,,,58.6231575012207,50.4492950439453,15102,684,14418,0,0,0,0,,,,,,,,,7529.41162109375,,,1.64280738319356,8.80249323049592,,,,,,,,,,,,10506.6193940458,4371.63296410154,4649.4988572337,,,,,56.616138458252,52.4458160400391,,,,,,,,,,,,,No
G10,Plate 4,,,,16S_arc,1.21189856529236,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,24.2379722595215,,,1.93801951408386,0.694911479949951,14569,15,14554,0,0,0,0,,,,,,,,,7529.41162109375,,,0.589642441885492,16.6377909751871,,,,,,,,,,,,7697.63844401042,5151.39797344158,5154.01954026556,,,,,1.55258595943451,0.925212204456329,,,,,,,,,,,,,No
G11,Plate 4,,,,16S_arc,8814.1103515625,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,176282.203125,,,9746.3642578125,8076.21875,14349,14341,8,0,0,0,0,,,,,,,,,7529.41162109375,,,14.7568624510038,5.75813048406222,,,,,,,,,,,,16964.1973624573,5061.79431152344,16957.5614140004,,,,,9258.353515625,8419.4169921875,,,,,,,,,,,,,No
G12,Plate 4,Std,,,16S_arc,1203.58972167969,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,24071.794921875,,,1228.20556640625,1179.47827148438,15964,10225,5739,0,0,0,0,,,,,,,,,7529.41162109375,,,4.43696657978536,6.65594493562739,,,,,,,,,,,,16944.3046912725,5000.60051787251,12650.5864344984,,,,,1216.08435058594,1191.22619628906,,,,,,,,,,,,,No
H01,Plate 4,,,,16S_arc,350.849395751953,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,7016.98779296875,,,362.345581054688,339.464447021484,14116,3640,10476,0,0,0,0,,,,,,,,,7529.41162109375,,,1.55638901054122,3.48514148901548,,,,,,,,,,,,11157.2380513286,5930.67747693901,7278.41624789239,,,,,356.700775146484,345.026947021484,,,,,,,,,,,,,No
H02,Plate 4,,,,16S_arc,231.975387573242,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,4639.5078125,,,241.528625488281,222.499084472656,12802,2291,10511,0,0,0,0,,,,,,,,,7529.41162109375,,,1.55079366738515,4.66115477066663,,,,,,,,,,,,12085.5990646143,6236.31765003221,7283.08407096702,,,,,236.839797973633,227.130996704102,,,,,,,,,,,,,No
H03,Plate 4,,,,16S_arc,4.22464513778687,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,84.4929046630859,,,5.57182025909424,3.11512589454651,12833,46,12787,0,0,0,0,,,,,,,,,7529.41162109375,,,1.52180784867673,10.2564229341453,,,,,,,,,,,,11678.7786387568,5672.79292518005,5694.3214331536,,,,,4.87741899490356,3.63310861587524,,,,,,,,,,,,,No
H04,Plate 4,,,,16S_arc,83.7898330688477,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,1675.79663085938,,,89.2780380249023,78.3271102905273,13092,900,12192,0,0,0,0,,,,,,,,,7529.41162109375,,,1.5283134739848,7.83308537599067,,,,,,,,,,,,10999.2869428168,5034.33731647802,5444.39343194586,,,,,86.5867385864258,80.9995574951172,,,,,,,,,,,,,No
H05,Plate 4,,,,16S_arc,27.1891555786133,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,543.783081054688,,,30.113166809082,24.2723941802979,14576,333,14243,0,0,0,0,,,,,,,,,7529.41162109375,,,1.14522419919977,3.79006006440215,,,,,,,,,,,,8247.42294247372,3894.40385322059,3993.85194300663,,,,,28.6800899505615,25.7001094818115,,,,,,,,,,,,,No
H06,Plate 4,,,,16S_arc,52.5258865356445,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,1050.51770019531,,,56.7019920349121,48.364559173584,13970,610,13360,0,0,0,0,,,,,,,,,7529.41162109375,,,1.4436427975958,10.0404995793649,,,,,,,,,,,,10698.9023429495,5166.46649904537,5408.04029036831,,,,,54.6547012329102,50.4009208679199,,,,,,,,,,,,,No
H07,Plate 4,,,,16S_arc,21.2102794647217,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,424.205596923828,,,23.8216800689697,18.6046619415283,14216,254,13962,0,0,0,0,,,,,,,,,7529.41162109375,,,1.35069674477321,12.0789564439394,,,,,,,,,,,,11313.9501549428,5041.09999982164,5153.1782172809,,,,,22.5419025421143,19.880163192749,,,,,,,,,,,,,No
H08,Plate 4,,,,16S_arc,10.9263143539429,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,218.526290893555,,,12.9250316619873,8.93098735809326,12440,115,12325,0,0,0,0,,,,,,,,,7529.41162109375,,,1.3297706716296,14.0205848281084,,,,,,,,,,,,11006.1638841712,4860.04542842966,4916.86243987743,,,,,11.9456443786621,9.90786743164063,,,,,,,,,,,,,No
H09,Plate 4,,,,16S_arc,5.55267381668091,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,111.05347442627,,,7.03297662734985,4.29721260070801,13592,64,13528,0,0,0,0,,,,,,,,,7529.41162109375,,,2.26608878930288,20.1203303871507,,,,,,,,,,,,9103.7512588501,3017.97217196617,3046.62798873785,,,,,6.27471017837524,4.88853120803833,,,,,,,,,,,,,No
H10,Plate 4,,,,16S_arc,459.826019287109,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,9196.5205078125,,,474.315460205078,445.512878417969,12262,3967,8295,0,0,0,0,,,,,,,,,7529.41162109375,,,1.67000940891488,3.62711090424551,,,,,,,,,,,,11383.7464616534,5286.25002154442,7258.91095596883,,,,,467.1962890625,452.501678466797,,,,,,,,,,,,,No
H11,Plate 4,,,,16S_arc,184.599075317383,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,3691.9814453125,,,192.463775634766,176.786590576172,14702,2135,12567,0,0,0,0,,,,,,,,,7529.41162109375,,,1.44760501841829,4.05315260710091,,,,,,,,,,,,9583.836154768,4860.89580813636,5546.75335405246,,,,,188.605102539063,180.606628417969,,,,,,,,,,,,,No
H12,Plate 4,,,,16S_arc,52.8172225952148,,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,1056.34448242188,,,56.8601951599121,48.7880935668945,14988,658,14330,0,0,0,0,,,,,,,,,7529.41162109375,,,1.42183551929429,10.9481380363084,,,,,,,,,,,,11607.6471863721,5004.92291405432,5294.79431592149,,,,,54.8782272338867,50.7598190307617,,,,,,,,,,,,,No
