no,plate_identifier,Inner.Core.Sample.ID,Sample.Mass.Added.to.Tube..mg.,Date.Weighed,Name.of.Weigher,Notes,Sample.Archived,Sample.Notes,Extraction.Plate.ID,Plate.Well.No.,Plate.Position,Blank.Well.,Sample.Added.to.Extraction.Plate,Name.of.Person.Adding.to.Plate,Date.Plate.Extracted,species,core_type,material,lab_id,�..Well,Sample.description.1,Sample.description.2,Sample.description.3,Sample.description.4,Target,Conc.copies.µL.,Molecular.Weight.pg.µL.,Status,Status.Reason,Experiment,SampleType,TargetType,Supermix,DyeName.s.,Copies.20µLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Accepted.Droplets,Positives,Negatives
679,4A12,"ACSA_SM6
Wood_Inner
Lab ID: 27c",105.5,7/28/22,Qespi,,x,,Plate 4,89,A12,,8/9/22,Cade,8/9/22,ACSA,Inner,Wood,27c,A12,Plate 4,,NA,loose,mmox,1.279989839,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,25.5997963,NA,NA,2.0186975,0.748305023,14714,16,14698
680,4A12,"ACSA_SM6
Wood_Inner
Lab ID: 27c",105.5,7/28/22,Qespi,,x,,Plate 4,89,A12,,8/9/22,Cade,8/9/22,ACSA,Inner,Wood,27c,A12,Plate 4,,NA,loose,mcra_probe,1005.973206,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,20119.46484,NA,NA,1031.598999,980.8937378,11184,6428,4756
681,4A12,"ACSA_SM6
Wood_Inner
Lab ID: 27c",105.5,7/28/22,Qespi,,x,,Plate 4,89,A12,,8/9/22,Cade,8/9/22,ACSA,Inner,Wood,27c,A12,Plate 4,,NA,strict,mcra_probe,379.9888916,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,7599.777832,NA,NA,393.5296021,366.6022644,11184,3087,8097
683,4A12,"ACSA_SM6
Wood_Inner
Lab ID: 27c",105.5,7/28/22,Qespi,,x,,Plate 4,89,A12,,8/9/22,Cade,8/9/22,ACSA,Inner,Wood,27c,A12,Plate 4,,NA,strict,mmox,0,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,0,NA,NA,0.239572167,0,14714,0,14714
685,4A12,"ACSA_SM6
Wood_Inner
Lab ID: 27c",105.5,7/28/22,Qespi,,x,,Plate 4,89,A12,,8/9/22,Cade,8/9/22,ACSA,Inner,Wood,27c,A12,Plate 4,,NA,loose,mcra,422.5480042,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,8450.959961,NA,NA,433.7660828,411.4359131,18433,5562,12871
687,4A12,"ACSA_SM6
Wood_Inner
Lab ID: 27c",105.5,7/28/22,Qespi,,x,,Plate 4,89,A12,,8/9/22,Cade,8/9/22,ACSA,Inner,Wood,27c,A12,Plate 4,,NA,strict,mcra,201.2317505,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,4024.63501,NA,NA,208.590271,193.9189758,18433,2898,15535
689,4A2,"PIST_WP103
Wood_Outer
Lab ID: 105a",102.3,7/21/22,Qespi,,x,,Plate 4,9,A2,,,,,PIST,Outer,Wood,105a,A2,Plate 4,,NA,loose,pmoa,18.88307381,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,377.6614685,NA,NA,21.29990005,16.47120285,14759,235,14524
690,4A2,"PIST_WP103
Wood_Outer
Lab ID: 105a",102.3,7/21/22,Qespi,,x,,Plate 4,9,A2,,,,,PIST,Outer,Wood,105a,A2,Plate 4,,NA,strict,mcra_probe,0,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,0,NA,NA,0.279372692,0,12618,0,12618
693,4A2,"PIST_WP103
Wood_Outer
Lab ID: 105a",102.3,7/21/22,Qespi,,x,,Plate 4,9,A2,,,,,PIST,Outer,Wood,105a,A2,Plate 4,,NA,strict,pmoa,9.926054955,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,198.5211029,NA,NA,11.67447472,8.180228233,14759,124,14635
695,4A2,"PIST_WP103
Wood_Outer
Lab ID: 105a",102.3,7/21/22,Qespi,,x,,Plate 4,9,A2,,,,,PIST,Outer,Wood,105a,A2,Plate 4,,NA,strict,mmox,0.084217086,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,1.684341669,NA,NA,0.402275175,0.003536996,13970,1,13969
696,4A2,"PIST_WP103
Wood_Outer
Lab ID: 105a",102.3,7/21/22,Qespi,,x,,Plate 4,9,A2,,,,,PIST,Outer,Wood,105a,A2,Plate 4,,NA,loose,mmox,0.842442274,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,16.84884644,NA,NA,1.484282613,0.419376612,13970,10,13960
697,4A2,"PIST_WP103
Wood_Outer
Lab ID: 105a",102.3,7/21/22,Qespi,,x,,Plate 4,9,A2,,,,,PIST,Outer,Wood,105a,A2,Plate 4,,NA,loose,mcra,1.661388516,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,33.22777176,NA,NA,2.421355724,1.080189586,17007,24,16983
698,4A2,"PIST_WP103
Wood_Outer
Lab ID: 105a",102.3,7/21/22,Qespi,,x,,Plate 4,9,A2,,,,,PIST,Outer,Wood,105a,A2,Plate 4,,NA,loose,mcra_probe,0.093241185,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,1.864823699,NA,NA,0.445386529,0.003915981,12618,1,12617
700,4A2,"PIST_WP103
Wood_Outer
Lab ID: 105a",102.3,7/21/22,Qespi,,x,,Plate 4,9,A2,,,,,PIST,Outer,Wood,105a,A2,Plate 4,,NA,strict,mcra,0.691960156,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,13.83920288,NA,NA,1.219091654,0.344476074,17007,10,16997
701,4A3,"PIST_WP6
Wood_Outer
Lab ID: 113a",102.4,7/21/22,Qespi,,x,,Plate 4,17,A3,,,,,PIST,Outer,Wood,113a,A3,Plate 4,,NA,strict,pmoa,0,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,0,NA,NA,0.289634377,0,12171,0,12171
704,4A3,"PIST_WP6
Wood_Outer
Lab ID: 113a",102.4,7/21/22,Qespi,,x,,Plate 4,17,A3,,,,,PIST,Outer,Wood,113a,A3,Plate 4,,NA,loose,pmoa,0.483408213,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,9.668164253,NA,NA,1.050699234,0.16994369,12171,5,12166
705,4A3,"PIST_WP6
Wood_Outer
Lab ID: 113a",102.4,7/21/22,Qespi,,x,,Plate 4,17,A3,,,,,PIST,Outer,Wood,113a,A3,Plate 4,,NA,strict,mcra_probe,0,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,0,NA,NA,0.277153939,0,12719,0,12719
707,4A3,"PIST_WP6
Wood_Outer
Lab ID: 113a",102.4,7/21/22,Qespi,,x,,Plate 4,17,A3,,,,,PIST,Outer,Wood,113a,A3,Plate 4,,NA,loose,mmox,0.897178829,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,17.94357681,NA,NA,1.580749989,0.446619838,13118,10,13108
709,4A3,"PIST_WP6
Wood_Outer
Lab ID: 113a",102.4,7/21/22,Qespi,,x,,Plate 4,17,A3,,,,,PIST,Outer,Wood,113a,A3,Plate 4,,NA,strict,mcra,0.238497943,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,4.769958973,NA,NA,0.632204831,0.056599136,14800,3,14797
710,4A3,"PIST_WP6
Wood_Outer
Lab ID: 113a",102.4,7/21/22,Qespi,,x,,Plate 4,17,A3,,,,,PIST,Outer,Wood,113a,A3,Plate 4,,NA,strict,mmox,0.089687102,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,1.793742061,NA,NA,0.428407282,0.003766721,13118,1,13117
711,4A3,"PIST_WP6
Wood_Outer
Lab ID: 113a",102.4,7/21/22,Qespi,,x,,Plate 4,17,A3,,,,,PIST,Outer,Wood,113a,A3,Plate 4,,NA,loose,mcra,0.556570411,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,11.13140869,NA,NA,1.084124207,0.236430749,14800,7,14793
712,4A3,"PIST_WP6
Wood_Outer
Lab ID: 113a",102.4,7/21/22,Qespi,,x,,Plate 4,17,A3,,,,,PIST,Outer,Wood,113a,A3,Plate 4,,NA,loose,mcra_probe,0.277524024,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,5.550480366,NA,NA,0.735674441,0.06585978,12719,3,12716
713,4A4,"PIST_WPX7
Wood_Outer
Lab ID: 121a",104.7,7/21/22,Qespi,,x,,Plate 4,25,A4,,,,,PIST,Outer,Wood,121a,A4,Plate 4,,NA,strict,mcra_probe,0,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,0,NA,NA,0.250378639,0,14079,0,14079
714,4A4,"PIST_WPX7
Wood_Outer
Lab ID: 121a",104.7,7/21/22,Qespi,,x,,Plate 4,25,A4,,,,,PIST,Outer,Wood,121a,A4,Plate 4,,NA,strict,mmox,0,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,0,NA,NA,0.250076652,0,14096,0,14096
716,4A4,"PIST_WPX7
Wood_Outer
Lab ID: 121a",104.7,7/21/22,Qespi,,x,,Plate 4,25,A4,,,,,PIST,Outer,Wood,121a,A4,Plate 4,,NA,loose,mmox,1.837583065,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,36.75166321,NA,NA,2.720727205,1.170292139,14096,22,14074
718,4A4,"PIST_WPX7
Wood_Outer
Lab ID: 121a",104.7,7/21/22,Qespi,,x,,Plate 4,25,A4,,,,,PIST,Outer,Wood,121a,A4,Plate 4,,NA,loose,mcra_probe,0.083565049,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,1.671301007,NA,NA,0.399160236,0.003509613,14079,1,14078
719,4A4,"PIST_WPX7
Wood_Outer
Lab ID: 121a",104.7,7/21/22,Qespi,,x,,Plate 4,25,A4,,,,,PIST,Outer,Wood,121a,A4,Plate 4,,NA,loose,pmoa,3.781146288,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,75.6229248,NA,NA,4.896764278,2.849928141,16517,53,16464
721,4A4,"PIST_WPX7
Wood_Outer
Lab ID: 121a",104.7,7/21/22,Qespi,,x,,Plate 4,25,A4,,,,,PIST,Outer,Wood,121a,A4,Plate 4,,NA,strict,pmoa,1.496736765,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,29.93473434,NA,NA,2.23532939,0.942294478,16517,21,16496
723,4A4,"PIST_WPX7
Wood_Outer
Lab ID: 121a",104.7,7/21/22,Qespi,,x,,Plate 4,25,A4,,,,,PIST,Outer,Wood,121a,A4,Plate 4,,NA,loose,mcra,2.428364277,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,48.56728363,NA,NA,3.342369318,1.698756933,16489,34,16455
724,4A4,"PIST_WPX7
Wood_Outer
Lab ID: 121a",104.7,7/21/22,Qespi,,x,,Plate 4,25,A4,,,,,PIST,Outer,Wood,121a,A4,Plate 4,,NA,strict,mcra,0.49954772,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,9.990954399,NA,NA,0.973029315,0.212210506,16489,7,16482
725,4A5,"QURU_RO101
Wood_Outer
Lab ID: 129a",101.8,7/22/22,Qespi,,x,,Plate 4,33,A5,,,,,QURU,Outer,Wood,129a,A5,Plate 4,,NA,strict,mcra_probe,0,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,0,NA,NA,0.3763901,0,9366,0,9366
727,4A5,"QURU_RO101
Wood_Outer
Lab ID: 129a",101.8,7/22/22,Qespi,,x,,Plate 4,33,A5,,,,,QURU,Outer,Wood,129a,A5,Plate 4,,NA,loose,mcra_probe,0.125617489,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,2.512349844,NA,NA,0.600070119,0.005275665,9366,1,9365
729,4A5,"QURU_RO101
Wood_Outer
Lab ID: 129a",101.8,7/22/22,Qespi,,x,,Plate 4,33,A5,,,,,QURU,Outer,Wood,129a,A5,Plate 4,,NA,strict,mmox,0,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,0,NA,NA,0.245992631,0,14330,0,14330
730,4A5,"QURU_RO101
Wood_Outer
Lab ID: 129a",101.8,7/22/22,Qespi,,x,,Plate 4,33,A5,,,,,QURU,Outer,Wood,129a,A5,Plate 4,,NA,loose,mmox,0.246321082,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,4.926421642,NA,NA,0.652945876,0.058455538,14330,3,14327
731,4A5,"QURU_RO101
Wood_Outer
Lab ID: 129a",101.8,7/22/22,Qespi,,x,,Plate 4,33,A5,,,,,QURU,Outer,Wood,129a,A5,Plate 4,,NA,loose,mcra,1.286111712,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,25.72223473,NA,NA,1.938643575,0.79973191,18305,20,18285
732,4A5,"QURU_RO101
Wood_Outer
Lab ID: 129a",101.8,7/22/22,Qespi,,x,,Plate 4,33,A5,,,,,QURU,Outer,Wood,129a,A5,Plate 4,,NA,loose,pmoa,0.545841634,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,10.91683292,NA,NA,1.115970612,0.213757783,12935,6,12929
735,4A5,"QURU_RO101
Wood_Outer
Lab ID: 129a",101.8,7/22/22,Qespi,,x,,Plate 4,33,A5,,,,,QURU,Outer,Wood,129a,A5,Plate 4,,NA,strict,pmoa,0.090956017,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,1.819120407,NA,NA,0.434469342,0.003820011,12935,1,12934
736,4A5,"QURU_RO101
Wood_Outer
Lab ID: 129a",101.8,7/22/22,Qespi,,x,,Plate 4,33,A5,,,,,QURU,Outer,Wood,129a,A5,Plate 4,,NA,strict,mcra,0.064272203,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,1.285444021,NA,NA,0.30699572,0.002699362,18305,1,18304
737,4A6,"QURU_RO3
Wood_Outer
Lab ID: 137a",100.4,7/27/22,Qespi,,x,,Plate 4,41,A6,,,,,QURU,Outer,Wood,137a,A6,Plate 4,,NA,strict,mcra_probe,0.279812247,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,5.596244812,NA,NA,0.896473587,0.042387277,8410,2,8408
739,4A6,"QURU_RO3
Wood_Outer
Lab ID: 137a",100.4,7/27/22,Qespi,,x,,Plate 4,41,A6,,,,,QURU,Outer,Wood,137a,A6,Plate 4,,NA,loose,mcra,1.376633167,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,27.53266335,NA,NA,2.075133085,0.856007636,17102,20,17082
740,4A6,"QURU_RO3
Wood_Outer
Lab ID: 137a",100.4,7/27/22,Qespi,,x,,Plate 4,41,A6,,,,,QURU,Outer,Wood,137a,A6,Plate 4,,NA,loose,pmoa,1.280674934,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,25.61349869,NA,NA,2.048039913,0.734339237,13787,15,13772
742,4A6,"QURU_RO3
Wood_Outer
Lab ID: 137a",100.4,7/27/22,Qespi,,x,,Plate 4,41,A6,,,,,QURU,Outer,Wood,137a,A6,Plate 4,,NA,loose,mmox,0.084102698,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,1.682053924,NA,NA,0.40172869,0.003532192,13989,1,13988
743,4A6,"QURU_RO3
Wood_Outer
Lab ID: 137a",100.4,7/27/22,Qespi,,x,,Plate 4,41,A6,,,,,QURU,Outer,Wood,137a,A6,Plate 4,,NA,loose,mcra_probe,11.38596821,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,227.7193604,NA,NA,14.06768513,9.07188797,8410,81,8329
744,4A6,"QURU_RO3
Wood_Outer
Lab ID: 137a",100.4,7/27/22,Qespi,,x,,Plate 4,41,A6,,,,,QURU,Outer,Wood,137a,A6,Plate 4,,NA,strict,pmoa,0.170676127,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,3.413522482,NA,NA,0.546763062,0.025855843,13787,2,13785
745,4A6,"QURU_RO3
Wood_Outer
Lab ID: 137a",100.4,7/27/22,Qespi,,x,,Plate 4,41,A6,,,,,QURU,Outer,Wood,137a,A6,Plate 4,,NA,strict,mcra,0,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,0,NA,NA,0.206117108,0,17102,0,17102
748,4A6,"QURU_RO3
Wood_Outer
Lab ID: 137a",100.4,7/27/22,Qespi,,x,,Plate 4,41,A6,,,,,QURU,Outer,Wood,137a,A6,Plate 4,,NA,strict,mmox,0,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,0,NA,NA,0.251989663,0,13989,0,13989
749,4A7,"TSCA_H103
Wood_Outer
Lab ID: 145a",100.2,7/21/22,Cade ,,x,,Plate 4,49,A7,,,,,TSCA,Outer,Wood,145a,A7,Plate 4,,NA,loose,pmoa,1.424653888,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,28.49307823,NA,NA,2.218515158,0.847628713,14047,17,14030
750,4A7,"TSCA_H103
Wood_Outer
Lab ID: 145a",100.2,7/21/22,Cade ,,x,,Plate 4,49,A7,,,,,TSCA,Outer,Wood,145a,A7,Plate 4,,NA,loose,mcra,2.979126453,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,59.58252716,NA,NA,3.977046013,2.164366245,16607,42,16565
752,4A7,"TSCA_H103
Wood_Outer
Lab ID: 145a",100.2,7/21/22,Cade ,,x,,Plate 4,49,A7,,,,,TSCA,Outer,Wood,145a,A7,Plate 4,,NA,strict,mcra_probe,0,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,0,NA,NA,0.303945601,0,11598,0,11598
754,4A7,"TSCA_H103
Wood_Outer
Lab ID: 145a",100.2,7/21/22,Cade ,,x,,Plate 4,49,A7,,,,,TSCA,Outer,Wood,145a,A7,Plate 4,,NA,loose,mcra_probe,0,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,0,NA,NA,0.303945601,0,11598,0,11598
756,4A7,"TSCA_H103
Wood_Outer
Lab ID: 145a",100.2,7/21/22,Cade ,,x,,Plate 4,49,A7,,,,,TSCA,Outer,Wood,145a,A7,Plate 4,,NA,strict,pmoa,0.083755419,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,1.675108433,NA,NA,0.400069684,0.003517608,14047,1,14046
757,4A7,"TSCA_H103
Wood_Outer
Lab ID: 145a",100.2,7/21/22,Cade ,,x,,Plate 4,49,A7,,,,,TSCA,Outer,Wood,145a,A7,Plate 4,,NA,loose,mmox,0.600043297,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,12.00086594,NA,NA,1.168823957,0.25489527,13728,7,13721
759,4A7,"TSCA_H103
Wood_Outer
Lab ID: 145a",100.2,7/21/22,Cade ,,x,,Plate 4,49,A7,,,,,TSCA,Outer,Wood,145a,A7,Plate 4,,NA,strict,mcra,0.07084398,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,1.416879654,NA,NA,0.338389337,0.002975361,16607,1,16606
760,4A7,"TSCA_H103
Wood_Outer
Lab ID: 145a",100.2,7/21/22,Cade ,,x,,Plate 4,49,A7,,,,,TSCA,Outer,Wood,145a,A7,Plate 4,,NA,strict,mmox,0,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,0,NA,NA,0.256781071,0,13728,0,13728
761,4A8,"TSCA_H9
Wood_Outer
Lab ID: 153a",105.5,7/21/22,Cade,,x,,Plate 4,57,A8,,,,,TSCA,Outer,Wood,153a,A8,Plate 4,,NA,strict,mcra_probe,0,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,0,NA,NA,0.409302115,0,8613,0,8613
762,4A8,"TSCA_H9
Wood_Outer
Lab ID: 153a",105.5,7/21/22,Cade,,x,,Plate 4,57,A8,,,,,TSCA,Outer,Wood,153a,A8,Plate 4,,NA,loose,pmoa,18.97900009,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,379.5800171,NA,NA,21.40811729,16.55488777,14685,235,14450
765,4A8,"TSCA_H9
Wood_Outer
Lab ID: 153a",105.5,7/21/22,Cade,,x,,Plate 4,57,A8,,,,,TSCA,Outer,Wood,153a,A8,Plate 4,,NA,loose,mcra_probe,0,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,0,NA,NA,0.409302115,0,8613,0,8613
766,4A8,"TSCA_H9
Wood_Outer
Lab ID: 153a",105.5,7/21/22,Cade,,x,,Plate 4,57,A8,,,,,TSCA,Outer,Wood,153a,A8,Plate 4,,NA,strict,pmoa,4.012523174,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,80.25046539,NA,NA,5.234725475,2.997828007,14685,50,14635
767,4A8,"TSCA_H9
Wood_Outer
Lab ID: 153a",105.5,7/21/22,Cade,,x,,Plate 4,57,A8,,,,,TSCA,Outer,Wood,153a,A8,Plate 4,,NA,loose,mmox,0.678325355,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,13.56650734,NA,NA,1.270399213,0.307063371,13879,8,13871
768,4A8,"TSCA_H9
Wood_Outer
Lab ID: 153a",105.5,7/21/22,Cade,,x,,Plate 4,57,A8,,,,,TSCA,Outer,Wood,153a,A8,Plate 4,,NA,strict,mcra,0.066080861,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,1.321617246,NA,NA,0.315635651,0.002775321,17804,1,17803
769,4A8,"TSCA_H9
Wood_Outer
Lab ID: 153a",105.5,7/21/22,Cade,,x,,Plate 4,57,A8,,,,,TSCA,Outer,Wood,153a,A8,Plate 4,,NA,strict,mmox,0,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,0,NA,NA,0.253987044,0,13879,0,13879
770,4A8,"TSCA_H9
Wood_Outer
Lab ID: 153a",105.5,7/21/22,Cade,,x,,Plate 4,57,A8,,,,,TSCA,Outer,Wood,153a,A8,Plate 4,,NA,loose,mcra,1.057739377,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,21.15478706,NA,NA,1.66809094,0.618397653,17804,16,17788
773,4A9,"ACRU_RM14
Wood_Inner
Lab ID: 3c",100.1,7/25/22,Qespi,,x,,Plate 4,65,A9,,8/9/22,Cade,8/9/22,ACRU,Inner,Wood,3c,A9,Plate 4,,NA,loose,mcra_probe,42.64408112,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,852.8815918,NA,NA,46.98003006,38.32405472,10478,373,10105
774,4A9,"ACRU_RM14
Wood_Inner
Lab ID: 3c",100.1,7/25/22,Qespi,,x,,Plate 4,65,A9,,8/9/22,Cade,8/9/22,ACRU,Inner,Wood,3c,A9,Plate 4,,NA,strict,mcra_probe,0,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR Supermix for Probes (No dUTP),FAM,0,NA,NA,0.336439192,0,10478,0,10478
775,4A9,"ACRU_RM14
Wood_Inner
Lab ID: 3c",100.1,7/25/22,Qespi,,x,,Plate 4,65,A9,,8/9/22,Cade,8/9/22,ACRU,Inner,Wood,3c,A9,Plate 4,,NA,loose,mcra,0.335320085,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,6.706401825,NA,NA,0.728772461,0.117887661,17545,5,17540
776,4A9,"ACRU_RM14
Wood_Inner
Lab ID: 3c",100.1,7/25/22,Qespi,,x,,Plate 4,65,A9,,8/9/22,Cade,8/9/22,ACRU,Inner,Wood,3c,A9,Plate 4,,NA,loose,pmoa,10.21877766,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,204.3755493,NA,NA,12.01879883,8.421505928,14338,124,14214
778,4A9,"ACRU_RM14
Wood_Inner
Lab ID: 3c",100.1,7/25/22,Qespi,,x,,Plate 4,65,A9,,8/9/22,Cade,8/9/22,ACRU,Inner,Wood,3c,A9,Plate 4,,NA,strict,pmoa,0,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,0,NA,NA,0.245855361,0,14338,0,14338
780,4A9,"ACRU_RM14
Wood_Inner
Lab ID: 3c",100.1,7/25/22,Qespi,,x,,Plate 4,65,A9,,8/9/22,Cade,8/9/22,ACRU,Inner,Wood,3c,A9,Plate 4,,NA,strict,mcra,0.134116575,NA,Manual,Droplets Analyzed Manually,DQ,Unknown,Unknown,ddPCR EvaGreen Supermix,EvaGreen,2.682331562,NA,NA,0.429629326,0.020317679,17545,2,17543
