Date,Personnel,Plot,Tree_ID,Tree_sp,Measurement height,Chamber ID,Temp_stem,Temp_air,DBH,Perimeter,Flux Start Time,Flux End Time,Corrected Start Time,Corrected End Time,HMS_Start,HMS_End,Gas_analyser
210723,JG/WA/TM,Ridge,H101,TSCA,125,3,20.7,21.6,23.5,,103300,104200,103300,104200,10:33:00,10:42:00,LGR3
210723,JG/WA/TM,Ridge,H101,TSCA,200,3,20.8,21.6,23,,104300,104800,104300,104800,10:43:00,10:48:00,LGR3
210723,JG/WA/TM,Ridge,Bowser dead red oak,QURU,50,6,21.3,22.1,52.5,,110200,111200,110200,111200,11:02:00,11:12:00,LGR3
210723,JG/WA/TM,Ridge,Bowser dead red oak,QURU,125,6,22.4,22.1,45,,111800,112800,111800,112800,11:18:00,11:28:00,LGR3
210723,JG/WA/TM,Ridge,Bowser dead red oak,QURU,200,6,22.9,22.1,44.5,,113000,114000,113000,114000,11:30:00,11:40:00,LGR3
210723,JG/WA/TM,Ridge,RO102,QURU,50,6,21.4,21,59,,115600,120600,115600,120600,11:56:00,12:06:00,LGR3
210723,JG/WA/TM,Ridge,RO102,QURU,125,6,21.6,22.5,49.5,,120900,121900,120900,121900,12:09:00,12:19:00,LGR3
210723,JG/WA/TM,Ridge,RO102,QURU,200,6,21.2,22.3,47,,122100,,122100,122300,12:21:00,12:23:00,LGR3
210721,JG/BG/JR,Lab,SM15,ACSA,50,6,20.3,21.5,,28.5d,91300,93145,91300,93145,9:13:00,9:31:45,LGR3
210721,JG/BG/JR,Lab,SM15,ACSA,125,6,20.4,21.5,,26.0d,93315,94745,93315,94745,9:33:15,9:47:45,LGR3
210721,JG/BG/JR,Lab,SM15,ACSA,200,6,20.8,21.5,,24.5d,94830,95830,94830,95830,9:48:30,9:58:30,LGR3
210721,JG/BG/JR,Ridge,BB5,BELE,50,6,20.3,22.1,,33.0d,113400,114500,113400,114500,11:34:00,11:45:00,LGR3
210721,JG/BG/JR,Ridge,BB5,BELE,125,6,20.4,22.1,,33.0d,115130,120200,115130,120200,11:51:30,12:02:00,LGR3
210721,JG/BG/JR,Ridge,BB5,BELE,200,6,20.9,22.1,,28.0d,120400,121400,120400,121400,12:04:00,12:14:00,LGR3
210721,JG/BG/JR,Ridge,BB6,BELE,50,6,21.6,22.2,,31.0d,123330,124330,123330,124330,12:33:30,12:43:30,LGR3
210721,JG/BG/JR,Ridge,BB6,BELE,125,6,22,22.2,,29.0d,124700,125700,124700,125700,12:47:00,12:57:00,LGR3
210721,JG/BG/JR,Ridge,BB6,BELE,200,6,22,22.2,,27.0d,125745,130745,125745,130745,12:57:45,13:07:45,LGR3
210721,JG/BG/JR,Ridge,BB7,BELE,50,6,21.4,22.8,,35.0d,134200,135200,134200,135200,13:42:00,13:52:00,LGR3
210721,JG/BG/JR,Ridge,BB7,BELE,125,6,21.8,22.8,,32.0d,135600,140600,135600,140600,13:56:00,14:06:00,LGR3
210721,JG/BG/JR,Ridge,BB7,BELE,200,6,21.9,22.8,,32.0d,141000,141000,141000,141000,14:10:00,14:10:00,LGR3
210721,JG/BG/JR,Ridge,BB8,BELE,50,6,21.3,22.3,,31.5d,143200,144200,143200,144200,14:32:00,14:42:00,LGR3
210721,JG/BG/JR,Ridge,BB8,BELE,125,6,21.6,22.3,,22.5d,144800,145800,144800,145800,14:48:00,14:58:00,LGR3
210721,JG/BG/JR,Ridge,BB8,BELE,200,6,22,22.3,,22.0d,151015,,151015,151215,15:10:15,15:12:15,LGR3
210811,JG,Lowland,RO3,QURU,50,6,24.9,27.5,58,,115500,120000,115500,120000,11:55:00,12:00:00,LGR3
210811,JG,Lowland,RO3,QURU,125,6,25.8,27.5,49,,120200,120700,120200,120700,12:02:00,12:07:00,LGR3
210811,JG,Lowland,RO3,QURU,200,6,25.9,27.5,50,,120900,121400,120900,121400,12:09:00,12:14:00,LGR3
210811,JG,Lowland,RO2,QURU,50,6,25,28.4,36,,123100,124100,123100,124100,12:31:00,12:41:00,LGR3
210811,JG,Lowland,RO2,QURU,125,6,26,28.4,33,,125600,130600,125600,130600,12:56:00,13:06:00,LGR3
210811,JG,Lowland,RO2,QURU,200,6,26.8,28.4,32,,130800,131800,130800,131800,13:08:00,13:18:00,LGR3
210812,JG/AG,Lab,WP Bernice?,PIST,50,6,29.3,30,65.5,,121000,122000,121000,122000,12:10:00,12:20:00,LGR3
210812,JG/AG,Lab,WP Bernice?,PIST,125,6,30.4,30,59,,122700,123700,122700,123700,12:27:00,12:37:00,LGR3
210812,JG/AG,Lab,WP Bernice?,PIST,200,6,30.4,30,58,,124000,125000,124000,125000,12:40:00,12:50:00,LGR3
210812,JG/AG,Lab,SF1,SAAL,50,3,29.2,32.1,30,,133700,134700,133700,134700,13:37:00,13:47:00,LGR3
210812,JG/AG,Lab,SF1,SAAL,125,3,32.4,32.1,27,,135700,140700,135700,140700,13:57:00,14:07:00,LGR3
210812,JG/AG,Lab,SF1,SAAL,200,3,33.1,32.1,26,,140900,141900,140900,141900,14:09:00,14:19:00,LGR3
210729,JG/LW/TM,Lowland,WP7,PIST,50,6,20.4,20.1,54,,163400,165900,163400,165900,16:34:00,16:59:00,LGR3
210729,JG/LW/TM,Lowland,WP7,PIST,125,6,20.5,20.1,51,,164400,164900,164400,164900,16:44:00,16:49:00,LGR3
210729,JG/LW/TM,Lowland,WP7,PIST,200,6,20.7,20.1,48.5,,170100,171100,170100,171100,17:01:00,17:11:00,LGR3
210726,JG/WA/JR,Lowland,YB4,BEAL,50,6,21.9,20.9,35,,91300,91800,91300,91800,9:13:00,9:18:00,LGR3
210726,JG/WA/JR,Lowland,YB4,BEAL,125,6,21.7,21,32,,92000,92500,92000,92500,9:20:00,9:25:00,LGR3
210726,JG/WA/JR,Lowland,YB4,BEAL,200,6,21.7,21,31,,92600,93100,92600,93100,9:26:00,9:31:00,LGR3
210726,JG/WA/JR,Lowland,BC4,PRSE,50,6,21.8,21.9,50,,94800,95800,94800,95800,9:48:00,9:58:00,LGR3
210726,JG/WA/JR,Lowland,BC4,PRSE,125,6,22.1,21,49,,101500,102500,101500,102500,10:15:00,10:25:00,LGR3
210726,JG/WA/JR,Lowland,BC4,PRSE,200,6,22.5,22.5,49,,103200,104200,103200,104200,10:32:00,10:42:00,LGR3
210726,JG/WA/JR,Lowland,BC2,PRSE,50,6,22.3,22.8,,,110000,111000,110000,111000,11:00:00,11:10:00,LGR3
210726,JG/WA/JR,Lowland,BC2,PRSE,125,6,22.6,22.9,,,111200,112200,111200,112200,11:12:00,11:22:00,LGR3
210726,JG/WA/JR,Lowland,BC2,PRSE,200,6,22.7,22.4,,,112400,113400,112400,113400,11:24:00,11:34:00,LGR3
210726,JG/WA/JR,Lowland,RMS1 (STEM),ACRU,50,6,22.3,24.8,,,120000,121000,120000,121000,12:00:00,12:10:00,LGR3
210726,JG/WA/JR,Lowland,RMS1 (STEM),ACRU,125,6,22.5,24.9,,,121300,121800,121300,121800,12:13:00,12:18:00,LGR3
210726,JG/WA/JR,Lowland,RMS1 (STEM),ACRU,200,6,22.6,25.1,,,122000,123000,122000,123000,12:20:00,12:30:00,LGR3
210726,JG/WA/JR,Lowland,YB5,BEAL,50,6,22.2,25.5,,,125200,130200,125200,130200,12:52:00,13:02:00,LGR3
210726,JG/WA/JR,Lowland,YB5,BEAL,125,6,23.2,25.5,,,130400,131400,130400,131400,13:04:00,13:14:00,LGR3
210726,JG/WA/JR,Lowland,YB5,BEAL,200,6,24.5,25.5,,,131800,,131800,132000,13:18:00,13:20:00,LGR3
210809,JG,Lab,WPX2,PIST,50,6,21.2,22,,,165500,170500,165500,170500,16:55:00,17:05:00,LGR3
210809,JG,Lab,WPX2,PIST,125,6,22.5,22,,,171000,172000,171000,172000,17:10:00,17:20:00,LGR3
210809,JG,Lab,WPX2,PIST,200,6,22.5,22,,,172500,173500,172500,173500,17:25:00,17:35:00,LGR3
210809,JG,Lab,WPX22,PIST,50,6,21.5,22,,,173500,,NA,NA,NA,NA,
210809,JG,Lab,WPX22,PIST,125,3,22.5,21.8,,,173700,174700,173700,174700,17:37:00,17:47:00,LGR3
210809,JG,Lab,WPX22,PIST,200,3,22.6,21.8,,,174800,175800,174800,175800,17:48:00,17:58:00,LGR3
210810,JG,Lab,WA15,FRAM,50,3,22.9,23.2,24,,141500,142500,141500,142500,14:15:00,14:25:00,LGR3
210810,JG,Lab,WA15,FRAM,125,3,23.4,23.2,23,,145000,150000,145000,150000,14:50:00,15:00:00,LGR3
210810,JG,Lab,WA15,FRAM,200,3,23.6,23.2,22,,150100,151100,150100,151100,15:01:00,15:11:00,LGR3
210810,JG,Lab,WA5,FRAM,50,6,22.5,23.2,41,,153200,154200,153200,154200,15:32:00,15:42:00,LGR3
210810,JG,Lab,WA5,FRAM,125,6,22.8,23.2,37,,155500,160000,155500,160000,15:55:00,16:00:00,LGR3
210810,JG,Lab,WA5,FRAM,200,6,23.2,23.2,34.5,,160200,160700,160200,160700,16:02:00,16:07:00,LGR3
210810,JG,Lab,WA10,FRAM,50,6,22.7,22.7,35,,163200,164200,163200,164200,16:32:00,16:42:00,LGR3
210810,JG,Lab,WA10,FRAM,125,6,22.8,22.8,32,,165800,170800,165800,170800,16:58:00,17:08:00,LGR3
210810,JG,Lab,WA10,FRAM,200,6,23.4,22.5,30,,171208,172200,171208,172200,17:12:08,17:22:00,LGR3
210811,JG,Lab,HZ1,TSCA,50,6,25.2,27.5,61,,150300,151300,150300,151300,15:03:00,15:13:00,LGR3
210811,JG,Lab,HZ1,TSCA,125,6,26.2,27.5,56,,153500,154000,153500,154000,15:35:00,15:40:00,LGR3
210811,JG,Lab,HZ1,TSCA,200,6,26,27.5,53.5,,154100,154600,154100,154600,15:41:00,15:46:00,LGR3
210811,JG,Lab,BBZ1,BELE,50,6,,,,,161400,162400,161400,162400,16:14:00,16:24:00,LGR3
210811,JG,Lab,BBZ1,BELE,125,6,,,,,160000,161000,160000,161000,16:00:00,16:10:00,LGR3
210811,JG,Lab,BBZ1,BELE,200,6,,,,,161100,,NA,NA,NA,NA,LGR3
210811,JG,Lab,SH1,CAOV,50,6,24.9,27,31,,163800,164300,163800,164300,16:38:00,16:43:00,LGR3
210811,JG,Lab,SH1,CAOV,125,6,25.6,27,29,,164600,165600,164600,165600,16:46:00,16:56:00,LGR3
210811,JG,Lab,SH1,CAOV,200,6,25.9,27,28,,165900,170900,165900,170900,16:59:00,17:09:00,LGR3
210726,JG/WA/JR,Lowland,AB6,FAGR,50,6,23.3,26,,,145000,150000,145000,150000,14:50:00,15:00:00,LGR3
210726,JG/WA/JR,Lowland,AB6,FAGR,125,6,23.3,25.5,,,150400,150900,150400,150900,15:04:00,15:09:00,LGR3
210726,JG/WA/JR,Lowland,AB6,FAGR,200,6,22.5,25.5,,,151700,152700,151700,152700,15:17:00,15:27:00,LGR3
210726,JG/WA/JR,Lowland,AB5,FAGR,50,6,24,26.1,,,153306,154300,153306,154300,15:33:06,15:43:00,LGR3
210726,JG/WA/JR,Lowland,AB5,FAGR,125,6,24.6,26.1,,,154500,155500,154500,155500,15:45:00,15:55:00,LGR3
210726,JG/WA/JR,Lowland,AB5,FAGR,200,6,24.7,26.1,,,155700,160700,155700,160700,15:57:00,16:07:00,LGR3
210726,JG/WA/JR,Lowland,PB4,BEPA,50,6,22.5,26.4,,,161000,162000,161000,162000,16:10:00,16:20:00,LGR3
210726,JG/WA/JR,Lowland,PB4,BEPA,125,6,23.5,25.4,,,162500,163500,162500,163500,16:25:00,16:35:00,LGR3
210726,JG/WA/JR,Lowland,PB4,BEPA,200,6,23.9,25,,,163700,164500,163700,164500,16:37:00,16:45:00,LGR3
210726,JG/WA/JR,Lowland,PB4?,BEPA,50,6,23.3,25.1,,,165100,170100,165100,170100,16:51:00,17:01:00,LGR3
210726,JG/WA/JR,Lowland,PB4?,BEPA,125,6,24,25,,,170300,171300,170300,171300,17:03:00,17:13:00,LGR3
210726,JG/WA/JR,Lowland,PB4?,BEPA,200,6,24.7,25,,,171500,172500,171500,172500,17:15:00,17:25:00,LGR3
210726,JG/WA/JR,Lowland,YB3,BEAL,50,6,22.8,24.4,,,173500,174000,173500,174000,17:35:00,17:40:00,LGR3
210726,JG/WA/JR,Lowland,YB3,BEAL,125,6,23.6,24.4,,,124130,175130,124130,175130,12:41:30,17:51:30,LGR3
210726,JG/WA/JR,Lowland,YB3,BEAL,200,6,23.7,24.4,,,175400,180400,175400,180400,17:54:00,18:04:00,LGR3
210729,JG/LW/TM,Lowland,WP8,PIST,50,6,21.1,20.5,42,,104000,105000,104000,105000,10:40:00,10:50:00,LGR3
210729,JG/LW/TM,Lowland,WP8,PIST,125,6,21.3,20.5,38.6,,105300,110300,105300,110300,10:53:00,11:03:00,LGR3
210729,JG/LW/TM,Lowland,WP8,PIST,200,6,21.3,20.5,38.4,,110500,TIME,NA,NA,NA,NA,LGR3
210729,JG/LW/TM,Lowland,H8,TSCA,50,6,21.3,21,49,,113500,113800,113600,113800,11:36:00,11:38:00,LGR3
210729,JG/LW/TM,Lowland,H8,TSCA,125,6,21.3,21,42.8,,114100,115100,114100,115100,11:41:00,11:51:00,LGR3
210729,JG/LW/TM,Lowland,H8,TSCA,200,6,21.3,21,42.5,,115600,120800,115600,120800,11:56:00,12:08:00,LGR3
210729,JG/LW/TM,Lowland,H9,TSCA,50,6,20.8,20.6,33.5,,121300,122300,121300,122300,12:13:00,12:23:00,LGR3
210729,JG/LW/TM,Lowland,H9,TSCA,125,6,21.2,20.6,32,,122500,123500,122500,123500,12:25:00,12:35:00,LGR3
210729,JG/LW/TM,Lowland,H9,TSCA,200,6,21,20.6,30.5,,123700,124700,123700,124700,12:37:00,12:47:00,LGR3
210729,JG/LW/TM,Lowland,RO8,QURU,50,6,20.7,20,42,,141600,142600,141600,142600,14:16:00,14:26:00,LGR3
210729,JG/LW/TM,Lowland,RO8,QURU,125,6,20.8,20,40,,142800,143800,142800,143800,14:28:00,14:38:00,LGR3
210729,JG/LW/TM,Lowland,RO8,QURU,200,6,20.9,20,38,,144300,145300,144300,145300,14:43:00,14:53:00,LGR3
210729,JG/LW/TM,Lowland,RO7,QURU,50,6,20.8,20.4,,,145500,150000,145500,150000,14:55:00,15:00:00,LGR3
210729,JG/LW/TM,Lowland,RO7,QURU,125,6,20.8,20.4,,,150200,150800,150200,150800,15:02:00,15:08:00,LGR3
210729,JG/LW/TM,Lowland,RO7,QURU,200,6,20.8,20.4,,,151000,152000,151000,152000,15:10:00,15:20:00,LGR3
210809,JG,Lab,WA12,FRAM,50,6,21.5,22.1,63,,134400,134900,134400,134900,13:44:00,13:49:00,LGR3
210809,JG,Lab,WA12,FRAM,125,6,22.1,22.1,58,,135130,135630,135130,135630,13:51:30,13:56:30,LGR3
210809,JG,Lab,WA12,FRAM,200,6,22.3,22.1,56,,141300,141000,141300,141000,14:13:00,14:10:00,LGR3
210809,JG,Lab,WA14,FRAM,50,6,21.2,21.5,112,,143600,144600,143600,144600,14:36:00,14:46:00,LGR3
210809,JG,Lab,WA14,FRAM,125,6,21.5,21.4,48,,145100,150100,145100,150100,14:51:00,15:01:00,LGR3
210809,JG,Lab,WA14,FRAM,200,6,21.7,21.3,47,,150200,151200,150200,151200,15:02:00,15:12:00,LGR3
210809,JG,Lab,WA1,FRAM,50,6,21.2,21.5,112,,143600,144600,143600,144600,14:36:00,14:46:00,LGR3
210809,JG,Lab,WA1,FRAM,125,6,22,21,37,,151500,152500,151500,152500,15:15:00,15:25:00,LGR3
210809,JG,Lab,WA1,FRAM,200,6,22.1,21.2,36,,152400,153700,152400,153700,15:24:00,15:37:00,LGR3
210809,JG,Lab,WAX1,FRAM,50,6,21.5,21.3,,,154500,,NA,NA,NA,NA,LGR3
210809,JG,Lab,WAX1,FRAM,125,6,21.6,21.4,39,,160600,161000,160600,161000,16:06:00,16:10:00,LGR3
210809,JG,Lab,WAX1,FRAM,200,6,22,21.4,37,,162300,163000,162300,163000,16:23:00,16:30:00,LGR3
210730,JG/TM/LW,Lowland,PB3,BEPA,50,6,21.5,21,39,,123000,124000,12300,124000,1:23:00,12:40:00,LGR3
210730,JG/TM/LW,Lowland,PB3,BEPA,125,6,21.4,21,35,,124300,125300,124300,125300,12:43:00,12:53:00,LGR3
210730,JG/TM/LW,Lowland,PB3,BEPA,200,6,21.2,21,33.8,,125600,130600,125600,130600,12:56:00,13:06:00,LGR3
210730,JG/TM/LW,Lowland,RM14,ACRU,50,3,22.1,21.5,30.5,,131700,132200,131700,132200,13:17:00,13:22:00,LGR3
210730,JG/TM/LW,Lowland,RM14,ACRU,125,3,22.5,21.5,26.5,,133700,134200,133700,134200,13:37:00,13:42:00,LGR3
210730,JG/TM/LW,Lowland,RM14,ACRU,200,3,22.5,21.5,26.5,,134500,135500,134500,135500,13:45:00,13:55:00,LGR3
210730,JG/TM/LW,Lowland,PB1,BEPA,50,6,21.5,21.7,33.5,,140300,141300,140300,141300,14:03:00,14:13:00,LGR3
210730,JG/TM/LW,Lowland,PB1,BEPA,125,6,22.2,21.8,29.5,,142600,143100,142600,143100,14:26:00,14:31:00,LGR3
210730,JG/TM/LW,Lowland,PB1,BEPA,200,6,22.5,21.8,28.5,,143300,143800,143300,143800,14:33:00,14:38:00,LGR3
210730,JG/TM/LW,Lowland,PB2,BEPA,50,6,22.1,21.8,38.5,,144700,145700,144700,145700,14:47:00,14:57:00,LGR3
210730,JG/TM/LW,Lowland,PB2,BEPA,125,6,22.8,21.8,34,,150000,150500,150000,150500,15:00:00,15:05:00,LGR3
210730,JG/TM/LW,Lowland,PB2,BEPA,200,6,22,21.8,33,,150800,151800,150800,151800,15:08:00,15:18:00,LGR3
210729,JG/TM/LW,Lowland,RO9,QURU,50,6,20.2,19.6,54.5,,85500,90500,85500,90500,8:55:00,9:05:00,LGR3
210729,JG/TM/LW,Lowland,RO9,QURU,125,6,20.1,19.6,42.9,,90700,91200,90700,91200,9:07:00,9:12:00,LGR3
210729,JG/TM/LW,Lowland,RO9,QURU,200,6,19.9,19.6,45.7,,91600,92100,91600,92100,9:16:00,9:21:00,LGR3
210729,JG/TM/LW,Lowland,WP6,PIST,50,6,21,19.7,49.8,,92900,93900,92900,93900,9:29:00,9:39:00,LGR3
210729,JG/TM/LW,Lowland,WP6,PIST,125,6,21.4,19.8,44.3,,95400,100400,95400,100400,9:54:00,10:04:00,LGR3
210729,JG/TM/LW,Lowland,WP6,PIST,200,6,21.5,19.9,43.1,,100600,101600,100600,101600,10:06:00,10:16:00,LGR3
210729,JG/TM/LW,Lowland,ML1,KALA,75,2,22.2,20,2.3,,102500,103500,102500,103500,10:25:00,10:35:00,LGR3
210729,JG/TM/LW,Lowland,ML1,KALA,Root Crown,,,,4.1,,103700,,NA,NA,NA,NA,LGR3
210729,JG/TM/LW,Lowland,ML2,KALA,75,1,21.2,20.4,7,,153000,154000,153000,154000,15:30:00,15:40:00,LGR3
210729,JG/TM/LW,Lowland,ML2,KALA,Root Crown,,,,7,,154100,,NA,NA,NA,NA,LGR3
210729,JG/TM/LW,Lowland,ML3,KALA,75,1,20.7,20.4,3,,154600,155600,154600,155600,15:46:00,15:56:00,LGR3
210729,JG/TM/LW,Lowland,ML3,KALA,Root Crown,,,,4,,155700,,NA,NA,NA,NA,LGR3
210730,JG/TM/LW,Lowland,WP9,PIST,50,6,19.3,17.9,54.2,,82700,83700,82700,83700,8:27:00,8:37:00,LGR3
210730,JG/TM/LW,Lowland,WP9,PIST,125,6,19.7,17.9,49.5,,84000,85000,84000,85000,8:40:00,8:50:00,LGR3
210730,JG/TM/LW,Lowland,WP9,PIST,200,6,19.5,17.9,47.8,,85200,90200,85200,90200,8:52:00,9:02:00,LGR3
210730,JG/TM/LW,Lowland,RO13,QURU,50,6,19.3,18.5,48.3,,90600,91600,90600,91600,9:06:00,9:16:00,LGR3
210730,JG/TM/LW,Lowland,RO13,QURU,125,6,19.4,18.6,42,,92000,93000,92000,93000,9:20:00,9:30:00,LGR3
210730,JG/TM/LW,Lowland,RO13,QURU,200,6,19.4,18.6,41.2,,93100,94100,93100,94100,9:31:00,9:41:00,LGR3
210730,JG/TM/LW,Lowland,RO11,QURU,50,6,20.1,19.9,51,,95400,100400,95400,100400,9:54:00,10:04:00,LGR3
210730,JG/TM/LW,Lowland,RO11,QURU,125,6,21,19.9,44.5,,100000,102000,10000,102000,1:00:00,10:20:00,LGR3
210730,JG/TM/LW,Lowland,RO11,QURU,200,6,20.7,19.9,43,,102300,103300,102300,103300,10:23:00,10:33:00,LGR3
210730,JG/TM/LW,Lowland,RO10,QURU,50,6,21.2,20.3,39,,104600,105500,104600,105500,10:46:00,10:55:00,LGR3
210730,JG/TM/LW,Lowland,RO10,QURU,125,6,21.4,20.3,34.5,,105700,110700,105700,110700,10:57:00,11:07:00,LGR3
210730,JG/TM/LW,Lowland,RO10,QURU,200,6,21.7,20.3,33,,110900,111900,110900,111900,11:09:00,11:19:00,LGR3
210730,JG/TM/LW,Lowland,BB3,BELE,50,6,20.6,19.8,38.5,,112600,113600,112600,113600,11:26:00,11:36:00,LGR3
210730,JG/TM/LW,Lowland,BB3,BELE,125,6,20.8,19.8,32,,113800,114800,113800,114800,11:38:00,11:48:00,LGR3
210730,JG/TM/LW,Lowland,BB3,BELE,200,6,21.2,19.8,31,,115000,120000,115000,120000,11:50:00,12:00:00,LGR3
210728,JG/WA/LW,Lowland,H5,TSCA,50,6,22.5,21.6,48.5,,153600,154600,153600,154600,15:36:00,15:46:00,LGR3
210728,JG/WA/LW,Lowland,H5,TSCA,125,6,22.5,21.6,45,,154900,155900,154900,155900,15:49:00,15:59:00,LGR3
210728,JG/WA/LW,Lowland,H5,TSCA,200,6,23.7,21.6,44,,160600,161600,160600,161600,16:06:00,16:16:00,LGR3
210728,JG/WA/LW,Lowland,H4,TSCA,50,6,20.5,20.5,36.5,,162900,163900,162900,163900,16:29:00,16:39:00,LGR3
210728,JG/WA/LW,Lowland,H4,TSCA,125,6,20.9,20.4,33.5,,164600,165600,164600,165600,16:46:00,16:56:00,LGR3
210728,JG/WA/LW,Lowland,H4,TSCA,200,6,21.1,20.3,31.5,,165900,170900,165900,170900,16:59:00,17:09:00,LGR3
210728,JG/WA/LW,Lowland,WP5,PIST,50,6,20.1,20,77,,171400,171900,171400,171900,17:14:00,17:19:00,LGR3
210728,JG/WA/LW,Lowland,WP5,PIST,125,6,20.7,20,69,,172100,173000,172100,173000,17:21:00,17:30:00,LGR3
210728,JG/WA/LW,Lowland,WP5,PIST,200,6,21.2,20,66,,173200,174100,173200,174100,17:32:00,17:41:00,LGR3
210728,JG/WA/LW,Lowland,RO1,QURU,50,6,20,19.5,38.5,,175400,180400,175400,180400,17:54:00,18:04:00,LGR3
210728,JG/WA/LW,Lowland,RO1,QURU,125,6,20.8,19.5,34.5,,180500,181100,180500,181100,18:05:00,18:11:00,LGR3
210728,JG/WA/LW,Lowland,RO1,QURU,200,6,20.7,19.5,33,,181300,182100,181300,182100,18:13:00,18:21:00,LGR3
210728,JG/WA/LW,Lowland,RM3,ACRU,50,6,20.1,19.3,40,,182300,183300,182300,183300,18:23:00,18:33:00,LGR3
210728,JG/WA/LW,Lowland,RM3,ACRU,125,6,20.6,19.3,38,,183600,184600,183600,184600,18:36:00,18:46:00,LGR3
210728,JG/WA/LW,Lowland,RM3,ACRU,200,6,20.6,19.3,36,,185100,,185100,185300,18:51:00,18:53:00,LGR3
210728,JG/WA/LW,Lowland,H2,TSCA,50,6,19.5,18.8,45,,92000,93000,92000,93000,9:20:00,9:30:00,LGR3
210728,JG/WA/LW,Lowland,H2,TSCA,125,6,19.5,18.8,40.5,,93700,94700,93700,94700,9:37:00,9:47:00,LGR3
210728,JG/WA/LW,Lowland,H2,TSCA,200,6,19.7,18.6,40,,95400,100400,95400,100400,9:54:00,10:04:00,LGR3
210728,JG/WA/LW,Lowland,WP2,PIST,50,6,19.8,19.3,39.5,,113100,114100,113100,114100,11:31:00,11:41:00,LGR3
210728,JG/WA/LW,Lowland,WP2,PIST,125,6,19.9,19.3,34,,115300,120300,115300,120300,11:53:00,12:03:00,LGR3
210728,JG/WA/LW,Lowland,WP2,PIST,200,6,20.8,19.3,33,,120900,121900,120900,121900,12:09:00,12:19:00,LGR3
210728,JG/WA/LW,Lowland,WP4,PIST,50,5,19.7,19.5,63,,122600,123600,122600,123600,12:26:00,12:36:00,LGR3
210728,JG/WA/LW,Lowland,WP4,PIST,125,6,20,19.5,58.5,,124100,125100,124100,125100,12:41:00,12:51:00,LGR3
210728,JG/WA/LW,Lowland,WP4,PIST,200,6,20.2,19.5,57,,125800,130800,125800,130800,12:58:00,13:08:00,LGR3
210728,JG/WA/LW,Lowland,WP3,PIST,50,6,20.3,20.6,75,,140800,141300,140800,141300,14:08:00,14:13:00,LGR3
210728,JG/WA/LW,Lowland,WP3,PIST,125,6,20.8,20.5,69.5,,141700,141700,141700,141700,14:17:00,14:17:00,LGR3
210728,JG/WA/LW,Lowland,WP3,PIST,200,6,20.9,20.8,65,,143200,144200,143200,144200,14:32:00,14:42:00,LGR3
210728,JG/WA/LW,Lowland,H3,TSCA,50,3,20.7,21,32.5,,150000,151000,150000,151000,15:00:00,15:10:00,LGR3
210728,JG/WA/LW,Lowland,H3,TSCA,125,3,21.6,21,31.5,,151200,152000,151200,152000,15:12:00,15:20:00,LGR3
210728,JG/WA/LW,Lowland,H3,TSCA,200,3,21.3,21,30,,152200,152900,152200,152900,15:22:00,15:29:00,LGR3
210802,JG/TM/LL,Lab,HX3,TSCA,50,6,18.5,18.9,44,,94500,95500,94500,95500,9:45:00,9:55:00,LGR3
210802,JG/TM/LL,Lab,HX3,TSCA,125,6,18.4,18.9,40,,95900,100900,95900,100900,9:59:00,10:09:00,LGR3
210802,JG/TM/LL,Lab,HX3,TSCA,200,6,18.8,18.9,40,,101200,102200,101200,102200,10:12:00,10:22:00,LGR3
210802,JG/TM/LL,Lab,HX2,TSCA,50,6,19.5,19.5,54,,102400,102500,102400,102500,10:24:00,10:25:00,LGR3
210802,JG/TM/LL,Lab,HX2,TSCA,125,6,19.4,19.5,50,,103700,104700,103700,104700,10:37:00,10:47:00,LGR3
210802,JG/TM/LL,Lab,HX2,TSCA,200,6,20,19.5,48,,110400,110900,110400,110900,11:04:00,11:09:00,LGR3
210802,JG/TM/LL,Lab,HX5,TSCA,50,6,20.3,20.3,48.5,,111400,112700,111400,112700,11:14:00,11:27:00,LGR3
210802,JG/TM/LL,Lab,HX5,TSCA,125,6,20.5,20.3,35.5,,112500,131000,112500,131000,11:25:00,13:10:00,LGR3
210802,JG/TM/LL,Lab,HX5,TSCA,200,6,20.4,20.3,34.5,,113200,114000,113200,114000,11:32:00,11:40:00,LGR3
210802,JG/TM/LL,Lab,HX4,TSCA,50,6,20.3,20.3,48.5,,113200,114000,113200,114000,11:32:00,11:40:00,LGR3
210802,JG/TM/LL,Lab,HX4,TSCA,125,3,20.3,20.4,23,,114600,115600,114600,115600,11:46:00,11:56:00,LGR3
210802,JG/TM/LL,Lab,HX4,TSCA,200,3,20.4,20.5,22,,115700,120700,115700,120700,11:57:00,12:07:00,LGR3
210727,LG/WA/LW,Lab,BBX6,BELE,50,3,22.8,26.4,,,142300,143300,142300,143300,14:23:00,14:33:00,LGR3
210727,LG/WA/LW,Lab,BBX6,BELE,125,3,23.5,26.4,,,144300,145300,144300,145300,14:43:00,14:53:00,LGR3
210727,LG/WA/LW,Lab,BBX6,BELE,200,3,24.1,26.4,,,145500,15500,145500,150000,14:55:00,15:00:00,LGR3
210727,LG/WA/LW,Lab,BBX1,BELE,50,6,23.4,26.2,,,151500,152500,151500,152500,15:15:00,15:25:00,LGR3
