,fluxid,ch4_slopes,co2_slopes,ch4_r2,co2_r2,Date,Personnel,Plot,seq_id,Tree_sp,Measurement.height,Chamber.ID,Temp_stem,Temp_air,DBH,Perimeter,Flux.Start.Time,Flux.End.Time,Corrected.Start.Time,Corrected.End.Time,HMS_Start,HMS_End,Gas_analyser,Date_full,date.parsed,starttime,endtime,chamber_vol,chamber_area,glc,pressure,CH4_lin_flux,CO2_lin_flux
80,YB4_50,0.000127304,1.021232712,0.692285647,0.408831348,210726,JG/WA/JR,,YB4,BEAL,50,6,21.9,20.9,35,,91300,91800,91300,91800,9:13:00,9:18:00,LGR3,20210726,7/26/2021,7/26/2021 9:13,7/26/2021 9:18,0.002531942,0.0541751,0.00831447,101.325,0.246705217,1.979070335
81,YB4_125,0.000134078,0.476312481,0.984809401,0.999769777,210726,JG/WA/JR,,YB4,BEAL,125,6,21.7,21,32,,92000,92500,92000,92500,9:20:00,9:25:00,LGR3,20210726,7/26/2021,7/26/2021 9:20,7/26/2021 9:25,0.002531942,0.0541751,0.00831447,101.325,0.259745215,0.922742936
82,YB4_200,0.000245614,0.398428936,0.996747314,0.999807952,210726,JG/WA/JR,,YB4,BEAL,200,6,21.7,21,31,,92600,93100,92600,93100,9:26:00,9:31:00,LGR3,20210726,7/26/2021,7/26/2021 9:26,7/26/2021 9:31,0.002531942,0.0541751,0.00831447,101.325,0.475818365,0.771861962
83,BC4_50,2.73E-06,0.419970229,0.03972362,0.986890874,210726,JG/WA/JR,,BC4,PRSE,50,6,21.8,21.9,50,,94800,95800,94800,95800,9:48:00,9:58:00,LGR3,20210726,7/26/2021,7/26/2021 9:48,7/26/2021 9:58,0.002531942,0.0541751,0.00831447,101.325,0.005263046,0.811110139
84,BC4_125,9.39E-06,0.586063764,0.58701374,0.998831831,210726,JG/WA/JR,,BC4,PRSE,125,6,22.1,21,49,,101500,102500,101500,102500,10:15:00,10:25:00,LGR3,20210726,7/26/2021,7/26/2021 10:15,7/26/2021 10:25,0.002531942,0.0541751,0.00831447,101.325,0.018183486,1.135360124
85,BC4_200,1.74E-05,0.505471301,0.849059431,0.988315469,210726,JG/WA/JR,,BC4,PRSE,200,6,22.5,22.5,49,,103200,104200,103200,104200,10:32:00,10:42:00,LGR3,20210726,7/26/2021,7/26/2021 10:32,7/26/2021 10:42,0.002531942,0.0541751,0.00831447,101.325,0.033445323,0.974260546
86,BC2_50,1.45E-05,0.690597204,0.791669233,0.99778776,210726,JG/WA/JR,,BC2,PRSE,50,6,22.3,22.8,,,110000,111000,110000,111000,11:00:00,11:10:00,LGR3,20210726,7/26/2021,7/26/2021 11:00,7/26/2021 11:10,0.002531942,0.0541751,0.00831447,101.325,0.027871068,1.329727785
87,BC2_125,1.69E-05,0.635662514,0.859654108,0.997852878,210726,JG/WA/JR,,BC2,PRSE,125,6,22.6,22.9,,,111200,112200,111200,112200,11:12:00,11:22:00,LGR3,20210726,7/26/2021,7/26/2021 11:12,7/26/2021 11:22,0.002531942,0.0541751,0.00831447,101.325,0.032500007,1.223538765
88,BC2_200,1.64E-05,0.516246121,0.751803923,0.996371682,210726,JG/WA/JR,,BC2,PRSE,200,6,22.7,22.4,,,112400,113400,112400,113400,11:24:00,11:34:00,LGR3,20210726,7/26/2021,7/26/2021 11:24,7/26/2021 11:34,0.002531942,0.0541751,0.00831447,101.325,0.031673336,0.995365097
89,RMS1 (STEM)_50,0.000249837,1.298271235,0.999111905,0.999883486,210726,JG/WA/JR,,RMS1(STEM),ACRU,50,6,22.3,24.8,,,120000,121000,120000,121000,12:00:00,12:10:00,LGR3,20210726,7/26/2021,7/26/2021 12:00,7/26/2021 12:10,0.002531942,0.0541751,0.00831447,101.325,0.477823558,2.483000683
90,RMS1 (STEM)_125,0.00016229,1.055023121,0.992535867,0.997476815,210726,JG/WA/JR,,RMS1(STEM),ACRU,125,6,22.5,24.9,,,121300,121800,121300,121800,12:13:00,12:18:00,LGR3,20210726,7/26/2021,7/26/2021 12:13,7/26/2021 12:18,0.002531942,0.0541751,0.00831447,101.325,0.310281974,2.017100661
91,RMS1 (STEM)_200,0.000115197,1.050858825,0.997631102,0.999576359,210726,JG/WA/JR,,RMS1(STEM),ACRU,200,6,22.6,25.1,,,122000,123000,122000,123000,12:20:00,12:30:00,LGR3,20210726,7/26/2021,7/26/2021 12:20,7/26/2021 12:30,0.002531942,0.0541751,0.00831447,101.325,0.220097044,2.007790974
92,YB3_125,-5.66E-06,0.015330533,0.365300514,0.066136215,210726,JG/WA/JR,Lowland,YB3,BEAL,125,6,23.6,24.4,,,124130,175130,124130,175130,12:41:30,17:51:30,LGR3,20210726,7/26/2021,7/26/2021 12:41,7/26/2021 17:51,0.002531942,0.0541751,0.00831447,101.325,-0.010833559,0.029359752
93,YB5_50,0.000283054,0.842117462,0.999305575,0.999795807,210726,JG/WA/JR,,YB5,BEAL,50,6,22.2,25.5,,,125200,130200,125200,130200,12:52:00,13:02:00,LGR3,20210726,7/26/2021,7/26/2021 12:52,7/26/2021 13:02,0.002531942,0.0541751,0.00831447,101.325,0.540084163,1.606809663
94,YB5_125,0.000134059,0.622121776,0.995461562,0.996072485,210726,JG/WA/JR,,YB5,BEAL,125,6,23.2,25.5,,,130400,131400,130400,131400,13:04:00,13:14:00,LGR3,20210726,7/26/2021,7/26/2021 13:04,7/26/2021 13:14,0.002531942,0.0541751,0.00831447,101.325,0.255792164,1.187044951
95,YB5_200,0.000110115,0.806608696,0.917535797,0.998226561,210726,JG/WA/JR,,YB5,BEAL,200,6,24.5,25.5,,,131800,,131800,132000,13:18:00,13:20:00,LGR3,20210726,7/26/2021,7/26/2021 13:18,7/26/2021 13:20,0.002531942,0.0541751,0.00831447,101.325,0.210105484,1.539056849
96,AB6_50,8.04E-06,0.427451963,0.624846288,0.999756648,210726,JG/WA/JR,Lowland,AB6,FAGR,50,6,23.3,26,,,145000,150000,145000,150000,14:50:00,15:00:00,LGR3,20210726,7/26/2021,7/26/2021 14:50,7/26/2021 15:00,0.002531942,0.0541751,0.00831447,101.325,0.01530596,0.814239609
97,AB6_125,4.59E-05,1.439848421,0.958295959,0.999664425,210726,JG/WA/JR,Lowland,AB6,FAGR,125,6,23.3,25.5,,,150400,150900,150400,150900,15:04:00,15:09:00,LGR3,20210726,7/26/2021,7/26/2021 15:04,7/26/2021 15:09,0.002531942,0.0541751,0.00831447,101.325,0.087540627,2.747315502
98,AB6_200,5.58E-05,1.525350281,0.98937659,0.999673278,210726,JG/WA/JR,Lowland,AB6,FAGR,200,6,22.5,25.5,,,151700,152700,151700,152700,15:17:00,15:27:00,LGR3,20210726,7/26/2021,7/26/2021 15:17,7/26/2021 15:27,0.002531942,0.0541751,0.00831447,101.325,0.10651213,2.91045808
99,AB5_50,1.48E-05,0.265707093,0.704224429,0.979569933,210726,JG/WA/JR,Lowland,AB5,FAGR,50,6,24,26.1,,,153306,154300,153306,154300,15:33:06,15:43:00,LGR3,20210726,7/26/2021,7/26/2021 15:33,7/26/2021 15:43,0.002531942,0.0541751,0.00831447,101.325,0.028111402,0.505967745
100,AB5_125,2.12E-05,2.065653582,0.925213354,0.999903913,210726,JG/WA/JR,Lowland,AB5,FAGR,125,6,24.6,26.1,,,154500,155500,154500,155500,15:45:00,15:55:00,LGR3,20210726,7/26/2021,7/26/2021 15:45,7/26/2021 15:55,0.002531942,0.0541751,0.00831447,101.325,0.040365744,3.933482072
101,AB5_200,2.22E-05,1.929203954,0.946623608,0.999950822,210726,JG/WA/JR,Lowland,AB5,FAGR,200,6,24.7,26.1,,,155700,160700,155700,160700,15:57:00,16:07:00,LGR3,20210726,7/26/2021,7/26/2021 15:57,7/26/2021 16:07,0.002531942,0.0541751,0.00831447,101.325,0.042234569,3.673650428
102,PB4_50,1.40E-05,1.09092603,0.795534043,0.999521186,210726,JG/WA/JR,Lowland,PB4,BEPA,50,6,22.5,26.4,,,161000,162000,161000,162000,16:10:00,16:20:00,LGR3,20210726,7/26/2021,7/26/2021 16:10,7/26/2021 16:20,0.002531942,0.0541751,0.00831447,101.325,0.026706147,2.075293883
103,PB4_125,2.10E-05,0.907568777,0.69988775,0.998964495,210726,JG/WA/JR,Lowland,PB4,BEPA,125,6,23.5,25.4,,,162500,163500,162500,163500,16:25:00,16:35:00,LGR3,20210726,7/26/2021,7/26/2021 16:25,7/26/2021 16:35,0.002531942,0.0541751,0.00831447,101.325,0.040084667,1.73227495
104,PB4_200,1.67E-05,0.600770842,0.59661809,0.982586143,210726,JG/WA/JR,Lowland,PB4,BEPA,200,6,23.9,25,,,163700,164500,163700,164500,16:37:00,16:45:00,LGR3,20210726,7/26/2021,7/26/2021 16:37,7/26/2021 16:45,0.002531942,0.0541751,0.00831447,101.325,0.031958913,1.148229446
105,PB4?_50,6.22E-06,1.319445288,0.467800063,0.995563616,210726,JG/WA/JR,Lowland,PB4?,BEPA,50,6,23.3,25.1,,,165100,170100,165100,170100,16:51:00,17:01:00,LGR3,20210726,7/26/2021,7/26/2021 16:51,7/26/2021 17:01,0.002531942,0.0541751,0.00831447,101.325,0.01188861,2.520957408
106,PB4?_125,8.04E-06,1.049999095,0.647786925,0.999890295,210726,JG/WA/JR,Lowland,PB4?,BEPA,125,6,24,25,,,170300,171300,170300,171300,17:03:00,17:13:00,LGR3,20210726,7/26/2021,7/26/2021 17:03,7/26/2021 17:13,0.002531942,0.0541751,0.00831447,101.325,0.015370266,2.006821561
107,PB4?_200,8.89E-06,0.968458335,0.612746006,0.998798446,210726,JG/WA/JR,Lowland,PB4?,BEPA,200,6,24.7,25,,,171500,172500,171500,172500,17:15:00,17:25:00,LGR3,20210726,7/26/2021,7/26/2021 17:15,7/26/2021 17:25,0.002531942,0.0541751,0.00831447,101.325,0.016992176,1.850975945
108,YB3_50,1.92E-05,2.018510568,0.495910983,0.292131406,210726,JG/WA/JR,Lowland,YB3,BEAL,50,6,22.8,24.4,,,173500,174000,173500,174000,17:35:00,17:40:00,LGR3,20210726,7/26/2021,7/26/2021 17:35,7/26/2021 17:40,0.002531942,0.0541751,0.00831447,101.325,0.036818608,3.86568232
109,YB3_200,1.16E-05,0.628508987,0.830528021,0.999153071,210726,JG/WA/JR,Lowland,YB3,BEAL,200,6,23.7,24.4,,,175400,180400,175400,180400,17:54:00,18:04:00,LGR3,20210726,7/26/2021,7/26/2021 17:54,7/26/2021 18:04,0.002531942,0.0541751,0.00831447,101.325,0.02213733,1.203667753
110,SM11_50,1.25E-05,0.945351345,0.704396872,0.998661921,210727,LG/WA/LW,Lab,SM11,ACSA,50,6,21.9,24.2,,,94730,95730,94730,95730,9:47:30,9:57:30,LGR3,20210727,7/27/2021,7/27/2021 9:47,7/27/2021 9:57,0.002531942,0.0541751,0.00831447,101.325,0.023918325,1.811676033
111,SM11_125,3.14E-05,1.114532595,0.955243211,0.995868537,210727,LG/WA/LW,Lab,SM11,ACSA,125,6,22.6,24.2,,,100200,101200,100200,101200,10:02:00,10:12:00,LGR3,20210727,7/27/2021,7/27/2021 10:02,7/27/2021 10:12,0.002531942,0.0541751,0.00831447,101.325,0.060122554,2.135895825
112,SM11_200,3.89E-05,1.076907549,0.960227915,0.998900175,210727,LG/WA/LW,Lab,SM11,ACSA,200,6,23.4,24.2,,,101300,102300,101300,102300,10:13:00,10:23:00,LGR3,20210727,7/27/2021,7/27/2021 10:13,7/27/2021 10:23,0.002531942,0.0541751,0.00831447,101.325,0.074635036,2.063790999
113,SM12_50,2.91E-05,1.899075513,0.917174308,0.998290603,210727,LG/WA/LW,Lab,SM12,ACSA,50,3,21.8,25,,,103300,104300,103300,104300,10:33:00,10:43:00,LGR3,20210727,7/27/2021,7/27/2021 10:33,7/27/2021 10:43,0.000981942,0.0272544,0.00831447,101.325,0.042928622,2.798061692
114,SM12_125,2.20E-05,1.393542273,0.924120966,0.99840846,210727,LG/WA/LW,Lab,SM12,ACSA,125,3,23.3,25,,,104830,105800,104830,105800,10:48:30,10:58:00,LGR3,20210727,7/27/2021,7/27/2021 10:48,7/27/2021 10:58,0.000981942,0.0272544,0.00831447,101.325,0.032366936,2.053218645
115,SM12_200,1.29E-05,1.204490182,0.796109459,0.990598887,210727,LG/WA/LW,Lab,SM12,ACSA,200,3,22.9,25,,,110500,111500,110500,111500,11:05:00,11:15:00,LGR3,20210727,7/27/2021,7/27/2021 11:05,7/27/2021 11:15,0.000981942,0.0272544,0.00831447,101.325,0.01900668,1.774672895
116,SM13_50,1.07E-05,1.132338661,0.620493528,0.997317578,210727,LG/WA/LW,Lab,SM13,ACSA,50,3,23.2,26,,,111800,112800,111800,112800,11:18:00,11:28:00,LGR3,20210727,7/27/2021,7/27/2021 11:18,7/27/2021 11:28,0.000981942,0.0272544,0.00831447,101.325,0.015751034,1.662786397
117,SM13_200,9.34E-06,0.966057385,0.665355306,0.9971221,210727,LG/WA/LW,Lab,SM13,ACSA,200,3,22.8,26,,,114000,115000,114000,115000,11:40:00,11:50:00,LGR3,20210727,7/27/2021,7/27/2021 11:40,7/27/2021 11:50,0.000981942,0.0272544,0.00831447,101.325,0.013712178,1.418610115
118,SM14_50,3.32E-06,0.617646611,0.232981386,0.996300248,210727,LG/WA/LW,Lab,SM14,ACSA,50,3,22.8,26.7,,,115400,120400,115400,120400,11:54:00,12:04:00,LGR3,20210727,7/27/2021,7/27/2021 11:54,7/27/2021 12:04,0.000981942,0.0272544,0.00831447,101.325,0.004866531,0.904866762
119,SM14_125,1.84E-05,0.861490731,0.921469754,0.998446641,210727,LG/WA/LW,Lab,SM14,ACSA,125,3,23.5,26.8,,,121300,122300,121300,122300,12:13:00,12:23:00,LGR3,20210727,7/27/2021,7/27/2021 12:13,7/27/2021 12:23,0.000981942,0.0272544,0.00831447,101.325,0.026947674,1.261683131
120,BBX7_50,-5.05E-07,0.548209144,0.005941857,0.984975871,210727,LG/WA/LW,Lab,BBX7,BELE,50,3,23.7,26.8,,,134300,135300,134300,135300,13:43:00,13:53:00,LGR3,20210727,7/27/2021,7/27/2021 13:43,7/27/2021 13:53,0.000981942,0.0272544,0.00831447,101.325,-0.000739625,0.802871354
121,BBX7_125,3.53E-06,1.185290677,0.258372794,0.9971444,210727,LG/WA/LW,Lab,BBX7,BELE,125,3,24.3,26.8,,,135500,140500,135500,140500,13:55:00,14:05:00,LGR3,20210727,7/27/2021,7/27/2021 13:55,7/27/2021 14:05,0.000981942,0.0272544,0.00831447,101.325,0.005166011,1.735899411
122,BBX7_200,4.18E-05,1.065829381,0.915455139,0.998331829,210727,LG/WA/LW,Lab,BBX7,BELE,200,3,25,26.8,,,141030,141530,141030,141530,14:10:30,14:15:30,LGR3,20210727,7/27/2021,7/27/2021 14:10,7/27/2021 14:15,0.000981942,0.0272544,0.00831447,101.325,0.06127565,1.560944189
123,BBX6_50,2.08E-05,1.02835582,0.876938564,0.994153017,210727,LG/WA/LW,Lab,BBX6,BELE,50,3,22.8,26.4,,,142300,143300,142300,143300,14:23:00,14:33:00,LGR3,20210727,7/27/2021,7/27/2021 14:23,7/27/2021 14:33,0.000981942,0.0272544,0.00831447,101.325,0.030451505,1.508074964
124,BBX6_125,2.17E-06,0.450756772,0.105816868,0.97861793,210727,LG/WA/LW,Lab,BBX6,BELE,125,3,23.5,26.4,,,144300,145300,144300,145300,14:43:00,14:53:00,LGR3,20210727,7/27/2021,7/27/2021 14:43,7/27/2021 14:53,0.000981942,0.0272544,0.00831447,101.325,0.003186474,0.661030928
125,BBX6_200,1.35E-05,0.709039989,0.583759374,0.996957756,210727,LG/WA/LW,Lab,BBX6,BELE,200,3,24.1,26.4,,,145500,15500,145500,150000,14:55:00,15:00:00,LGR3,20210727,7/27/2021,7/27/2021 14:55,7/27/2021 15:00,0.000981942,0.0272544,0.00831447,101.325,0.019730776,1.039801045
126,BBX1_50,1.58E-05,1.887197799,0.872820369,0.999940475,210727,LG/WA/LW,Lab,BBX1,BELE,50,6,23.4,26.2,,,151500,152500,151500,152500,15:15:00,15:25:00,LGR3,20210727,7/27/2021,7/27/2021 15:15,7/27/2021 15:25,0.002531942,0.0541751,0.00831447,101.325,0.030024036,3.592459905
127,BBX1_125,1.25E-05,1.712423008,0.833916671,0.999816696,210727,LG/WA/LW,Lab,BBX1,BELE,125,6,23.7,26.2,,,153000,154000,153000,154000,15:30:00,15:40:00,LGR3,20210727,7/27/2021,7/27/2021 15:30,7/27/2021 15:40,0.002531942,0.0541751,0.00831447,101.325,0.023803114,3.259759524
128,BBX1_200,6.30E-06,1.267952105,0.620487977,0.995583974,210727,LG/WA/LW,Lab,BBX1,BELE,200,6,24.6,26.2,,,154700,155700,154700,155700,15:47:00,15:57:00,LGR3,20210727,7/27/2021,7/27/2021 15:47,7/27/2021 15:57,0.002531942,0.0541751,0.00831447,101.325,0.01199747,2.413667026
129,BBGT1_50,1.65E-06,0.271303558,0.008214144,0.01625072,210727,LG/WA/LW,Lab,BBGT1,BELE,50,6,23.6,27.2,,,160500,161500,160500,161500,16:05:00,16:15:00,LGR3,20210727,7/27/2021,7/27/2021 16:05,7/27/2021 16:15,0.002531942,0.0541751,0.00831447,101.325,0.003126783,0.51473168
130,BBGT1_125,1.36E-05,1.40382851,0.863350674,0.999949958,210727,LG/WA/LW,Lab,BBGT1,BELE,125,6,24.6,27.2,,,161800,162800,161800,162800,16:18:00,16:28:00,LGR3,20210727,7/27/2021,7/27/2021 16:18,7/27/2021 16:28,0.002531942,0.0541751,0.00831447,101.325,0.025807667,2.663418842
131,BBGT1_200,8.60E-06,1.379804793,0.780862873,0.999299502,210727,LG/WA/LW,Lab,BBGT1,BELE,200,6,24.7,27.2,,,163900,164900,163900,164900,16:39:00,16:49:00,LGR3,20210727,7/27/2021,7/27/2021 16:39,7/27/2021 16:49,0.002531942,0.0541751,0.00831447,101.325,0.016317359,2.617839757
132,WPX7_50,1.05E-05,0.56982934,0.842184444,0.986430936,210727,LG/WA/LW,Lab,WPX7,PIST,50,6,24.3,26.5,,,165200,170300,165200,170300,16:52:00,17:03:00,LGR3,20210727,7/27/2021,7/27/2021 16:52,7/27/2021 17:03,0.002531942,0.0541751,0.00831447,101.325,0.020008955,1.08363763
133,WPX7_125,1.61E-05,0.802408571,0.879130726,0.999721877,210727,LG/WA/LW,Lab,WPX7,PIST,125,6,25.3,26.5,,,170700,171700,170700,171700,17:07:00,17:17:00,LGR3,20210727,7/27/2021,7/27/2021 17:07,7/27/2021 17:17,0.002531942,0.0541751,0.00831447,101.325,0.03056098,1.525930768
134,WPX7_200,1.81E-05,0.649734178,0.918130015,0.999023998,210727,LG/WA/LW,Lab,WPX7,PIST,200,6,25.6,26.5,,,171900,172900,171900,172900,17:19:00,17:29:00,LGR3,20210727,7/27/2021,7/27/2021 17:19,7/27/2021 17:29,0.002531942,0.0541751,0.00831447,101.325,0.034421532,1.235591704
135,WPX5_50,2.00E-05,1.564572685,0.890644824,0.998310887,210727,LG/WA/LW,Lab,WPX5,PIST,50,6,23.4,25.4,,,175200,180200,175200,180200,17:52:00,18:02:00,LGR3,20210727,7/27/2021,7/27/2021 17:52,7/27/2021 18:02,0.002531942,0.0541751,0.00831447,101.325,0.038116314,2.986297169
136,WPX5_125,2.26E-05,0.812662463,0.905164815,0.98589538,210727,LG/WA/LW,Lab,WPX5,PIST,125,6,24,25.4,,,180400,181200,180400,181200,18:04:00,18:12:00,LGR3,20210727,7/27/2021,7/27/2021 18:04,7/27/2021 18:12,0.002531942,0.0541751,0.00831447,101.325,0.043149273,1.551127434
137,WPX5_200,3.62E-05,1.285870435,0.621943876,0.996985086,210727,LG/WA/LW,Lab,WPX5,PIST,200,6,24.6,25.4,,,181300,,181300,181500,18:13:00,18:15:00,LGR3,20210727,7/27/2021,7/27/2021 18:13,7/27/2021 18:15,0.002531942,0.0541751,0.00831447,101.325,0.069050064,2.454338669
138,H2_50,2.53E-05,0.508475642,0.877674261,0.902053493,210728,JG/WA/LW,Lowland,H2,TSCA,50,6,19.5,18.8,45,,92000,93000,92000,93000,9:20:00,9:30:00,LGR3,20210728,7/28/2021,7/28/2021 9:20,7/28/2021 9:30,0.002531942,0.0541751,0.00831447,101.325,0.049375595,0.992478171
139,H2_125,3.76E-05,0.378408521,0.965908955,0.983847384,210728,JG/WA/LW,Lowland,H2,TSCA,125,6,19.5,18.8,40.5,,93700,94700,93700,94700,9:37:00,9:47:00,LGR3,20210728,7/28/2021,7/28/2021 9:37,7/28/2021 9:47,0.002531942,0.0541751,0.00831447,101.325,0.073295768,0.738604106
140,H2_200,1.29E-05,0.323631588,0.84295717,0.994713637,210728,JG/WA/LW,Lowland,H2,TSCA,200,6,19.7,18.6,40,,95400,100400,95400,100400,9:54:00,10:04:00,LGR3,20210728,7/28/2021,7/28/2021 9:54,7/28/2021 10:04,0.002531942,0.0541751,0.00831447,101.325,0.02515079,0.632119928
141,WP2_50,8.43E-06,0.548902276,0.460376017,0.997867061,210728,JG/WA/LW,Lowland,WP2,PIST,50,6,19.8,19.3,39.5,,113100,114100,113100,114100,11:31:00,11:41:00,LGR3,20210728,7/28/2021,7/28/2021 11:31,7/28/2021 11:41,0.002531942,0.0541751,0.00831447,101.325,0.016423388,1.069553008
142,WP2_125,4.92E-06,0.423036166,0.479556181,0.997674445,210728,JG/WA/LW,Lowland,WP2,PIST,125,6,19.9,19.3,34,,115300,120300,115300,120300,11:53:00,12:03:00,LGR3,20210728,7/28/2021,7/28/2021 11:53,7/28/2021 12:03,0.002531942,0.0541751,0.00831447,101.325,0.009582121,0.824299012
143,WP2_200,6.49E-06,0.405429208,0.476771684,0.966754606,210728,JG/WA/LW,Lowland,WP2,PIST,200,6,20.8,19.3,33,,120900,121900,120900,121900,12:09:00,12:19:00,LGR3,20210728,7/28/2021,7/28/2021 12:09,7/28/2021 12:19,0.002531942,0.0541751,0.00831447,101.325,0.012639202,0.789991312
144,WP4_50,3.32E-05,0.61783661,0.963217415,0.998145422,210728,JG/WA/LW,Lowland,WP4,PIST,50,5,19.7,19.5,63,,122600,123600,122600,123600,12:26:00,12:36:00,LGR3,20210728,7/28/2021,7/28/2021 12:26,7/28/2021 12:36,0.002531942,0.0541751,0.00831447,101.325,0.064703375,1.203050522
145,WP4_125,2.04E-05,0.505923925,0.924094015,0.987959427,210728,JG/WA/LW,Lowland,WP4,PIST,125,6,20,19.5,58.5,,124100,125100,124100,125100,12:41:00,12:51:00,LGR3,20210728,7/28/2021,7/28/2021 12:41,7/28/2021 12:51,0.002531942,0.0541751,0.00831447,101.325,0.039783408,0.98513431
146,WP4_200,4.31E-05,0.614914789,0.965319787,0.982650149,210728,JG/WA/LW,Lowland,WP4,PIST,200,6,20.2,19.5,57,,125800,130800,125800,130800,12:58:00,13:08:00,LGR3,20210728,7/28/2021,7/28/2021 12:58,7/28/2021 13:08,0.002531942,0.0541751,0.00831447,101.325,0.083873682,1.197361157
147,WP3_50,7.25E-05,0.5720274,0.983470887,0.998681764,210728,JG/WA/LW,Lowland,WP3,PIST,50,6,20.3,20.6,75,,140800,141300,140800,141300,14:08:00,14:13:00,LGR3,20210728,7/28/2021,7/28/2021 14:08,7/28/2021 14:13,0.002531942,0.0541751,0.00831447,101.325,0.140721921,1.10967775
148,WP3_200,1.67E-05,0.435165843,0.894306399,0.997087281,210728,JG/WA/LW,Lowland,WP3,PIST,200,6,20.9,20.8,65,,143200,144200,143200,144200,14:32:00,14:42:00,LGR3,20210728,7/28/2021,7/28/2021 14:32,7/28/2021 14:42,0.002531942,0.0541751,0.00831447,101.325,0.032281781,0.843604923
149,H3_50,5.38E-06,0.285192669,0.442041603,0.984639339,210728,JG/WA/LW,Lowland,H3,TSCA,50,3,20.7,21,32.5,,150000,151000,150000,151000,15:00:00,15:10:00,LGR3,20210728,7/28/2021,7/28/2021 15:00,7/28/2021 15:10,0.000981942,0.0272544,0.00831447,101.325,0.00804175,0.425914419
150,H3_125,1.97E-05,0.536926427,0.875510294,0.998896914,210728,JG/WA/LW,Lowland,H3,TSCA,125,3,21.6,21,31.5,,151200,152000,151200,152000,15:12:00,15:20:00,LGR3,20210728,7/28/2021,7/28/2021 15:12,7/28/2021 15:20,0.000981942,0.0272544,0.00831447,101.325,0.02947954,0.801860399
151,H3_200,2.22E-05,0.419704681,0.852494796,0.997593003,210728,JG/WA/LW,Lowland,H3,TSCA,200,3,21.3,21,30,,152200,152900,152200,152900,15:22:00,15:29:00,LGR3,20210728,7/28/2021,7/28/2021 15:22,7/28/2021 15:29,0.000981942,0.0272544,0.00831447,101.325,0.033196709,0.626798284
152,H5_50,1.39E-05,0.442147911,0.755715104,0.977590549,210728,JG/WA/LW,Lowland,H5,TSCA,50,6,22.5,21.6,48.5,,153600,154600,153600,154600,15:36:00,15:46:00,LGR3,20210728,7/28/2021,7/28/2021 15:36,7/28/2021 15:46,0.002531942,0.0541751,0.00831447,101.325,0.026933347,0.854812635
153,H5_125,2.83E-05,0.529121626,0.940789089,0.999311174,210728,JG/WA/LW,Lowland,H5,TSCA,125,6,22.5,21.6,45,,154900,155900,154900,155900,15:49:00,15:59:00,LGR3,20210728,7/28/2021,7/28/2021 15:49,7/28/2021 15:59,0.002531942,0.0541751,0.00831447,101.325,0.054796889,1.022960506
154,H5_200,1.89E-05,0.616848998,0.914478124,0.998393935,210728,JG/WA/LW,Lowland,H5,TSCA,200,6,23.7,21.6,44,,160600,161600,160600,161600,16:06:00,16:16:00,LGR3,20210728,7/28/2021,7/28/2021 16:06,7/28/2021 16:16,0.002531942,0.0541751,0.00831447,101.325,0.036558677,1.192565437
155,H4_50,2.02E-05,0.464032114,0.929043845,0.998828149,210728,JG/WA/LW,Lowland,H4,TSCA,50,6,20.5,20.5,36.5,,162900,163900,162900,163900,16:29:00,16:39:00,LGR3,20210728,7/28/2021,7/28/2021 16:29,7/28/2021 16:39,0.002531942,0.0541751,0.00831447,101.325,0.039242455,0.90048406
156,H4_125,8.81E-06,0.447428355,0.710132924,0.999789375,210728,JG/WA/LW,Lowland,H4,TSCA,125,6,20.9,20.4,33.5,,164600,165600,164600,165600,16:46:00,16:56:00,LGR3,20210728,7/28/2021,7/28/2021 16:46,7/28/2021 16:56,0.002531942,0.0541751,0.00831447,101.325,0.017109335,0.868559334
157,H4_200,9.90E-06,0.40913544,0.723708985,0.999944246,210728,JG/WA/LW,Lowland,H4,TSCA,200,6,21.1,20.3,31.5,,165900,170900,165900,170900,16:59:00,17:09:00,LGR3,20210728,7/28/2021,7/28/2021 16:59,7/28/2021 17:09,0.002531942,0.0541751,0.00831447,101.325,0.019228552,0.794494939
158,WP5_50,6.40E-05,0.487573085,0.971555978,0.920129887,210728,JG/WA/LW,Lowland,WP5,PIST,50,6,20.1,20,77,,171400,171900,171400,171900,17:14:00,17:19:00,LGR3,20210728,7/28/2021,7/28/2021 17:14,7/28/2021 17:19,0.002531942,0.0541751,0.00831447,101.325,0.124318346,0.947781443
159,WP5_125,3.66E-05,0.348086261,0.929233755,0.972705447,210728,JG/WA/LW,Lowland,WP5,PIST,125,6,20.7,20,69,,172100,173000,172100,173000,17:21:00,17:30:00,LGR3,20210728,7/28/2021,7/28/2021 17:21,7/28/2021 17:30,0.002531942,0.0541751,0.00831447,101.325,0.071120181,0.676636404
160,WP5_200,2.54E-05,0.50753187,0.886250734,0.998424897,210728,JG/WA/LW,Lowland,WP5,PIST,200,6,21.2,20,66,,173200,174100,173200,174100,17:32:00,17:41:00,LGR3,20210728,7/28/2021,7/28/2021 17:32,7/28/2021 17:41,0.002531942,0.0541751,0.00831447,101.325,0.049334399,0.986578839
