Date,Name,Tree Core Species Code,Tree Core ID,Pith Visible,Sapwood Depth (cm),Heartwood Depth (cm),Tree Core Notes,Outer Section Length (cm),Outer Section Mass Empty Tube (g),Outer Section Mass Tube + Core Segment (g),OUTER SECTION FRESH MASS (g),Date Placed in Freeze Dryer,Date Removed from Freeze Dryer,Post-Freeze Dry OUTER SECTION Sample Mass (g),OUTER SECTION Ground Sample ID,Percent_Change_Outer,OUTER SECTION Processing Issues/Notes,Inner Section Length (cm),Inner Section Mass Empty Tube (g),Inner Section Mass Tube + Core Segment (g),INNER SECTION FRESH MASS (g),Date Placed in Freeze Dryer,Date Removed from Freeze Dryer,Post-Freeze Dry INNER SECTION Sample Mass (g),INNER SECTION Ground Sample ID,Percent_Change_Inner,INNER SECTION Processing Issues/Notes,Middle Section Length (mm),Middle Section Mass Empty Tube (g),Middle Section Mass Tube + Core Segment (g),MIDDLE SECTION FRESH MASS (g),Date Placed in Freeze Dryer,Date Removed from Freeze Dryer,Post-Freeze Dry MIDDLE SECTION Sample Mass (g),Ground Sample ID,MIDDLE SECTION Processing Issues/Notes,Bark Length (mm),Bark Fresh Mass (g),Bark Empty Tube Mass (g),Bark Mass + Tube (g),Post-Freeze Dry Sample Mass (g),SAMPLE FLAG
6/22/22,Jon,ACRU,RM503,No,,,Inside  rothen ,5,,,0.9251,6/23/22,6/27/22,0.5884,RM503 Outer,0.363960653,,4.45,,,0.8872,23-Jun,6/27/22,0.3318,RM503 Inner,0.626014427,,0,,,0,23-Jun,6/27/22,,RM503 Middle,,,,,,,
6/22/22,Jon,FRAM,WA14,Yes,,,,5,,,0.8234,6/23/22,6/27/22,0.5345,WA14 Outer,0.350862278,,5,,,0.0038,23-Jun,6/27/22,,WA14 Inner,1,,123.35,,,2.1956,23-Jun,6/27/22,0.2592,WA14 Middle,,,,,,,
6/22/22,Jon,FRAM,WAX1,Yes,,,,5,,,0.8349,6/27/22,7/1/22,0.5649,WAX1 Outer,-0.686772171,,5,,,0.982,27-Jun,7/1/22,0.628,WAX1 Inner,0.360488798,,93.27,,,1.674,23-Jun,6/27/22,1.1523,WAX1 Middle,,,,,,,
6/22/22,Qespi,FRAM,WA5,Yes,,,,5,,,1.0797,6/23/22,6/27/22,0.6796,WA5 Outer,0.370565898,,5,,,1.1885,27-Jun,7/1/22,0.6882,WA5 Inner,0.420950778,,16.04,,,0.3318,23-Jun,6/27/22,0.2186,WA5 Middle,,,,,,,
6/22/22,Qespi,FRAM,WA12,Yes,,,,5,,,0.913,6/23/22,6/27/22,0.6229,WA12 Outer,0.317743702,,5,,,0.9742,23-Jun,6/27/22,0.7013,WA12 Inner,0.280127284,,150.28,,,2.9211,27-Jun,7/1/22,2.0791,WA12 Middle,,,,,,,
6/22/22,Jon,FRAM,WA1,Yes,,,,5,,,0.8352,6/23/22,6/27/22,0.5582,WA1 Outer,0.331657088,,5,,,0.9413,27-Jun,7/1/22,0.6269,WA1 Inner,0.334006162,,83.69,,,1.4744,23-Jun,6/27/22,1.0199,WA1 Middle,,,,,,,
6/22/22,Jon,FRAM,WA10,Yes,,,,5,,,0.8027,6/23/22,6/27/22,0.5546,WA10 Outer,0.309081849,,5,,,0.807,23-Jun,6/27/22,0.5481,WA10 Inner,0.320817844,,28.19,,,0.458,23-Jun,6/27/22,0.3234,WA10 Middle,,,,,,,
6/22/22,Jon,FRAM,WA101,Yes,,,,5,,,0.9016,6/23/22,6/27/22,0.6242,WA101 Outer,0.307675244,,5,,,0.9581,23-Jun,6/27/22,0.6455,WA101 Inner,0.326270744,,104.2,,,2.1607,23-Jun,6/27/22,1.3284,WA101 Middle,,,,,,,
6/22/22,Jon,FRAM,WA103*,No,,,Hard to read label. Heartwood and sapwood ends were difficult to determine.,5,,,0.846,6/23/22,6/27/22,0.5679,WA103* Outer,0.328723404,,5,,,1.0779,23-Jun,6/27/22,0.5934,WA103* Inner,0.44948511,,58.55,,,1.1565,23-Jun,6/27/22,0.7424,WA103* Middle,,,,,,,
6/22/22,Jon,FRAM,WA14,No,,,,5,,,0.8346,6/27/22,7/1/22,0.5751,WA14 Outer,0.31092739,,5,,,0.9236,27-Jun,7/1/22,0.6379,WA14 Inner,0.309333045,,21.35,,,0.3882,27-Jun,7/1/22,1.445,WA14 Middle,,,,,,,
6/22/22,Jon,FRAM,WA103,Yes,,,,5,,,0.8148,6/27/22,7/1/22,0.5679,WA103 Outer,0.303019146,,5,,,1.0064,27-Jun,7/1/22,0.5993,WA103 Inner,0.404511129,,103.9,,,1.9983,27-Jun,7/1/22,1.2593,WA103 Middle,,,,,,,
6/23/22,Qespi,FRAM,WA102,Yes,,,,5,,,0.8526,6/27/22,7/1/22,0.5448,WA102 Outer,0.361013371,,1.5,,,0.2424,23-Jun,6/27/22,0.1327,WA102 Inner,0.452557756,Very small inner piece due to pith location on core,0,0,0,0,23-Jun,6/27/22,0,WA102 Middle,Pith location made it so no middle section could be obtained,,,,,,Very small inner piece due to pith location on corePith location made it so no middle section could be obtained
6/23/22,Qespi,FRAM,WA15,Yes,,,,5,,,0.8149,6/23/22,6/27/22,0.555,WA15 Outer,0.318934839,,4.363,,,0.6745,27-Jun,7/1/22,0.4666,WA15 Inner,0.308228317,Less than 5 cm due to pith location,0,0,0,0,23-Jun,6/27/22,0,WA15 Middle,,,,,,,Less than 5 cm due to pith location
6/23/22,Qespi,FRAM,WA104,No,,,Too small to section,3.288,,,0.5231,6/23/22,6/27/22,0.3287,WA104 Outer,0.371630663,,0,,,0,23-Jun,6/27/22,,WA104 Inner,#DIV/0!,,0,,,0,23-Jun,6/27/22,,WA104 Middle,,,,,,,
6/23/22,Qespi,BEAL,YB4,Yes,,,,5,,,1.014,6/23/22,6/27/22,0.5955,YB4 Outer,0.412721893,,5,,,0.8996,27-Jun,7/1/22,0.5108,YB4 Inner,0.432192085,,17.64,,,0.3358,23-Jun,6/27/22,0.2038,YB4 Middle,,,,,,,
6/23/22,Qespi,BEAL,YB12,Yes,,,,5,,,0.8688,6/23/22,6/27/22,0.5651,YB12 Outer,0.349562615,,5,,,0.9736,23-Jun,6/27/22,0.5575,YB12 Inner,0.427382909,,0,,,0,23-Jun,6/27/22,0,YB12 Middle,"No middle, from pith to outside was 10 cm",,,,,,"No middle, from pith to outside was 10 cm"
6/23/22,Qespi,BEAL,YB13,Yes,,,,5,,,0.8549,6/23/22,6/27/22,0.555,YB13 Outer,0.350801263,,3.872,,,0.7539,27-Jun,7/1/22,0.4334,YB13 Inner,0.425122695,,0,,,0,23-Jun,6/27/22,0,YB13 Middle,,,,,,,
6/23/22,Qespi,BEAL,YB3,Yes,,,,5,,,0.9066,6/23/22,6/27/22,0.5467,YB3 Outer,0.396977719,,5,,,0.8164,27-Jun,7/1/22,0.5367,YB3 Inner,0.342601666,,25.02,,,,23-Jun,6/27/22,,YB3 Middle,"Lost Sample: Accidentally dropped when going to weigh, fell into the grate of the flow hood",,,,,,"Lost Sample: Accidentally dropped when going to weigh, fell into the grate of the flow hood"
6/23/22,Qespi,BEAL,YB15,Yes,,,,5,,,1.0912,6/23/22,6/27/22,0.5977,YB15 Outer,0.452254399,,5,,,1.1131,23-Jun,6/27/22,0.5335,YB15 Inner,0.520707933,,0.369,,,0.0807,23-Jun,6/27/22,0.0233,YB15 Middle,,,,,,,
6/23/22,Qespi,BEAL,YB11,Yes,,,,5,,,0.8948,6/27/22,7/1/22,0.5788,YB11 Outer,0.353151542,,3.671,,,0.9169,23-Jun,6/27/22,0.5206,YB11 Inner,0.432217254,,0,,,0,23-Jun,6/27/22,0,YB11 Middle,,,,,,,
6/23/22,Qespi,BEAL,YB5,Yes,,,,5,,,0.864,6/27/22,7/1/22,0.5361,YB5 Outer,0.379513889,,5,,,1.0073,23-Jun,6/27/22,0.5231,YB5 Inner,0.480690956,,51.15,,,1.0342,23-Jun,6/27/22,0.5844,YB5 Middle,,,,,,,
6/23/22,Qespi,BEAL,YB10,Yes,,,,5,,,1.0135,6/23/22,6/27/22,0.6048,YB10 Outer,0.403256043,,5,,,1.0049,23-Jun,6/27/22,0.5424,YB10 Inner,0.4602448,,4.42,,,0.0846,23-Jun,6/27/22,0.0419,YB10 Middle,,,,,,,
6/23/22,Qespi,BEAL,YB9,No,,,"sample rotten in center, pith not quite visible but likely within rotted heartwood section",,,,,6/23/22,6/27/22,0.5537,YB9 Outer,#DIV/0!,,,,,,27-Jun,7/1/22,0.2633,YB9 Inner,#DIV/0!,,,,,,23-Jun,6/27/22,,YB9 Middle,,,,,,,
6/23/22,Cade,BEAL,YB11',Yes,,,pith not quite visible but fractured at the approximate expected depth of the pith,5,,,0.9349,6/23/22,6/27/22,0.5701,YB11' Outer,0.390202161,,4.478,,,0.7449,23-Jun,6/27/22,0.4805,YB11' Inner,0.354946973,,0,,,0,23-Jun,6/27/22,,YB11' Middle,,,,,,,
6/23/22,Qespi,BEAL,YBYB,Yes,,,"No identifying number on this sample, only 'YBYB'",5,,,0.9458,6/23/22,6/27/22,0.6368,YBYB Outer,0.326707549,,5,,,1.0752,27-Jun,7/1/22,0.5365,YBYB Inner,0.501023065,,46.28,,,0.9651,27-Jun,7/1/22,0.5932,YBYB Middle,,,,,,,
6/23/22,Qespi,BEAL,YB2,No,,,Not long enough for sectioning,5,,,0.956,6/27/22,7/1/22,0.5258,YB2 Outer,0.45,,0,,,0,23-Jun,6/27/22,,YB2 Inner,#DIV/0!,,0,,,0,23-Jun,6/27/22,,YB2 Middle,,,,,,,
6/23/22,Qespi,BEAL,YB14,No,,,Core is too small for sectioning,5,,,0.96,6/27/22,7/1/22,0.5271,YB14 Outer,0.4509375,,0,,,0,23-Jun,6/27/22,,YB14 Inner,#DIV/0!,,0,,,0,23-Jun,6/27/22,,YB14 Middle,,,,,,,
6/23/22,Cade,BEAL,YB9,No,,,  ,5,,,0.9849,6/23/22,6/27/22,,YB9 Outer,1,,26,,,0.5863,23-Jun,6/27/22,,YB9 Inner,1,,0,,,0,23-Jun,6/27/22,,YB9 Middle,,,,,,,
6/23/22,Cade,BEAL,CUL8R,Yes,,,,5,,,0.8355,6/27/22,7/1/22,0.5383,CUL8R Outer,0.355715141,,5,,,0.9787,23-Jun,6/27/22,0.5146,CUL8R Inner,0.47420047,,11.75,,,0.2238,27-Jun,7/1/22,0.1285,CUL8R Middle,,,,,,,
6/24/22,Jon,FAGR,AB4/6,Yes,,,,5,,,1.0455,6/23/22,6/27/22,0.6397,AB4/6 Outer,0.388139646,,5,,,1.0404,27-Jun,7/1/22,0.6525,AB4/6 Inner,0.37283737,,10.4,,,0.2172,27-Jun,7/1/22,0.129,AB4/6 Middle,,,,,,,
6/24/22,Jon,FAGR,AB4,yes,,,,5,,,1.0015,6/23/22,6/27/22,0.5722,AB4 Outer,0.428657014,,5,,,0.8702,27-Jun,7/1/22,0.5659,AB4 Inner,0.349689726,,58.58,,,1.1223,27-Jun,7/1/22,0.6827,AB4 Middle,,,,,,,
6/24/22,Jon,FAGR,AB5,No,,,,5,,,1.381,6/23/22,6/27/22,0.6952,AB5 Outer,0.496596669,,5,,,1.0122,23-Jun,6/27/22,0.6049,AB5 Inner,0.402390832,,77.62,,,1.6675,27-Jun,7/1/22,0.9705,AB5 Middle,,8.48,0.1747,,,0.1079,
6/24/22,Qespi,FAGR,AB6',No,,,,5,,,0.6346,6/23/22,6/27/22,0.6838,AB6' Outer,0.892243689,,5,,,0.9958,27-Jun,7/1/22,0.6276,AB6' Inner,0.369752962,,51.47,,,1.0615,23-Jun,6/27/22,0.675,AB6' Middle,,,,,,,
6/24/22,Qespi,FAGR,AB1,Yes,,,,5,,,0.9089,6/27/22,7/1/22,0.5579,AB1 Outer,0.386181098,,5,,,1.0113,23-Jun,6/27/22,0.5458,AB1 Inner,0.460298626,,24.49,,,0.4099,23-Jun,6/27/22,0.2559,AB1 Middle,,,,,,,
6/24/22,Qespi,FAGR,AB3/5,Yes,,,,5,,,1.0025,6/23/22,6/27/22,0.6286,AB3/5 Outer,0.372967581,,5,,,1.1235,27-Jun,7/1/22,0.6946,AB3/5 Inner,0.381753449,,50,,,1.0389,23-Jun,6/27/22,0.6562,AB3/5 Middle,,,,,,,
6/24/22,Qespi,FAGR,AB10,Yes,,,,5,,,1.0618,6/23/22,6/27/22,0.6524,AB10 Outer,0.385571671,,5,,,0.9039,27-Jun,7/1/22,0.5644,AB10 Inner,0.375594645,,8.98,,,0.1799,23-Jun,6/27/22,0.1083,AB10 Middle,,,,,,,
6/24/22,Qespi,FAGR,AB11,Yes,,,,5,,,0.8945,6/23/22,6/27/22,0.5295,AB11 Outer,0.408049189,,5,,,0.9636,23-Jun,6/27/22,0.5912,AB11 Inner,0.386467414,,28.66,,,0.5507,23-Jun,6/27/22,0.3349,AB11 Middle,,,,,,,
6/24/22,Qespi,FAGR,AB2,Yes,,,,5,,,0.948,6/23/22,6/27/22,0.5784,AB2 Outer,0.389873418,,5,,,1.027,27-Jun,7/1/22,0.5512,AB2 Inner,0.463291139,,38.25,,,0.6558,23-Jun,6/27/22,0.4135,AB2 Middle,,,,,,,
6/24/22,Qespi,FAGR,AB501,Yes,,,,5,,,1.0213,6/27/22,7/1/22,0.5751,AB501 Outer,0.436894155,,5,,,0.9659,27-Jun,7/1/22,0.5754,AB501 Inner,0.404286158,,44.52,,,0.8592,27-Jun,7/1/22,0.5255,AB501 Middle,,,,,,,
6/24/22,Qespi,FAGR,AB6,Yes,,,,5,,,0.9558,6/23/22,6/27/22,0.6042,AB6 Outer,0.367859385,,5,,,1.0821,23-Jun,6/27/22,0.6106,AB6 Inner,0.435726827,,42.69,,,0.9033,23-Jun,6/27/22,0.5329,AB6 Middle,,,,,,,
6/24/22,Qespi,FAGR,AB3,Yes,,,,5,,,0.9198,6/23/22,6/27/22,0.5708,AB3 Outer,0.379430311,,5,,,0.8488,27-Jun,7/1/22,0.5506,AB3 Inner,0.35131951,,29.85,,,0.497,23-Jun,6/27/22,0.3228,AB3 Middle,,16.42,0.252,,,0.1066,
6/24/22,Qespi,FAGR,AB9,Yes,,,,5,,,0.9825,6/23/22,6/27/22,0.589,AB9 Outer,0.400508906,,3.462,,,0.6579,27-Jun,7/1/22,0.422,AB9 Inner,0.358565131,,0,,,0,23-Jun,6/27/22,,AB9 Middle,,10.29,0.1611,,,0.1038,
6/24/22,Qespi,FAGR,ABT14P,Yes,,,,5,,,0.9603,6/23/22,6/27/22,0.6032,ABT14P Outer,0.371862959,,5,,,0.9252,27-Jun,7/1/22,0.572,ABT14P Inner,0.381755296,,17.9,,,0.3377,23-Jun,6/27/22,0.1947,ABT14P Middle,,,,,,,
6/28/22,Cade,BELE,BB16,Yes,,,,5,,,0.9446,7/5/22,7/8/22,0.63,BB16 Outer,0.333051027,,5,,,1.1146,7/5/22,7/8/22,0.5246,BB16 Inner,0.529337879,,25.75,,,0.4966,7/5/22,7/8/22,0.3245,BB16 Middle,,,,,,,
6/28/22,Cade,BELE,BB11,Yes,,,,5,,,0.9348,7/1/22,7/5/22,0.5853,BB11 Outer,0.373876765,,5,,,1.08,7/1/22,7/5/22,0.5954,BB11 Inner,0.448703704,,43.54,,,0.7773,7/1/22,7/5/22,0.499,BB11 Middle,,,,,,,
6/28/22,Cade,BELE,BBX7,Yes,,,,5,,,0.7842,7/5/22,7/8/22,0.5612,BBX7 Outer,0.284366233,,5,,,0.8095,7/5/22,7/8/22,0.4988,BBX7 Inner,0.383817171,,56.8,,,0.7606,7/1/22,7/5/22,0.542,BBX7 Middle,,,,,,,
6/28/22,Cade,BELE,BB14,Yes,,,,5,,,0.9896,7/1/22,7/5/22,0.6368,BB14 Outer,0.35650768,,5,,,1.0563,7/1/22,7/5/22,0.5872,BB14 Inner,0.444097321,,11.5,,,0.2165,7/5/22,7/8/22,0.1382,BB14 Middle,,,,,,,
6/28/22,Cade,BELE,BB3,Yes,,,,5,,,0.9493,7/1/22,7/5/22,0.583,BB3 Outer,0.385863268,,5,,,0.9879,7/1/22,7/5/22,0.5412,BB3 Inner  ,0.452171272,,58.18,,,1.0025,7/1/22,7/5/22,0.6373,BB3 Middle,,,,,,,
6/28/22,Cade,BELE,BB7,Yes,,,,5,,,0.9683,7/1/22,7/5/22,0.6138,BB7 Outer,0.366105546,,5,,,0.8996,7/1/22,7/5/22,0.5469,BB7 Inner,0.392063139,,45.93,,,0.9202,7/1/22,7/5/22,0.5563,BB7 Middle,,,,,,,
6/28/22,Cade,BELE,BB10',Yes,,,,5,,,0.9762,7/5/22,7/8/22,0.602,BB10' Outer,0.38332309,,5,,,0.8985,7/1/22,7/5/22,0.5647,BB10' Inner,0.371508069,,21.53,,,0.4584,7/5/22,7/8/22,0.2611,BB10' Middle,,,,,,,
6/28/22,Cade,BELE,BB1,Yes,,,,5,,,0.9009,7/1/22,7/5/22,0.593,BB1 Outer,0.341769342,,5,,,0.8081,7/1/22,7/5/22,0.5603,BB1 Inner,0.306645217,,33.19,,,0.5929,7/1/22,7/5/22,0.3809,BB1 Middle,,,,,,,
6/28/22,Cade,BELE,BB12,Yes ,,,,5,,,0.9596,7/1/22,7/5/22,0.6054,BB12 Outer,0.36911213,,5,,,1.0945,7/5/22,7/8/22,0.5872,BB12 Inner,0.463499315,,25.19,,,0.4959,7/1/22,7/5/22,0.3097,BB12 Middle,,,,,,,
6/28/22,Cade,BELE,BB16',Yes,,,,5,,,0.922,7/1/22,7/5/22,,BB16' Outer,1,,4.738,,,0.8397,7/1/22,7/5/22,,BB16' Inner,1,,0,,,0,,,,BB16' Middle,,,,,,,
6/28/22,Cade,BELE,BB10,Yes,,,,5,,,0.8441,7/1/22,7/5/22,0.5656,BB10 Outer,0.329937211,,5,,,0.9731,7/5/22,7/8/22,0.5414,BB10 Inner,0.443633748,,32.1,,,0.582,7/1/22,7/5/22,0.3486,BB10 Middle,,,,,,,
6/28/22,Mike,BELE,BBX1,Yes,,,,5,,,0.8321,7/1/22,7/5/22,0.5579,BBX1 Outer,0.329527701,,5,,,0.8267,7/1/22,7/5/22,0.4978,BBX1 Inner,0.397846861,,48.17,,,0.7421,7/5/22,7/8/22,0.5251,BBX1 Middle,,,,,,,
6/28/22,Mike,BELE,BBGT1,Yes,,,,5,,,0.914,7/1/22,7/5/22,0.5571,BBGT1 Outer,0.3904814,,5,,,0.9478,7/5/22,7/8/22,0.5,BBGT1 Inner,0.472462545,,51.16,,,0.8947,7/5/22,7/8/22,0.6153,BBGT1 Middle,,,,,,,
6/28/22,Mike,BELE,BB6,Yes,,,,5,,,0.9065,7/5/22,7/8/22,0.6163,BB6 Outer,0.320132377,,5,,,0.9153,7/1/22,7/5/22,0.5631,BB6 Inner,0.384791872,,26.97,,,0.4585,7/1/22,7/5/22,0.2977,BB6 Middle,,,,,,,
6/28/22,Mike,BELE,BB13,Yes,,,,5,,,0.9177,7/1/22,7/5/22,0.5802,BB13 Outer,0.367767244,,5,,,0.9244,7/5/22,7/8/22,0.5579,BB13 Inner,0.396473388,,60.4,,,1.1815,7/1/22,7/5/22,0.6689,BB13 Middle,,,,,,,
6/28/22,Qespi,BELE,BB5,Yes,,,,5,,,0.8583,7/1/22,7/5/22,0.5905,BB5 Outer,0.312012117,,5,,,1.0493,7/5/22,7/8/22,0.5948,BB5 Inner,0.433145907,,28.28,,,0.5726,7/5/22,7/8/22,0.3408,BB5 Middle,,,,,,,
6/28/22,Qespi,BELE,BB8,Yes,,,,5,,,0.9979,7/1/22,7/5/22,0.6376,BB8 Outer,0.361058222,,5,,,1.1828,7/1/22,7/5/22,0.6595,BB8 Inner,0.442424755,,0,,,0,,,,BB8 Middle,,,,,,,
6/28/22,Qespi,BELE,BBX6,Yes,,,,5,,,0.8463,7/1/22,7/5/22,0.5437,BBX6 Outer,0.357556422,,3.197,,,0.5983,7/1/22,7/5/22,0.3146,BBX6 Inner,0.474176834,,0,,,0,,,,BBX6 Middle,,,,,,,
6/28/22,Qespi,BELE,BB9,Yes,,,,5,,,0.8555,7/5/22,7/8/22,0.5699,BB9 Outer,0.33383986,,5,,,0.8834,7/1/22,7/5/22,0.5375,BB9 Inner,0.391555354,,71.61,,,1.4418,7/5/22,7/8/22,0.936,BB9 Middle,,11.15,0.2162,,,0.1265,
6/28/22,Qespi,ACSA,SM7,Yes,,,,5,,,0.9702,7/1/22,7/5/22,0.6527,SM7 Outer,0.327252113,,5,,,0.9698,7/5/22,7/8/22,0.6887,SM7 Inner,0.289853578,,91.6,,,1.8479,7/5/22,7/8/22,1.2514,SM7 Middle,,,,,,,
6/28/22,Qespi,ACSA, SM5,Yes,,,,5,,,0.9324,7/5/22,7/8/22,0.6123, SM5 Outer,0.343307593,,5,,,0.9432,7/1/22,7/5/22,0.5952, SM5 Inner,0.368956743,,17.47,,,0.3402,7/1/22,7/5/22,0.2296, SM5 Middle,,,,,,,
6/28/22,Qespi,ACSA ,SM4,Yes,,,,5,,,0.9494,7/5/22,7/8/22,0.6466,SM4 Outer,0.318938277,,5,,,1.0607,7/5/22,7/8/22,0.6659,SM4 Inner,0.372207033,,50,,,0.9888,7/1/22,7/5/22,0.6772,SM4 Middle,,,,,,,
6/28/22,Qespi,ACSA,SM6,Yes,,,,5,,,0.8755,7/1/22,7/5/22,0.5923,SM6 Outer,0.323472302,,5,,,0.8953,7/5/22,7/8/22,0.5836,SM6 Inner,0.348151458,,20.16,,,0.3531,7/1/22,7/5/22,0.235,SM6 Middle,,,,,,,
6/28/22,Qespi,ACSA,SM14,Yes,,,,5,,,0.8664,7/1/22,7/5/22,0.5849,SM14 Outer,0.324907664,,5,,,0.9374,7/1/22,7/5/22,0.5969,SM14 Inner,0.363238745,,24.44,,,0.464,7/5/22,7/8/22,0.3052,SM14 Middle,,,,,,,
6/28/22,Qespi,ACSA,SM11,Yes,,,,5,,,0.9688,7/1/22,7/5/22,0.6723,SM11 Outer,0.30604872,,5,,,0.9387,7/5/22,7/8/22,0.6269,SM11 Inner,0.3321615,,43.62,,,0.8486,7/1/22,7/5/22,0.5908,SM11 Middle,,,,,,,
6/28/22,Qespi,ACSA,SM3,Yes,,,,5,,,0.9176,7/1/22,7/5/22,0.6438,SM3 Outer,0.298387097,,5,,,0.9997,7/1/22,7/5/22,0.6448,SM3 Inner,0.355006502,,28.84,,,0.5311,7/5/22,7/8/22,0.3911,SM3 Middle,,,,,,,
6/28/22,Qespi,ACSA,SM8,Yes,,,,5,,,0.9446,7/1/22,7/5/22,0.6348,SM8 Outer,0.327969511,,5,,,1.0041,7/1/22,7/5/22,0.6259,SM8 Inner,0.376655712,,31.78,,,0.6502,7/5/22,7/8/22,0.416,SM8 Middle,,,,,,,
6/28/22,Qespi,ACSA,SM10,Yes,,,,5,,,0.8948,7/1/22,7/5/22,0.6072,SM10 Outer,0.321412606,,5,,,0.9197,7/1/22,7/5/22,0.6282,SM10 Inner,0.31695118,,50,,,0.8838,7/5/22,7/8/22,0.6054,SM10 Middle,,,,,,,
6/28/22,Qespi,ACSA,SM12,Yes,,,,5,,,0.9632,7/1/22,7/5/22,0.6463,SM12 Outer,0.329007475,,5,,,0.993,7/5/22,7/8/22,0.6244,SM12 Inner,0.371198389,,50,,,0.886,7/1/22,7/5/22,0.6138,SM12 Middle,,,,,,,
6/28/22,Qespi,ACSA,SM13,Yes,,,,5,,,0.9315,7/1/22,7/5/22,0.6382,SM13 Outer,0.314868492,,5,,,1.0543,7/1/22,7/5/22,0.6579,SM13 Inner,0.375984065,,60.71,,,1.2606,7/5/22,7/8/22,0.8372,SM13 Middle,,,,,,,
6/29/22,Qespi,ACSA,SM15,,,,"Core may have had orientation switched at initial storage, so pith is difficult to find","Core may have had orientation switched at initial storage, so pith is difficult to find",,,0.9478,7/1/22,7/5/22,0.6623,SM15 Outer,0.301223887,,5,,,0.9165,7/5/22,7/8/22,0.6243,SM15 Inner,0.318821604,,19.16,,,0.3936,7/1/22,7/5/22,0.2688,SM15 Middle,,,,,,,
6/29/22,Qespi,ACSA,SM9,Yes,,,,5,,,0.9913,7/5/22,7/8/22,0.674,SM9 Outer,0.320084737,,5,,,0.9998,7/5/22,7/8/22,0.6604,SM9 Inner,0.339467894,,37.9,,,0.7596,7/1/22,7/5/22,0.5065,SM9 Middle,,,,,,,
6/29/22,Qespi,ACSA,SM1,,,,"Hard to determine pith location. Possible that orientation is switched, so just making a judgement call on where we believe the sapwood/heartwood is",5,,,0.8686,7/5/22,7/8/22,0.6501,SM1 Outer,0.251554225,,5,,,0.7663,7/5/22,7/8/22,0.627,SM1 Inner,0.181782592,,26.81,,,0.51,7/5/22,7/8/22,0.3778,SM1 Middle,,,,,,,
6/29/22,Qespi,ACSA,SM2,Yes,,,,5,,,0.9124,7/1/22,7/5/22,0.6178,SM2 Outer,0.3228847,,5,,,1.0364,7/1/22,7/5/22,0.6602,SM2 Inner,0.362987264,,83.39,,,1.162,7/5/22,7/8/22,1.0784,SM2 Middle,,,,,,,
6/29/22,Qespi,BEPA,PB4,Yes,,,Pith in the middle at the split point,5,,,0.8692,7/5/22,7/8/22,0.5761,PB4 Outer,0.337206627,,5,,,1.0457,7/5/22,7/8/22,0.5414,PB4 Inner,0.482260687,,13.91,,,0.2562,7/5/22,7/8/22,0.1205,PB4 Middle,,,,,,,
6/29/22,Qespi,BEPA,PB2,No,,,,5,,,0.8952,7/5/22,7/8/22,0.5638,PB2 Outer,0.370196604,,3.454,,,0.7607,7/1/22,7/5/22,0.3709,PB2 Inner,0.512422769,,0,,,0,,,,PB2 Middle,,12.25,0.2603,,,0.1618,
6/29/22,Qespi,BEPA,PB5,No,,,"Assuming the pith is in the broken section as there is a clear distinction between heartwood and sapwood, but it is not explicitly visible",5,,,0.8294,7/5/22,7/8/22,0.5104,PB5 Outer,0.384615385,,5,,,0.9383,7/5/22,7/8/22,0.4027,PB5 Inner,0.570819567,,70.25,,,1.2445,7/1/22,7/5/22,0.6895,PB5 Middle,,,,,,,
6/29/22,Qespi,BEPA,PB3,No,,,"Presumed location of pith is highly fractured. Pith is not explicitly visible but after consulting the width of the tree, it should be in the broken part. ",5,,,0.8087,7/1/22,7/5/22,0.5334,PB3 Outer,0.340422901,,5,,,0.7855,7/5/22,7/8/22,0.3768,PB3 Inner,0.520305538,,87.23,,,1.6352,7/1/22,7/5/22,0.8812,PB3 Middle,,10.71,0.2314,,,0.1535,
6/29/22,Qespi,BEPA,PB1,Yes,,,,5,,,1.0673,7/5/22,7/8/22,0.5677,PB1 Outer,0.468097067,,5,,,0.9496,7/5/22,7/8/22,0.5227,PB1 Inner,0.449557709,,55.9,,,1.1256,7/5/22,7/8/22,0.6395,PB1 Middle,,16.08,0.2848,,,0.1345,
6/29/22,Qespi,BEPA,PB501,Yes,,,,5,,,0.9299,7/5/22,7/8/22,0.5758,PB501 Outer,0.380793634,,5,,,0.9555,7/1/22,7/5/22,0.5011,PB501 Inner,0.475562533,,50,,,1.0297,7/5/22,7/8/22,0.5894,PB501 Middle,,8.4,0.2528,,,0.1537,
6/29/22,Qespi,PRSE,BC2,Yes,,,"No 4-letter code was associated with this sample,",5,,,1.0001,7/5/22,7/8/22,0.5726,BC2 Outer,0.427457254,,5,,,1.0258,7/5/22,7/8/22,0.6155,BC2 Inner,0.399980503,,0,,,0,,,,BC2 Middle,,,,,,,
6/29/22,Qespi,QUVE,BO1,Yes,,,,5,,,1.1618,7/5/22,7/8/22,0.5713,BO1 Outer,0.50826304,,5,,,1.1851,7/1/22,7/5/22,0.6037,BO1 Inner,0.490591511,,38.12,,,0.8879,7/1/22,7/5/22,0.4513,BO1 Middle,,11.03,0.1975,,,0.0991,
