Date,Researcher Initials,Analyzer,Tree Tag,Species Code,Species,DBH (cm),Air Temp (°F),Soil Temp (°C),Stem Temp (°C),VWC 1 (%),VWC 2 (%),VWC 3 (%),Chamber ID,Flux Start (System) Time,Flux Start (Real) Time,Flux End (System) Time,Bark Missing,Visible fungus,Wounding/Holes,Moss/Lichen Cover,Water Table Above Ground,Species Specific Infections/Pests,Bole Damage (1-3),Notes,date_parts,month,day,year,date_clean,start_time_raw,start_time_clean,datetime_start,end_time_raw,end_time_clean,datetime_end,obs_length_seconds,UniqueID,air_temp_F,air_temp_C,stem_temp_C,vwc_1_raw,vwc_2_raw,vwc_3_raw,vwc_1,vwc_2,vwc_3,vwc_mean,analyzer_clean,chamber_series,surface_area_cm2,chamber_volume_cm3,analyzer_cell_volume_cm3,tubing_volume_cm3,filter_volume_cm3,total_system_volume_cm3,total_system_volume_L,start.time,Area,Vtot,Tcham,Pcham,obs.length
6/23/23,LG PK,LGR3,594,TSCA,hemlock,43.6,75,14,21.3,6.4,7.3,10.9,6,12:19:30,NA,12:22:30,1,1,1,1,NA,NA,NA,NA,,6,23,2023,2023-06-23,12:19:30,12:19:30,2023-06-23T12:19:30Z,12:22:30,12:22:30,2023-06-23T12:22:30Z,180,20230623_594_121930,75,23.88888888888889,21.3,6.4,7.3,10.9,6.4,7.3,10.9,8.200000000000001,LGR,D,462.19,2289.6440000000002,70,29,0,2388.6440000000002,2.388644,2023-06-23T12:19:30Z,462.19,2.388644,23.88888888888889,101.325,180
6/23/23,LG PK,LGR3,609,TSCA,hemlock,36.2,74.3,15.2,22,6.9,5.7,9.1,6,13:58:15,NA,14:01:15,1,1,2,1,NA,NA,NA,NA,,6,23,2023,2023-06-23,13:58:15,13:58:15,2023-06-23T13:58:15Z,14:01:15,14:01:15,2023-06-23T14:01:15Z,180,20230623_609_135815,74.3,23.5,22,6.9,5.7,9.1,6.9,5.7,9.1,7.233333333333334,LGR,D,462.19,2289.6440000000002,70,29,0,2388.6440000000002,2.388644,2023-06-23T13:58:15Z,462.19,2.388644,23.5,101.325,180
6/23/23,LG PK,LGR3,610,BELE,black birch,33.1,78.2,14.1,21.8,9.9,6.5,11,6,14:07:00,NA,14:09:00,1,1,1,2,NA,NA,NA,NA,,6,23,2023,2023-06-23,14:07:00,14:07:00,2023-06-23T14:07:00Z,14:09:00,14:09:00,2023-06-23T14:09:00Z,120,20230623_610_140700,78.2,25.666666666666668,21.8,9.9,6.5,11,9.9,6.5,11,9.133333333333333,LGR,D,462.19,2289.6440000000002,70,29,0,2388.6440000000002,2.388644,2023-06-23T14:07:00Z,462.19,2.388644,25.666666666666668,101.325,120
6/22/23,LG PK,LGR3,726,TSCA,hemlock,30.2,76.5,14.8,22.6,7.9,7.6,8,6,14:17:45,NA,14:20:45,1,1,1,1,NA,NA,NA,NA,,6,22,2023,2023-06-22,14:17:45,14:17:45,2023-06-22T14:17:45Z,14:20:45,14:20:45,2023-06-22T14:20:45Z,180,20230622_726_141745,76.5,24.72222222222222,22.6,7.9,7.6,8,7.9,7.6,8,7.833333333333333,LGR,D,462.19,2289.6440000000002,70,29,0,2388.6440000000002,2.388644,2023-06-22T14:17:45Z,462.19,2.388644,24.72222222222222,101.325,180
6/22/23,LG PK,LGR3,732,BEPA,white birch,28,78.9,14.7,22.4,12.7,14.1,12.7,6,14:27:00,NA,14:30:00,1,1,1,1,NA,NA,NA,NA,,6,22,2023,2023-06-22,14:27:00,14:27:00,2023-06-22T14:27:00Z,14:30:00,14:30:00,2023-06-22T14:30:00Z,180,20230622_732_142700,78.9,26.055555555555557,22.4,12.7,14.1,12.7,12.7,14.1,12.7,13.166666666666666,LGR,D,462.19,2289.6440000000002,70,29,0,2388.6440000000002,2.388644,2023-06-22T14:27:00Z,462.19,2.388644,26.055555555555557,101.325,180
6/22/23,LG PK,LGR3,7466,BELE,black birch,24.7,75.8,15.8,22.3,12,6.3,8.7,6,14:32:30,NA,14:35:30,1,1,2,2,NA,NA,NA,NA,,6,22,2023,2023-06-22,14:32:30,14:32:30,2023-06-22T14:32:30Z,14:35:30,14:35:30,2023-06-22T14:35:30Z,180,20230622_7466_143230,75.8,24.333333333333332,22.3,12,6.3,8.7,12,6.3,8.7,9,LGR,D,462.19,2289.6440000000002,70,29,0,2388.6440000000002,2.388644,2023-06-22T14:32:30Z,462.19,2.388644,24.333333333333332,101.325,180
6/22/23,LG PK,LGR3,730,BELE,black birch,26.3,81.7,15.2,22.5,9.8,14.3,5.6,6,14:42:30,NA,14:45:30,1,1,2,2,NA,NA,NA,NA,,6,22,2023,2023-06-22,14:42:30,14:42:30,2023-06-22T14:42:30Z,14:45:30,14:45:30,2023-06-22T14:45:30Z,180,20230622_730_144230,81.7,27.61111111111111,22.5,9.8,14.3,5.6,9.8,14.3,5.6,9.9,LGR,D,462.19,2289.6440000000002,70,29,0,2388.6440000000002,2.388644,2023-06-22T14:42:30Z,462.19,2.388644,27.61111111111111,101.325,180
6/22/23,LG PK,LGR3,731,BELE,black birch,38.2,81.7,15.9,22.8,7.9,7.1,7.5,6,14:51:30,NA,14:54:30,1,1,1,2,NA,NA,NA,NA,,6,22,2023,2023-06-22,14:51:30,14:51:30,2023-06-22T14:51:30Z,14:54:30,14:54:30,2023-06-22T14:54:30Z,180,20230622_731_145130,81.7,27.61111111111111,22.8,7.9,7.1,7.5,7.9,7.1,7.5,7.5,LGR,D,462.19,2289.6440000000002,70,29,0,2388.6440000000002,2.388644,2023-06-22T14:51:30Z,462.19,2.388644,27.61111111111111,101.325,180
6/27/23,LG PK,LGR3,728,TSCA,hemlock,30.3,70.3,17.1,21.1,21.9,18.2,22,D8,10:23:00,10:00:00,10:26:00,1,1,1,3,NA,NA,NA,NA,,6,27,2023,2023-06-27,10:23:00,10:23:00,2023-06-27T10:23:00Z,10:26:00,10:26:00,2023-06-27T10:26:00Z,180,20230627_728_102300,70.3,21.27777777777778,21.1,21.9,18.2,22,21.9,18.2,22,20.7,LGR,D,462.19,2289.6440000000002,70,29,0,2388.6440000000002,2.388644,2023-06-27T10:23:00Z,462.19,2.388644,21.27777777777778,101.325,180
6/27/23,LG PK,LGR3,729,BELE,black bitch,22.9,73.5,17,20.7,21.3,31.5,17.9,D8,10:38:45,NA,10:41:45,1,1,2,3,NA,NA,NA,NA,,6,27,2023,2023-06-27,10:38:45,10:38:45,2023-06-27T10:38:45Z,10:41:45,10:41:45,2023-06-27T10:41:45Z,180,20230627_729_103845,73.5,23.055555555555557,20.7,21.3,31.5,17.9,21.3,31.5,17.9,23.566666666666663,LGR,D,462.19,2289.6440000000002,70,29,0,2388.6440000000002,2.388644,2023-06-27T10:38:45Z,462.19,2.388644,23.055555555555557,101.325,180
6/27/23,LG PK,LGR3,725,BELE,black bitch,24.2,72.6,18.1,20.6,20,23.3,24.5,D8,10:48:00,NA,10:51:00,1,1,1,2,NA,NA,NA,NA,,6,27,2023,2023-06-27,10:48:00,10:48:00,2023-06-27T10:48:00Z,10:51:00,10:51:00,2023-06-27T10:51:00Z,180,20230627_725_104800,72.6,22.555555555555554,20.6,20,23.3,24.5,20,23.3,24.5,22.599999999999998,LGR,D,462.19,2289.6440000000002,70,29,0,2388.6440000000002,2.388644,2023-06-27T10:48:00Z,462.19,2.388644,22.555555555555554,101.325,180
6/27/23,LG PK,LGR3,713,BEPA,white birch,15,71.5,18,20.7,18.5,17.2,28.3,C4,10:58:30,NA,11:01:30,1,1,1,3,NA,NA,NA,NA,,6,27,2023,2023-06-27,10:58:30,10:58:30,2023-06-27T10:58:30Z,11:01:30,11:01:30,2023-06-27T11:01:30Z,180,20230627_713_105830,71.5,21.944444444444443,20.7,18.5,17.2,28.3,18.5,17.2,28.3,21.333333333333332,LGR,C,213.35,1163.6016666666667,70,29,0,1262.6016666666667,1.2626016666666666,2023-06-27T10:58:30Z,213.35,1.2626016666666666,21.944444444444443,101.325,180
6/27/23,LG PK,LGR3,727,QURU,red oak,40.2,74.5,17.1,20.8,13.5,35.4,10.9,6,11:10:15,NA,11:13:15,1,1,1,2,NA,NA,NA,NA,,6,27,2023,2023-06-27,11:10:15,11:10:15,2023-06-27T11:10:15Z,11:13:15,11:13:15,2023-06-27T11:13:15Z,180,20230627_727_111015,74.5,23.61111111111111,20.8,13.5,35.4,10.9,13.5,35.4,10.9,19.933333333333334,LGR,D,462.19,2289.6440000000002,70,29,0,2388.6440000000002,2.388644,2023-06-27T11:10:15Z,462.19,2.388644,23.61111111111111,101.325,180
6/27/23,LG PK,LGR3,663,BELE,black birch,28.4,72.5,16.8,20.8,23.9,23,20.1,6,11:26:30,NA,11:29:30,1,2,1,2,NA,NA,NA,NA,,6,27,2023,2023-06-27,11:26:30,11:26:30,2023-06-27T11:26:30Z,11:29:30,11:29:30,2023-06-27T11:29:30Z,180,20230627_663_112630,72.5,22.5,20.8,23.9,23,20.1,23.9,23,20.1,22.333333333333332,LGR,D,462.19,2289.6440000000002,70,29,0,2388.6440000000002,2.388644,2023-06-27T11:26:30Z,462.19,2.388644,22.5,101.325,180
6/27/23,LG PK,LGR3,665,TSCA,hemlock,28.3,71.5,16.9,20.6,24.6,24.1,23.3,6,11:34:00,NA,11:37:00,1,1,1,2,NA,NA,NA,NA,,6,27,2023,2023-06-27,11:34:00,11:34:00,2023-06-27T11:34:00Z,11:37:00,11:37:00,2023-06-27T11:37:00Z,180,20230627_665_113400,71.5,21.944444444444443,20.6,24.6,24.1,23.3,24.6,24.1,23.3,24,LGR,D,462.19,2289.6440000000002,70,29,0,2388.6440000000002,2.388644,2023-06-27T11:34:00Z,462.19,2.388644,21.944444444444443,101.325,180
6/27/23,LG PK,LGR3,664,TSCA,hemlock,20.3,72.6,17,20.4,18.9,20.4,16.6,C4,11:46:00,NA,11:49:00,1,1,1,2,NA,NA,NA,NA,,6,27,2023,2023-06-27,11:46:00,11:46:00,2023-06-27T11:46:00Z,11:49:00,11:49:00,2023-06-27T11:49:00Z,180,20230627_664_114600,72.6,22.555555555555554,20.4,18.9,20.4,16.6,18.9,20.4,16.6,18.633333333333333,LGR,C,213.35,1163.6016666666667,70,29,0,1262.6016666666667,1.2626016666666666,2023-06-27T11:46:00Z,213.35,1.2626016666666666,22.555555555555554,101.325,180
6/27/23,LG PK,LGR3,648,BELE,black birch,30.2,72.4,17.2,20.8,35.4,19.4,21.8,6,12:00:00,NA,12:03:00,1,1,1,3,NA,NA,NA,NA,,6,27,2023,2023-06-27,12:00:00,12:00:00,2023-06-27T12:00:00Z,12:03:00,12:03:00,2023-06-27T12:03:00Z,180,20230627_648_120000,72.4,22.444444444444446,20.8,35.4,19.4,21.8,35.4,19.4,21.8,25.53333333333333,LGR,D,462.19,2289.6440000000002,70,29,0,2388.6440000000002,2.388644,2023-06-27T12:00:00Z,462.19,2.388644,22.444444444444446,101.325,180
6/27/23,LG PK,LGR3,395,PIST,white pine,23.8,70.5,16.9,20.8,22.7,22.9,29.4,D8,12:17:00,NA,12:20:30,1,1,1,1,NA,NA,NA,NA,,6,27,2023,2023-06-27,12:17:00,12:17:00,2023-06-27T12:17:00Z,12:20:30,12:20:30,2023-06-27T12:20:30Z,210,20230627_395_121700,70.5,21.38888888888889,20.8,22.7,22.9,29.4,22.7,22.9,29.4,25,LGR,D,462.19,2289.6440000000002,70,29,0,2388.6440000000002,2.388644,2023-06-27T12:17:00Z,462.19,2.388644,21.38888888888889,101.325,210
6/27/23,LG PK,LGR3,396,ACRU,red maple,23.2,72.2,17.2,20.6,16.8,25.6,17.7,C4,13:31:15,NA,13:34:15,2,1,2,3,NA,NA,NA,NA,,6,27,2023,2023-06-27,13:31:15,13:31:15,2023-06-27T13:31:15Z,13:34:15,13:34:15,2023-06-27T13:34:15Z,180,20230627_396_133115,72.2,22.333333333333332,20.6,16.8,25.6,17.7,16.8,25.6,17.7,20.033333333333335,LGR,C,213.35,1163.6016666666667,70,29,0,1262.6016666666667,1.2626016666666666,2023-06-27T13:31:15Z,213.35,1.2626016666666666,22.333333333333332,101.325,180
6/27/23,LG PK,LGR3,398,BELE,black birch,35,73.2,17.6,20.8,21.5,27.2,26.5,6,13:50:15,NA,13:53:15,1,1,2,2,NA,NA,NA,NA,,6,27,2023,2023-06-27,13:50:15,13:50:15,2023-06-27T13:50:15Z,13:53:15,13:53:15,2023-06-27T13:53:15Z,180,20230627_398_135015,73.2,22.88888888888889,20.8,21.5,27.2,26.5,21.5,27.2,26.5,25.066666666666666,LGR,D,462.19,2289.6440000000002,70,29,0,2388.6440000000002,2.388644,2023-06-27T13:50:15Z,462.19,2.388644,22.88888888888889,101.325,180
6/27/23,LG PK,LGR3,413,TSCA,hemlock,47.5,72.5,16.9,20.8,26.1,12.9,26.3,6,13:58:15,NA,14:03:00,1,1,1,2,NA,NA,NA,NA,,6,27,2023,2023-06-27,13:58:15,13:58:15,2023-06-27T13:58:15Z,14:03:00,14:03:00,2023-06-27T14:03:00Z,285,20230627_413_135815,72.5,22.5,20.8,26.1,12.9,26.3,26.1,12.9,26.3,21.766666666666666,LGR,D,462.19,2289.6440000000002,70,29,0,2388.6440000000002,2.388644,2023-06-27T13:58:15Z,462.19,2.388644,22.5,101.325,285
6/27/23,LG PK,LGR3,412,PIST,white pine,17.2,72,17.3,20.7,29.6,21.1,20.8,C4,14:09:15,NA,14:12:15,1,1,2,1,NA,NA,NA,NA,,6,27,2023,2023-06-27,14:09:15,14:09:15,2023-06-27T14:09:15Z,14:12:15,14:12:15,2023-06-27T14:12:15Z,180,20230627_412_140915,72,22.22222222222222,20.7,29.6,21.1,20.8,29.6,21.1,20.8,23.833333333333332,LGR,C,213.35,1163.6016666666667,70,29,0,1262.6016666666667,1.2626016666666666,2023-06-27T14:09:15Z,213.35,1.2626016666666666,22.22222222222222,101.325,180
6/27/23,LG PK,LGR3,356,TSCA,hemlock,24.4,72.5,17.1,21,18.6,25.2,21.8,D8,14:23:30,NA,14:26:30,2,1,1,2,NA,NA,NA,NA,,6,27,2023,2023-06-27,14:23:30,14:23:30,2023-06-27T14:23:30Z,14:26:30,14:26:30,2023-06-27T14:26:30Z,180,20230627_356_142330,72.5,22.5,21,18.6,25.2,21.8,18.6,25.2,21.8,21.866666666666664,LGR,D,462.19,2289.6440000000002,70,29,0,2388.6440000000002,2.388644,2023-06-27T14:23:30Z,462.19,2.388644,22.5,101.325,180
6/27/23,LG PK,LGR3,357,TSCA,hemlock,23.3,74,17,20.9,17.3,22.8,16.5,C4,14:32:45,NA,14:35:45,1,1,1,2,NA,NA,NA,NA,,6,27,2023,2023-06-27,14:32:45,14:32:45,2023-06-27T14:32:45Z,14:35:45,14:35:45,2023-06-27T14:35:45Z,180,20230627_357_143245,74,23.333333333333332,20.9,17.3,22.8,16.5,17.3,22.8,16.5,18.866666666666667,LGR,C,213.35,1163.6016666666667,70,29,0,1262.6016666666667,1.2626016666666666,2023-06-27T14:32:45Z,213.35,1.2626016666666666,23.333333333333332,101.325,180
6/27/23,LG PK,LGR3,358,BELE,black birch,31,73.3,17.2,21,25.6,17.2,16.3,6,14:49:15,NA,14:52:15,1,1,2,3,NA,NA,NA,NA,,6,27,2023,2023-06-27,14:49:15,14:49:15,2023-06-27T14:49:15Z,14:52:15,14:52:15,2023-06-27T14:52:15Z,180,20230627_358_144915,73.3,22.944444444444443,21,25.6,17.2,16.3,25.6,17.2,16.3,19.7,LGR,D,462.19,2289.6440000000002,70,29,0,2388.6440000000002,2.388644,2023-06-27T14:49:15Z,462.19,2.388644,22.944444444444443,101.325,180
6/27/23,LG PK,LGR3,355,TSCA,hemlock,50,72.4,16.8,21.4,25.4,27.4,22.2,6,15:06:30,NA,15:09:30,1,1,2,2,NA,NA,NA,NA,,6,27,2023,2023-06-27,15:06:30,15:06:30,2023-06-27T15:06:30Z,15:09:30,15:09:30,2023-06-27T15:09:30Z,180,20230627_355_150630,72.4,22.444444444444446,21.4,25.4,27.4,22.2,25.4,27.4,22.2,25,LGR,D,462.19,2289.6440000000002,70,29,0,2388.6440000000002,2.388644,2023-06-27T15:06:30Z,462.19,2.388644,22.444444444444446,101.325,180
6/27/23,LG PK,LGR3,352,BELE,black birch,64,72.5,17.5,22,30.8,19.4,28.1,6,15:13:15,NA,15:16:15,3,1,3,2,NA,NA,NA,NA,,6,27,2023,2023-06-27,15:13:15,15:13:15,2023-06-27T15:13:15Z,15:16:15,15:16:15,2023-06-27T15:16:15Z,180,20230627_352_151315,72.5,22.5,22,30.8,19.4,28.1,30.8,19.4,28.1,26.100000000000005,LGR,D,462.19,2289.6440000000002,70,29,0,2388.6440000000002,2.388644,2023-06-27T15:13:15Z,462.19,2.388644,22.5,101.325,180
6/27/23,LG PK,LGR3,351,TSCA,hemlock,53.9,72.3,17.2,21.7,20.3,26,26.6,6,15:21:30,NA,15:24:30,1,1,1,3,NA,NA,NA,NA,,6,27,2023,2023-06-27,15:21:30,15:21:30,2023-06-27T15:21:30Z,15:24:30,15:24:30,2023-06-27T15:24:30Z,180,20230627_351_152130,72.3,22.38888888888889,21.7,20.3,26,26.6,20.3,26,26.6,24.3,LGR,D,462.19,2289.6440000000002,70,29,0,2388.6440000000002,2.388644,2023-06-27T15:21:30Z,462.19,2.388644,22.38888888888889,101.325,180
6/27/23,LG PK,LGR3,350,TSCA,hemlock,33.8,74.4,17.7,21.3,23.1,12.2,24.6,6,15:30:15,NA,15:33:15,1,1,1,1,NA,NA,NA,NA,,6,27,2023,2023-06-27,15:30:15,15:30:15,2023-06-27T15:30:15Z,15:33:15,15:33:15,2023-06-27T15:33:15Z,180,20230627_350_153015,74.4,23.555555555555557,21.3,23.1,12.2,24.6,23.1,12.2,24.6,19.966666666666665,LGR,D,462.19,2289.6440000000002,70,29,0,2388.6440000000002,2.388644,2023-06-27T15:30:15Z,462.19,2.388644,23.555555555555557,101.325,180
6/27/23,LG PK,LGR3,341,BELE,black birch,32.7,75.1,16.8,20.9,19.3,19.9,21.9,6,15:48:45,NA,15:51:45,1,1,1,2,NA,NA,NA,NA,,6,27,2023,2023-06-27,15:48:45,15:48:45,2023-06-27T15:48:45Z,15:51:45,15:51:45,2023-06-27T15:51:45Z,180,20230627_341_154845,75.1,23.944444444444443,20.9,19.3,19.9,21.9,19.3,19.9,21.9,20.366666666666667,LGR,D,462.19,2289.6440000000002,70,29,0,2388.6440000000002,2.388644,2023-06-27T15:48:45Z,462.19,2.388644,23.944444444444443,101.325,180
6/27/23,LG PK,LGR3,299,TSCA,hemlock,31.4,74,17.4,21,25.4,22.7,14.7,6,15:58:15,NA,16:01:15,1,1,1,2,NA,NA,NA,NA,,6,27,2023,2023-06-27,15:58:15,15:58:15,2023-06-27T15:58:15Z,16:01:15,16:01:15,2023-06-27T16:01:15Z,180,20230627_299_155815,74,23.333333333333332,21,25.4,22.7,14.7,25.4,22.7,14.7,20.933333333333334,LGR,D,462.19,2289.6440000000002,70,29,0,2388.6440000000002,2.388644,2023-06-27T15:58:15Z,462.19,2.388644,23.333333333333332,101.325,180
6/27/23,LG PK,LGR3,333,TSCA,hemlock,39,75,17.8,20.7,21.8,22.4,14.5,6,16:15:30,NA,16:18:30,1,1,1,2,NA,NA,NA,NA,,6,27,2023,2023-06-27,16:15:30,16:15:30,2023-06-27T16:15:30Z,16:18:30,16:18:30,2023-06-27T16:18:30Z,180,20230627_333_161530,75,23.88888888888889,20.7,21.8,22.4,14.5,21.8,22.4,14.5,19.566666666666666,LGR,D,462.19,2289.6440000000002,70,29,0,2388.6440000000002,2.388644,2023-06-27T16:15:30Z,462.19,2.388644,23.88888888888889,101.325,180
6/27/23,LG PK,LGR3,331,BELE,black birch,27.6,73.3,16.6,20.9,18.1,22.9,20.2,6,16:25:30,NA,16:28:30,1,1,1,3,NA,NA,NA,NA,,6,27,2023,2023-06-27,16:25:30,16:25:30,2023-06-27T16:25:30Z,16:28:30,16:28:30,2023-06-27T16:28:30Z,180,20230627_331_162530,73.3,22.944444444444443,20.9,18.1,22.9,20.2,18.1,22.9,20.2,20.400000000000002,LGR,D,462.19,2289.6440000000002,70,29,0,2388.6440000000002,2.388644,2023-06-27T16:25:30Z,462.19,2.388644,22.944444444444443,101.325,180
6/28/23,NW PK,LGR 3,1244,TSCA,hemlock,23.5,73.7,16.5,20,21.5,21.2,23.9,C4,10:37:45,10:15:00,10:41:00,dead,2,dead,dead,NA,NA,NA,NA,,6,28,2023,2023-06-28,10:37:45,10:37:45,2023-06-28T10:37:45Z,10:41:00,10:41:00,2023-06-28T10:41:00Z,195,20230628_1244_103745,73.7,23.166666666666668,20,21.5,21.2,23.9,21.5,21.2,23.9,22.2,LGR,C,213.35,1163.6016666666667,70,29,0,1262.6016666666667,1.2626016666666666,2023-06-28T10:37:45Z,213.35,1.2626016666666666,23.166666666666668,101.325,195
6/28/23,NW PK,LGR 4,1252,ACSA,sugar maple,16.4,72.9,15.9,19.9,11.7,24.8,18.3,C4,10:26:00,NA,10:32:00,2,1,3,3,NA,NA,NA,NA,,6,28,2023,2023-06-28,10:26:00,10:26:00,2023-06-28T10:26:00Z,10:32:00,10:32:00,2023-06-28T10:32:00Z,360,20230628_1252_102600,72.9,22.722222222222225,19.9,11.7,24.8,18.3,11.7,24.8,18.3,18.266666666666666,LGR,C,213.35,1163.6016666666667,70,29,0,1262.6016666666667,1.2626016666666666,2023-06-28T10:26:00Z,213.35,1.2626016666666666,22.722222222222225,101.325,360
6/28/23,NW PK,LGR 5,1265,TSCA,hemlock,47.3,76.3,16.1,20.1,20.7,23,18.4,6,10:49:30,NA,10:51:30,1,1,1,1,NA,NA,NA,NA,,6,28,2023,2023-06-28,10:49:30,10:49:30,2023-06-28T10:49:30Z,10:51:30,10:51:30,2023-06-28T10:51:30Z,120,20230628_1265_104930,76.3,24.61111111111111,20.1,20.7,23,18.4,20.7,23,18.4,20.7,LGR,D,462.19,2289.6440000000002,70,29,0,2388.6440000000002,2.388644,2023-06-28T10:49:30Z,462.19,2.388644,24.61111111111111,101.325,120
6/28/23,NW PK,LGR 6,1264,TSCA,hemlock,28.3,71.5,16.8,20.4,30.8,24.9,21.3,D8,11:01:45,NA,11:08:00,1,1,1,1,NA,NA,NA,NA,,6,28,2023,2023-06-28,11:01:45,11:01:45,2023-06-28T11:01:45Z,11:08:00,11:08:00,2023-06-28T11:08:00Z,375,20230628_1264_110145,71.5,21.944444444444443,20.4,30.8,24.9,21.3,30.8,24.9,21.3,25.666666666666668,LGR,D,462.19,2289.6440000000002,70,29,0,2388.6440000000002,2.388644,2023-06-28T11:01:45Z,462.19,2.388644,21.944444444444443,101.325,375
6/28/23,NW PK,LGR 7,1080,ACSA,sugar maple,32.8,71.6,16.4,19.5,30.8,19.6,24.4,D8,11:14:45,NA,11:20:00,1,1,2,3,NA,NA,NA,NA,,6,28,2023,2023-06-28,11:14:45,11:14:45,2023-06-28T11:14:45Z,11:20:00,11:20:00,2023-06-28T11:20:00Z,315,20230628_1080_111445,71.6,21.999999999999996,19.5,30.8,19.6,24.4,30.8,19.6,24.4,24.933333333333337,LGR,D,462.19,2289.6440000000002,70,29,0,2388.6440000000002,2.388644,2023-06-28T11:14:45Z,462.19,2.388644,21.999999999999996,101.325,315
6/28/23,NW PK,LGR 8,1411,TSCA,hemlock,33.6,71,16.6,19.9,11.2,29.7,33.8,D8,11:25:15,NA,11:30:00,1,1,1,1,NA,NA,NA,NA,,6,28,2023,2023-06-28,11:25:15,11:25:15,2023-06-28T11:25:15Z,11:30:00,11:30:00,2023-06-28T11:30:00Z,285,20230628_1411_112515,71,21.666666666666668,19.9,11.2,29.7,33.8,11.2,29.7,33.8,24.899999999999995,LGR,D,462.19,2289.6440000000002,70,29,0,2388.6440000000002,2.388644,2023-06-28T11:25:15Z,462.19,2.388644,21.666666666666668,101.325,285
6/28/23,NW PK,LGR 9,1409,PIST,white pine,37.6,73.6,16.6,20,19.1,18.3,17.4,D8,11:39:00,NA,11:42:00,1,1,1,1,NA,NA,NA,NA,,6,28,2023,2023-06-28,11:39:00,11:39:00,2023-06-28T11:39:00Z,11:42:00,11:42:00,2023-06-28T11:42:00Z,180,20230628_1409_113900,73.6,23.111111111111107,20,19.1,18.3,17.4,19.1,18.3,17.4,18.26666666666667,LGR,D,462.19,2289.6440000000002,70,29,0,2388.6440000000002,2.388644,2023-06-28T11:39:00Z,462.19,2.388644,23.111111111111107,101.325,180
6/28/23,NW PK,LGR 10,1413,TSCA,hemlock,28.1,73.6,15.7,20.2,23.7,11,18.3,D8,11:45:00,NA,11:48:00,2,1,1,1,NA,NA,NA,NA,,6,28,2023,2023-06-28,11:45:00,11:45:00,2023-06-28T11:45:00Z,11:48:00,11:48:00,2023-06-28T11:48:00Z,180,20230628_1413_114500,73.6,23.111111111111107,20.2,23.7,11,18.3,23.7,11,18.3,17.666666666666668,LGR,D,462.19,2289.6440000000002,70,29,0,2388.6440000000002,2.388644,2023-06-28T11:45:00Z,462.19,2.388644,23.111111111111107,101.325,180
6/28/23,NW PK,LGR 11,1414,TSCA,hemlock,50,73.6,16.3,20,11.3,26.1,15.4,D8,11:54:00,NA,11:59:00,1,1,1,1,NA,NA,NA,NA,,6,28,2023,2023-06-28,11:54:00,11:54:00,2023-06-28T11:54:00Z,11:59:00,11:59:00,2023-06-28T11:59:00Z,300,20230628_1414_115400,73.6,23.111111111111107,20,11.3,26.1,15.4,11.3,26.1,15.4,17.6,LGR,D,462.19,2289.6440000000002,70,29,0,2388.6440000000002,2.388644,2023-06-28T11:54:00Z,462.19,2.388644,23.111111111111107,101.325,300
6/28/23,NW PK,LGR 12,1412,PIST,white pine,66.8,73.6,16.6,19.9,19.5,21.4,23.6,D8,12:02:45,NA,12:07:15,1,1,1,1,NA,NA,NA,NA,,6,28,2023,2023-06-28,12:02:45,12:02:45,2023-06-28T12:02:45Z,12:07:15,12:07:15,2023-06-28T12:07:15Z,270,20230628_1412_120245,73.6,23.111111111111107,19.9,19.5,21.4,23.6,19.5,21.4,23.6,21.5,LGR,D,462.19,2289.6440000000002,70,29,0,2388.6440000000002,2.388644,2023-06-28T12:02:45Z,462.19,2.388644,23.111111111111107,101.325,270
6/28/23,NW PK,LGR 13,1408,TSCA,hemlock,33.5,72.4,15.7,20.5,21.4,29.9,29.7,D8,12:11:30,NA,12:16:30,1,1,1,1,NA,NA,NA,NA,,6,28,2023,2023-06-28,12:11:30,12:11:30,2023-06-28T12:11:30Z,12:16:30,12:16:30,2023-06-28T12:16:30Z,300,20230628_1408_121130,72.4,22.444444444444446,20.5,21.4,29.9,29.7,21.4,29.9,29.7,27,LGR,D,462.19,2289.6440000000002,70,29,0,2388.6440000000002,2.388644,2023-06-28T12:11:30Z,462.19,2.388644,22.444444444444446,101.325,300
6/28/23,NW PK,LGR 14,1407,TSCA,hemlock,26.2,72.6,16.3,16.3,26,20.9,26.9,D8,12:19:15,NA,12:23:45,1,1,1,1,NA,NA,NA,NA,,6,28,2023,2023-06-28,12:19:15,12:19:15,2023-06-28T12:19:15Z,12:23:45,12:23:45,2023-06-28T12:23:45Z,270,20230628_1407_121915,72.6,22.555555555555554,16.3,26,20.9,26.9,26,20.9,26.9,24.599999999999998,LGR,D,462.19,2289.6440000000002,70,29,0,2388.6440000000002,2.388644,2023-06-28T12:19:15Z,462.19,2.388644,22.555555555555554,101.325,270
