tree_id,dbh,species_id,CO2_concentration,CH4_concentration,N2O_concentration,O2_concentration,CO2_best.flux_75cm,CO2_best.flux_RootCrowncm,CO2_best.flux_125cm,CO2_best.flux_200cm,CO2_best.flux_50cm,CH4_best.flux_75cm,CH4_best.flux_RootCrowncm,CH4_best.flux_125cm,CH4_best.flux_200cm,CH4_best.flux_50cm,Temp_Air_75cm,Temp_Air_RootCrowncm,Temp_Air_125cm,Temp_Air_200cm,Temp_Air_50cm,VWC_mean,ORP_mean,SoilTemp_mean,OrganicDepth_mean,MineralDepth_mean,outer_moisture_fresh_percent,inner_moisture_fresh_percent,middle_moisture_fresh_percent,outer_moisture_dry_percent,inner_moisture_dry_percent,middle_moisture_dry_percent,outer_density_final,inner_density_final,middle_density_final,ddpcr_mcra_Inner_loose,ddpcr_mcra_Inner_strict,ddpcr_mcra_Outer_loose,ddpcr_mcra_Outer_strict,ddpcr_mcra_probe_Inner_loose,ddpcr_mcra_probe_Inner_strict,ddpcr_mcra_probe_Mineral_loose,ddpcr_mcra_probe_Organic_loose,ddpcr_mcra_probe_Organic_strict,ddpcr_mcra_probe_Outer_loose,ddpcr_mcra_probe_Outer_strict,ddpcr_mmox_Inner_loose,ddpcr_mmox_Inner_strict,ddpcr_mmox_Mineral_loose,ddpcr_mmox_Mineral_strict,ddpcr_mmox_Organic_loose,ddpcr_mmox_Organic_strict,ddpcr_mmox_Outer_loose,ddpcr_mmox_Outer_strict,ddpcr_pmoa_Inner_loose,ddpcr_pmoa_Inner_strict,ddpcr_pmoa_Mineral_loose,ddpcr_pmoa_Mineral_strict,ddpcr_pmoa_Organic_loose,ddpcr_pmoa_Organic_strict,ddpcr_pmoa_Outer_loose,ddpcr_pmoa_Outer_strict,ddpcr_16s_arc_Outer_loose,ddpcr_16s_arc_Outer_strict,ddpcr_16s_bact_Outer_loose,ddpcr_16s_bact_Outer_strict,ddpcr_mcra_probe_Mineral_strict,ddpcr_16s_arc_Inner_loose,ddpcr_16s_arc_Inner_strict,ddpcr_16s_bact_Inner_loose,ddpcr_16s_bact_Inner_strict,plot,species
bb5,31.5,BELE,742.380578755373,0,0.337612664864827,184199.964530373,NA,NA,1.751024357774725,0.32889644530258044,0.7284647657793087,NA,NA,0.00344694311422396,0.00270627453343509,0.01399340143723131,NA,NA,22.1,22.1,22.1,34.95,475.25,16,5,10.666666666666666,31.20121169754165,43.31459067950061,40.48201187565491,45.351397121083814,76.41223940820441,68.01643192488264,0.5669510424478187,0.5710795597763971,0.578516621813247,1.24715495109558,0.146655514836311,1.66657078266144,0.0640552416443825,0.591377019882202,0.0739058703184128,0.179490507,0.0752339288592339,0,0,0,1.18879449367523,0,1.99160730838776,0.0710708051919937,1.84116566181183,0.204431742429733,1.79788529872894,0.0816624835133553,2.13128781318665,0.228167682886124,177.568603515625,38.5924530029297,181.58137512207,47.8222427368164,2.83406686782837,0.249790281057358,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ridge,BELE
bb6,29.5,BELE,1147.91857044082,0,0.347076471112451,191727.409635874,NA,NA,1.077973712475313,0.7768193062376766,1.6119978643698456,NA,NA,-0.00165588260375085,0.00467294065173972,-0.00178156125634413,NA,NA,22.2,22.2,22.2,23.35,453,18.575,6,15.75,32.013237727523446,38.47918715175352,35.07088331515813,47.08745740710694,62.546616941928605,54.014108162579774,0.5917221464192898,0.5406437459819927,0.5298995476101042,0.42703104019165,0,0.645454883575439,0.129062652587891,0.500033020973206,0.071420282125473,0.118214488,0,0,0.242796525359154,0,1.23134243488312,0,2.09485554695129,0.558263540267944,2.23360371589661,0.558003485202789,1.73259139060974,0,12.1040906906128,0.145973160862923,207.848876953125,41.6361083984375,240.797821044922,67.8396377563477,2.18602323532104,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ridge,BELE
bb7,32,BELE,777.432906032189,0,0.332210007276708,184879.663346378,NA,NA,2.032228649659912,2.059657533291313,1.357953005384946,NA,NA,0.01777076422140866,0.00556676581642692,-0.00954212779672746,NA,NA,22.8,22.8,22.8,39.03333333333333,426.3333333333333,18.266666666666666,5.666666666666667,13.333333333333334,36.61055458019209,39.20631391729656,39.545750923712234,57.754969045291624,64.49076613640517,65.41434477799748,0.5893218456468604,0.5250897969766504,0.5814445110831535,0.91211062669754,0.121573895215988,0.52712208032608,0,2.74518013000488,0.403301417827606,0.059939913,0,0,0.0681005269289017,0,1.45333015918732,0,1.83287906646729,0.339206695556641,0.946451425552368,0.126149535179138,1.42564105987549,0,14.155158996582,0.172654911875725,177.21760559082,38.2567825317383,271.878967285156,62.8829078674316,0.445615947246552,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ridge,BELE
bb8,22.5,BELE,575.826955269734,0,0.310553362758032,207782.8636608,NA,NA,0.8269867366582193,0.984799198729414,1.6792166582789712,NA,NA,0.01485835876942113,0.0185167525974431,0.00755580848060163,NA,NA,22.3,22.3,22.3,20.95,462.5,19.175,8.75,7.75,36.105822226676025,44.24247548190735,NA,56.50878293601005,79.34799090219865,NA,0.612172709000388,0.6331993437668694,NA,132.722244262695,1.45223808288574,1.61415147781372,0.841889619827271,667.723327636719,107.501396179199,0.062015794,0,0,5.54401588439941,3.51905274391174,1.26314473152161,0,4.38683271408081,1.04300129413605,2.33463335037231,0.245532840490341,1.23806428909302,0,41.6678695678711,0.304982662200928,742.773376464844,45.0440063476563,845.42626953125,129.076507568359,26.265739440918,0.0874601751565933,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ridge,BELE
bb9,34,BELE,46385.395148782,116.895146682249,0.934835219805851,134351.574606334,NA,NA,2.2914186180687848,2.3984775985751283,2.281593748936076,NA,NA,0.00591599706529596,0.00804188566524294,-0.00155000452908625,NA,NA,22.1,22.1,22.1,29.833333333333336,434.6666666666667,18.2,7.333333333333333,11,33.383985973115145,39.1555354312882,35.08114856429463,50.11405509738552,64.35348837209303,54.038461538461526,0.5471725640830005,0.5160646660723158,0.6274770347699754,1.44314289093018,0.618273079395294,0.495434254407883,0.123839005827904,4.31706809997559,2.33349609375,0.062790304,0.0608797445893288,0,0.261597782373428,0.0653939917683601,1.57437527179718,0,2.41616487503052,0.20115765929222101,0.940283238887787,0,0.878673553466797,0,4.0450873374939,0.533460378646851,220.115325927734,51.7684173583984,261.483062744141,66.5332870483398,4.46609306335449,0.0857267156243324,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ridge,BELE
bbgt1,NA,BELE,11991.0999976891,7.47453706529252,0.66051697358212,178009.874853008,NA,NA,2.96433244886449,3.1036796347293025,3.5430974898308025,NA,NA,0.02630893107691928,0.0180657300722723,0.02312802994834348,NA,NA,27.2,27.2,27.2,33.791666666666664,264.5,17.875,0.5,19.5,39.048140043763674,47.246254484068366,31.22834469654634,64.06390235146293,89.56,45.40874370225908,0.5348830241281622,0.4800601544858753,0.5773671091774024,0.904728829860687,0,0.20146769285202001,0,0.659937500953674,0,0.445427924,0.0670525506138802,0,0.0647283717989922,0,1.48385035991669,0,36.6071701049805,6.12498378753662,45.609447479248,2.77047610282898,2.39655947685242,0.0798067077994347,10.2717132568359,1.75450813770294,1154.05102539063,30.266939163208,1169.2568359375,161.987854003906,0.973789632320404,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lab,BELE
bbx1,31.5,BELE,11204.5989639909,0,0.64420096919258,188087.712873774,NA,NA,3.6725498303609183,3.386628718363363,3.9941307352627193,NA,NA,0.02904102325242993,0.01455509886021489,0.04656669652096985,NA,NA,26.2,26.2,26.2,31.108333333333334,194,18.5,0.5,20.625,32.95277009974763,39.78468610136688,29.241342137178272,49.14859293780248,66.07071112896745,41.3254618167968,0.5356511203753396,0.4779478898061374,0.5233124083880696,0.560031473636627,0.124428413808346,0.57458883523941,0.0718082562088966,0.270266622304916,0.0675608366727829,0.130392969,0.286054491996765,0.071507103741169,0.127028077840805,0,0.376145601272583,0,20.0020065307617,5.11098289489746,14.1772699356079,0.519642472267151,1.34547758102417,0.149421542882919,13.1920680999756,0.283674865961075,752.660888671875,40.8065414428711,868.334777832031,132.735244750977,58.9811592102051,10.8302164077759,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lab,BELE
bbx2,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lab,NA
bbx3,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lab,NA
bbx4,35.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lab,NA
bbx6,20.5,BELE,6415.70855644719,0,0.535193385316109,196712.813452238,NA,NA,1.766928308696303,1.9718544774071445,3.1522490225189257,NA,NA,0.00484935789928773,0.0383973564879053,0.03684902147052361,NA,NA,26.4,26.4,26.4,34.041666666666664,212,18.275,0.5,20.25,35.755642207255114,47.417683436403145,NA,55.65569247746921,90.17800381436749,NA,0.5220174119879407,0.4724020162691785,NA,1.06624031066895,0.250793129205704,0.670077919960022,0,0.477754533290863,0.204728186130524,0.601689756,0.495956420898438,0.123969502747059,0,0,0.435085266828537,0.0725030452013016,12.8737010955811,3.60434317588806,30.6188926696777,3.57517671585083,1.88228785991669,0,33.3537864685059,0.653534233570099,317.867156982422,37.0050163269043,1311.64233398438,247.214218139648,43.2578353881836,1.17764830589294,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lab,BELE
bbx7,21.5,BELE,19193.2853735529,0,0.890683875437142,176971.103061411,NA,NA,3.414266979370229,2.724321773615443,4.1478787629291185,NA,NA,0.00770846605281065,0.1562626648914217,-0.00270351749985487,NA,NA,26.8,26.8,26.8,32.541666666666664,255.75,17.875,0.5,22.625,28.43662331038,38.38171710932674,28.740468051538254,39.73627940128296,62.28949478748997,40.33210332103321,0.5388195173949464,0.47890801011510914,0.4580855699495501,0.73527330160141,0.200483500957489,0.264836639165878,0.132410869002342,0.380222141742706,0.0633618235588074,0.141394213,0.3851597905159,0,0.0616518035531044,0,0.746112763881683,0,35.0301895141602,14.1149482727051,56.4567604064941,2.32262229919434,0.661018133163452,0,29.7782287597656,0.434629857540131,667.760864257813,33.7207832336426,1385.62219238281,204.611694335938,9.49088287353516,0.639830529689789,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lab,BELE
bbz1,NA,NA,NA,NA,NA,NA,NA,NA,3.376352396390261,3.3708704094676274,2.299775978029548,NA,NA,0.117347038415371,0.11495890839479814,6.908684876590517e-4,NA,NA,27.25,27.2,27.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lab,NA
bc1,28.5,PRSE,800.442512323882,0,0.283489106187637,201635.59547741,NA,NA,1.198159671743726,1.2193269173780965,1.2938396396120178,NA,NA,0.03876898467306566,0.01936917771860043,0.03530971150853196,NA,NA,19.4,19.4,19.4,11.75,331,15.6,9.375,18.25,42.733602875112304,NA,NA,74.62247499509706,NA,NA,0.4895653455446956,NA,NA,NA,NA,0.421648859977722,0,NA,NA,0,0,0,0.160763949155807,0,NA,NA,1.84844756126404,0.131935685873032,0.639718055725098,0.0581418164074421,0.564467191696167,0,NA,NA,55.8419876098633,18.0291652679443,210.866775512695,25.3878993988037,0.456379622220993,0.0760509818792343,2.07776284217834,0.166086062788963,0.603871285915375,0.0862483456730843,0,NA,NA,NA,NA,Lowland,PRSE
bc2,31,PRSE,24060.9646955968,0,0.818854181841841,160729.490257375,NA,NA,1.580847195354537,1.20195709511046,1.6160063366308246,NA,NA,0.05750519480714191,0.04378766425940337,0.02770976969923288,NA,NA,22.9,22.4,22.8,16.908333333333335,410.5,15.625,13.25,13.25,42.74572542745725,39.99805030220316,NA,74.65944813133078,66.6612510154346,NA,0.5497648889172243,0.5909540501721124,NA,0.413014054298401,0.117989227175713,0.141598433256149,0,300.963195800781,9.45614051818848,0,0,0,0.145368903875351,0,0,0,2.48282957077026,0.283486872911453,1.60441851615906,0.123339153826237,0.646501243114471,0,0.375090271234512,0,83.1834106445313,21.6424522399902,123.94556427002,26.1594009399414,0.50907427072525,0.169666945934296,4.85767126083374,0.954024016857147,43.8257331848145,34.3596267700195,0,NA,NA,NA,NA,Ridge,PRSE
bc4,49,PRSE,124122.848699871,0,1.22548934570175,9776.8967334013,NA,NA,1.2328775145220408,1.3805974048427765,1.1795499335115465,NA,NA,0.02374444627120966,0.02533417130709003,0.02317914457396426,NA,NA,21,22.5,21.9,13,375.25,18.05,9.5,12.875,41.69453734671126,43.02906680265171,NA,71.51051625239006,75.5281059792338,NA,0.5021429215922255,0.5241626315398944,NA,0.356650352478027,0,1.30467414855957,0.153415992856026,1.8252055644989,0.125785365700722,0,0,0,0,0,0.484186977148056,0,2.49325704574585,0.48438635468483,0.97285258769989,0.0648318156599998,0.581239640712738,0,0.876110672950745,0,282.704833984375,74.6555786132813,80.5284881591797,11.582688331604,0.781759977340698,0.0781526267528534,0.562078595161438,0.0802805051207542,0.653277218341827,0.489923924207687,0,NA,NA,NA,NA,Lowland,PRSE
bc5,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lowland,NA
bo1,25,QUVE,42496.5307692319,11525.0918179167,0.993627022256524,157973.462660618,NA,NA,1.7733210961801498,1.773522236570969,2.1339696147344163,NA,NA,0.17128716647764866,0.17112916113516544,0.3117193953069769,NA,NA,19.2,19.1,19.1,9.6,284.25,17.675,11,17.75,50.826304011017385,49.059151126487215,49.17220407703571,103.36075617013827,96.30611230743747,96.74274318635057,0.5485167325155611,0.5796246305262458,0.5683398418664101,0.81856966,0,0.0678844004869461,0.0678844004869461,0.946756064891815,0.126190140843391,0,0,0,0.10800739377737,0,1.279554844,0,1.75320076942444,0.146000325679779,3.74724364280701,0.325373858213425,0,0,0.433109819889069,0,304.438262939453,81.3037643432617,210.79736328125,49.3326377868652,0.0802914574742317,0,0.077361211180687,0,0.302648544311523,0,0,NA,NA,NA,NA,Lowland,QUVE
bo2,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lowland,NA
bowser,44.5,QURU,213.027834187551,0,0.171675091838755,147850.508807963,NA,NA,3.5461838014840392,7.087850178683491,11.455883011911226,NA,NA,0.05363428329576511,0.0395801989994478,0.04893788076691117,NA,NA,22.1,22.1,22.1,NA,NA,NA,NA,NA,50.88175236680898,50.02789511436997,48.114280299440914,103.59032501889642,100.11164274322168,92.73125741941374,0.5080956675078504,0.6019954337252875,0.6029520302528754,0.559557974338531,0.124323219060898,0.361623764038086,0.144636169075966,0.468830108642578,0.117190010845661,NA,NA,NA,0,0,0.856913387775421,0,NA,NA,NA,NA,0.268222957849503,0,0.569236993789673,0,NA,NA,NA,NA,0.076760545372963,0,4.04782629013062,0.164945051074028,48.8811798095703,39.2633399963379,NA,NA,NA,NA,NA,Ridge,QURU
cul8r,NA,BEAL,2511.63576204891,0,0.384832937589161,210954.698576142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.666666666666664,286.875,18.825,3.375,22.75,35.571514063435075,47.42004700112395,42.58266309204647,55.210848968976414,90.18655266226196,74.16342412451361,0.5168327623194933,0.4940779109968628,0.5250019561824253,0.491630017757416,0,0.0709037557244301,0,0.223415851593018,0,82.79775238,76.9514541625977,16.5625057220459,0,0,0.921457350254059,0,19.8506717681885,8.5762357711792,31.6523132324219,7.75578355789185,1.26178991794586,0,0.303879767656326,0.151930078864098,400.234130859375,97.5733032226563,774.749572753906,206.831802368164,0.0858455672860146,0,NA,NA,NA,NA,NA,6.4937105178833,2.04209876060486,206.59016418457,190.045166015625,NA,BEAL
h1,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lowland,NA
h10,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lowland,NA
h101,23,TSCA,11883.4323342494,376.983376885523,0.602229559299478,167255.139397547,NA,NA,2.045501506242165,1.9162299963170064,3.0473072111333823,NA,NA,0.10358564692607032,0.10687480880000735,0.13734072002920256,NA,NA,21.6,21.6,21.6,31.225,422.75,17.1,6.25,7.833333333333333,59.3362935265249,47.66146993318486,43.37078651685393,145.91954022988506,91.06382978723406,76.5873015873016,0.33412186752216916,0.4061308906950504,0.36220107464203766,0.883180916,0,1.19039833545685,0.23798331618309,0.553763508796692,0,0,0,0,0.219552218914032,0,0.792017937,0,2.18395805358887,0.409183442592621,2.24843144416809,0.332829922437668,1.08234798908234,0,1.87611877918243,0,158.438827514648,54.0217666625977,166.624649047852,46.0149765014648,2.64006972312927,0.799395680427551,20.3282909393311,4.03765487670898,56.9247627258301,48.9497756958008,0,NA,NA,NA,NA,Ridge,TSCA
h102,28,TSCA,6647.24411323699,0,0.471008640957542,170913.343981261,NA,NA,2.4384960239638467,2.176429440268029,2.7681216347780473,NA,NA,0.10110464231098448,0.08008111390415089,0.15603218058041415,NA,NA,24,23.9,24,33.05,430,17.35,2.5,18,56.2281442180152,61.912121881209984,NA,128.4573002754821,162.55072463768118,NA,0.3485236721567454,0.33124150659525387,NA,0.786865115,0,1.50495648384094,0.23140649497509,0.629835963249207,0.0629684254527092,0,0,0,0.162171140313148,0,1.282997251,0,1.1234575510025,0.0701846778392792,2.01733756065369,0.322541624307632,0.457788467407227,0,0.997691929340363,0.0767155066132545,0.88602489233017,0.068132072687149,235.394119262695,68.5786285400391,13.1911191940308,2.29779481887817,52.5258865356445,6.07909202575684,495.751190185547,434.392700195313,0,NA,NA,NA,NA,Ridge,TSCA
h103,65,TSCA,3964.62474889984,0,0.405453834615543,169979.124454794,NA,NA,0.815813840227704,0.7972146506344687,1.0042258559851456,NA,NA,0.15716816262106853,0.05013748544008231,0.2767840058691856,NA,NA,20.2,20.2,20.2,28.1,432.75,17.5,7,11.875,51.895424836601315,58.201701093560146,37.91946308724832,107.88043478260867,139.24418604651163,61.08108108108108,0.3533242737016042,0.3302813862862821,0.3613881122274138,2.067005873,0.206537247,2.97912645339966,0.070843979716301,12.8604459762573,0,0.0689870491623878,0.062770203,0,0,0,1.373739719,0.068648905,2.45032501220703,0.209827989339828,4.22404432296753,0.301215022802353,0.600043296813965,0,3.1940062046051,0.816246271133423,99.84912109375,33.7873039245605,219.685333251953,61.4958763122559,1.42465388774872,0.0837554186582565,7.60280895233154,1.75628399848938,6.24742460250854,5.57945013046265,0,NA,NA,NA,NA,Ridge,TSCA
h104,22.5,TSCA,2357.04407431527,1.39308327405917,0.339501733422979,163056.620990821,NA,NA,1.5432508466687322,1.25611327328375,1.3449659391579094,NA,NA,0.22081341538001464,0.10067594547595864,0.12225582755719704,NA,NA,23.5,23.8,23.4,27.625,403.5,17.55,3.875,16.5,57.15956202827681,58.46579257827341,NA,133.424317617866,140.77513285554093,NA,0.38692848451561546,0.3662858978727228,NA,0.55412215,0,0.595605909824371,0.0744342505931854,0.619847536087036,0.123943381011486,0,0.138792023,0,0,0,3.053503513,0,2.03060030937195,0.261816084384918,4.72945594787598,0.400064826011658,0.819440484046936,0.081918366253376,0.390659332275391,0.0781214907765388,328.829437255859,113.178558349609,541.494018554688,163.827056884766,14.7293539047241,2.94802165031433,26.9059829711914,5.90969753265381,392.182159423828,347.4091796875,0,NA,NA,NA,NA,Ridge,TSCA
h11,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lowland,NA
h12,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lowland,NA
h12',26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lowland,NA
h14,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lowland,NA
h15,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lowland,NA
h2,40,TSCA,621.773544450815,0,0.279869456453662,185889.216547302,NA,NA,0.928182937874792,0.9112308062620756,1.121915623799432,NA,NA,0.07687091226545972,0.02722214048461529,0.05215713907424882,NA,NA,18.8,18.6,18.8,17.85,275.5,15.675,28.125,5,41.49888143176734,56.85483870967742,43.8961038961039,70.93690248565964,131.77570093457948,78.24074074074075,0.5021429215922255,0.4109314922399092,0.4147719734757962,0.659013391,0,1.02959501743317,0.0791676342487335,0.312733083963394,0.0625399649143219,0,0,0,0.332994788885117,0,1.391141176,0.086898148,1.10949420928955,0.0739337354898453,3.9209315776825,0.844586491584778,0.510953545570374,0,0.848671317100525,0.0706992372870445,18.9478645324707,4.19850444793701,76.719612121582,18.4126052856445,8.19357490539551,1.2167090177536,5.27854061126709,1.78064298629761,29.7491760253906,25.6362361907959,0,NA,NA,NA,NA,Lowland,TSCA
h3,30,TSCA,1103.23130473539,0,0.304149581865565,186237.659027163,NA,NA,1.4630936918518107,1.247297162119885,1.738582345316968,NA,NA,0.05229753625014426,0.0949482385154546,0.04269597976363324,NA,NA,21,21,21,33.858333333333334,292.5,17.6,45,0,43.292171202493705,60.78797497899357,53.17139001349528,76.34249471458774,155.02380952380955,113.54466858789628,0.45413690614363794,0.4032505297681352,0.4773090934286496,0.468140513,0.066865817,0.785675585269928,0.157093152403831,0.940499365329742,0.188039734959602,NA,NA,NA,0.139981031417847,0,1.374423981,0,NA,NA,NA,NA,0.510795116424561,0.0729571580886841,0.599136233329773,0,NA,NA,NA,NA,5.65654420852661,0.970285058021545,15.4184398651123,4.13707685470581,80.3957290649414,66.5143890380859,NA,NA,NA,NA,NA,Lowland,TSCA
h301,31,TSCA,242.645607096149,0,0.194693020782285,154811.504031153,NA,NA,2.793003127046478,2.2016975460485395,2.5383098211636543,NA,NA,0.04494466004380838,0.02582326406303669,0.05031576146666775,NA,NA,22.6,22.6,22.6,6.791666666666667,286.25,17.575,2.875,6.875,53.80952380952381,61.67728237791932,62.69938650306748,116.49484536082473,160.94182825484765,168.09210526315786,0.3725266798810392,0.3466034315388019,0.3316779249175138,0.82472533,0.06870503,1.02658867835999,0,0.976150631904602,0.069698192179203,0,0.133811489,0,0,0,0.989581168,0,1.41604280471802,0,2.22228670120239,0.382853537797928,0.659600377082825,0,0.459494739770889,0,0.777317881584167,0.064756877720356,127.643508911133,38.7322807312012,3.78551292419434,0.904123842716217,7.17715263366699,3.00444459915161,28.171501159668,25.1290054321289,0,NA,NA,NA,NA,Ridge,TSCA
h304,NA,TSCA,19090.9701585974,0,0.780427986614246,158411.732632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
