Section Id,Quadrat,Sub_Quadrat,Tag,Stem_Tag,Species_Code,PX,PY,DBH,Status,POM,Codes,Notes,Secondary,Latitude,Longitude
,107,d,9408,,PIST,156.2,22.6,2,LI,1.3,M,,FALSE,41.98916721,-72.12901129
,409,d,9429,,PIST,196.2,89.3,2,LI,1.3,M,,FALSE,41.98969547,-72.1283945
,408,c,9449,,PIST,174.9,95.8,2,LI,1.3,M,,FALSE,41.9897863,-72.12863464
,408,c,9456,,PIST,174,97.7,2,LI,1.3,M,,FALSE,41.98980454,-72.12864137
,107,d,9457,,PIST,158.3,20.2,2,LI,1.3,M,,FALSE,41.98914268,-72.12899131
,409,d,9460,,PIST,192.2,89.8,2,LI,1.3,M,,FALSE,41.98970614,-72.12844111
,409,c,9479,,PIST,194,91.2,2,LI,1.3,M,,FALSE,41.98971573,-72.12841672
,409,c,9480,,PIST,196.8,91.8,2,LI,1.3,M,,FALSE,41.98971667,-72.12838209
,107,c,9485,,BELE,159.9,31.8,2,LI,1.3,M,,FALSE,41.98924291,-72.12894787
,107,b,9640,,BELE,149.1,37.7,2,LI,1.3,M,,FALSE,41.98931204,-72.12906416
,107,c,9788,,BELE,151.3,38.1,2,LI,1.3,M,,FALSE,41.98931214,-72.1290371
,107,b,9807,,PIST,141.2,38.4,2,LI,1.3,M,,FALSE,41.98933057,-72.12915682
,107,a,9842,,PIST,149.7,29,2,LI,1.3,M,,FALSE,41.98923405,-72.12907529
,107,b,9880,,BELE,149.6,37.7,2,LI,1.3,M,,FALSE,41.98931125,-72.1290582
,509,a,983,,PIST,191,115.5,1.9,LI,,,,FALSE,41.98993563,-72.1284014
,509,a,986,,PIST,190.4,117.3,1.9,LI,,"M,L",,FALSE,41.98995251,-72.12840477
,500,b,1328,,KALA,9.9,112.6,1.9,LI,1.3,M,,FALSE,41.99019279,-72.13056545
,500,b,1336,,KALA,9,112.5,1.9,LI,1.3,M,,FALSE,41.99019331,-72.13057638
,6,d,1429,,BELE,134.6,8.7,1.9,LI,1.3,M,,FALSE,41.98907784,-72.12929787
,308,c,1432,,PIST,177.6,78.8,1.9,LI,,,,FALSE,41.98963153,-72.12863819
,6,d,1435,,BELE,137.4,2.6,1.9,LI,1.3,M,,FALSE,41.98901944,-72.12927733
,308,c,1450,,PIST,175,76.6,1.9,LI,,M,,FALSE,41.9896161,-72.1286738
,104,a,1479,,KALA,84,20.3,1.9,LI,1.3,M,,FALSE,41.9892596,-72.12987643
,308,d,1494,,PIST,179.1,69.5,1.9,LI,1.3,M,,FALSE,41.98954682,-72.12863986
,308,c,1495,,PIST,176.5,72.1,1.9,LI,,M,,FALSE,41.98957391,-72.12866538
,702,d,1741,,KALA,57.8,147.1,1.9,LI,1.3,M,,FALSE,41.99042354,-72.12992219
,307,d,1763,,PIST,157.7,65.5,1.9,LI,1.3,M,,FALSE,41.98954482,-72.12890326
,702,c,1891,,KALA,40,155.7,1.9,LI,1.3,M,,FALSE,41.9905275,-72.13011622
,700,c,1897,,KALA,17.7,160,1.9,,,M,,TRUE,41.99060041,-72.13037291
,207,a,2006,,PIST,147,47.2,1.9,LI,,,,FALSE,41.98939945,-72.12906922
,308,d,2023,,BELE,175.5,64.9,1.9,LI,,,,FALSE,41.9895117,-72.12869243
,308,b,2054,,PIST,164.4,73.1,1.9,,,,,FALSE,41.98960166,-72.12880746
,206,c,2068,,TSCA,139.9,50.3,1.9,LI,,,,FALSE,41.989438,-72.1291473
,207,c,2103,,PIST,159.3,58.7,1.9,,,,,FALSE,41.98948209,-72.12889849
,308,c,2145,,PIST,173,78.6,1.9,LI,,,,FALSE,41.98963694,-72.12869343
,308,d,2156,,BELE,171.5,65.4,1.9,LI,,,,FALSE,41.98952238,-72.12873904
,600,a,2197,,KALA,3.8,129,1.9,LI,1.3,M,,FALSE,41.99034757,-72.13060368
,308,a,2254,,PIST,167.4,65.9,1.9,LI,,,,FALSE,41.98953321,-72.12878684
,104,b,2266,,KALA,89.6,37.5,1.9,LI,1.3,M,,FALSE,41.98940319,-72.12977356
,207,a,2293,,,149.5,43.3,1.9,LI,1.3,M,High Bush blue,TRUE,41.98936101,-72.12904762
,308,a,2385,,BELE,163.9,62.2,1.9,LI,,,,FALSE,41.98950591,-72.12883632
,308,a,2386,,PIST,163.5,62.7,1.9,LI,,,,FALSE,41.98951096,-72.12884004
,204,a,2419,,PIST,83.4,44.7,1.9,LI,1.3,M,,FALSE,41.98947664,-72.12983231
,104,d,2439,,PIST,93.8,29,1.9,LI,1.3,M,,FALSE,41.98932135,-72.12974137
,308,b,2477,,PIST,162.1,78,1.9,LI,1.3,M,,FALSE,41.98964865,-72.12882457
,104,d,2497,,PIST,96.4,26.2,1.9,LI,1.3,M,,FALSE,41.98929249,-72.12971628
,308,c,2539,,PIST,172.4,78,1.9,LI,,M,,FALSE,41.98963256,-72.12870184
,308,c,2574,,PIST,179.8,75.3,1.9,LI,,M,,FALSE,41.98959709,-72.12861933
,308,c,2576,,PIST,172.8,75.7,1.9,LI,,M,,FALSE,41.98961157,-72.1287019
,600,d,2623,,KALA,15,125.1,1.9,LI,,,,TRUE,41.99029553,-72.13047841
,304,d,2659,,KALA,90.9,64,1.9,LI,1.3,M,,FALSE,41.98963586,-72.12970239
,105,d,2674,,PIST,114.1,20.3,1.9,LI,1.3,M,,FALSE,41.9892126,-72.12951777
,308,a,2738,,PIST,162.7,62.6,1.9,LI,,,,FALSE,41.98951132,-72.12884978
,104,a,2742,,KALA,86.8,21.6,1.9,LI,1.3,M,,FALSE,41.98926675,-72.12984033
,308,a,2746,,PIST,163.3,63.9,1.9,LI,,,,FALSE,41.9895219,-72.1288399
,204,b,2776,,KALA,84.2,57.3,1.9,LI,1.3,M,,FALSE,41.98958699,-72.1297963
,104,a,2780,,KALA,86.5,24.2,1.9,LI,1.3,M,,TRUE,41.98929024,-72.12983845
,106,d,2794,,PIST,136.7,21.4,1.9,LI,,,,FALSE,41.98918704,-72.12924616
,206,d,2797,,TSCA,138.5,49.2,1.9,LI,1.3,M,,FALSE,41.98943044,-72.1291663
,204,a,2836,,KALA,87.6,49.7,1.9,LI,,,,FALSE,41.98951437,-72.12977176
,204,a,2839,,PIST,84.5,42.9,1.9,LI,,,,FALSE,41.98945898,-72.12982298
,104,a,2857,,KALA,85,22.6,1.9,LI,1.3,M,,TRUE,41.98927841,-72.12985968
,204,b,2884,,TSCA,88.8,56.7,1.9,LI,1.3,M,,FALSE,41.98957449,-72.12974275
,104,d,2897,,BELE,91.3,25,1.9,LI,1.3,M,,FALSE,41.98928983,-72.12977957
,204,a,2951,,PIST,81.3,44.6,1.9,LI,,,,FALSE,41.98947904,-72.12985754
,304,a,2957,,KALA,86.4,61.8,1.9,LI,1.3,M,,FALSE,41.9896234,-72.12976063
,207,b,2970,,PIST,158.1,52.4,1.9,LI,1.3,M,,FALSE,41.98942817,-72.12892603
11,4,b,3151,,BELE,88.6,15.5,1.9,LI,1.3,M,,FALSE,41.98920991,-72.1298317
,4,a,3624,,KALA,86.2,12.4,1.9,LI,1.3,M,,FALSE,41.9891862,-72.12986681
,4,c,3649,,KALA,92.2,13.2,1.9,LI,1.3,M,,FALSE,41.98918392,-72.12979364
,6,a,3653,,BELE,122.2,8.9,1.9,LI,,,,FALSE,41.98909898,-72.12944521
,4,c,3667,,PIST,96.6,19.4,1.9,LI,1.3,M,,FALSE,41.98923196,-72.12972818
,4,a,3674,,KALA,80.1,0.1,1.9,LI,1.3,M,,FALSE,41.98908679,-72.12996534
,4,d,3717,,PIST,98.9,9.9,1.9,LI,1.3,M,,FALSE,41.98914423,-72.12972074
,5,b,3733,,PIST,102.5,14,1.9,LI,1.3,M,,FALSE,41.98917492,-72.12966923
,6,a,3773,,BELE,128.9,2.2,1.9,LI,,,,FALSE,41.98902918,-72.12937945
,4,c,3779,,KALA,91,18.9,1.9,LI,1.3,M,,FALSE,41.98923627,-72.12979596
,4,b,3888,,KALA,85.1,12.1,1.9,LI,1.3,M,,FALSE,41.98918526,-72.12988055
,6,c,3909,,BELE,135,19.2,1.9,,,,,FALSE,41.98917021,-72.12927104
,4,d,3918,,PIST,93.2,1.3,1.9,LI,1.3,M,,FALSE,41.98907696,-72.12980673
,6,c,3922,,BELE,132.6,12.1,1.9,,,,,FALSE,41.98911108,-72.12931456
,801,b,3947,,KALA,21,170.2,1.9,LI,,,,TRUE,41.9906856,-72.13031216
,6,c,3948,,BELE,137.6,19.6,1.9,,,,,FALSE,41.98916969,-72.12923922
,203,d,3960,,BELE,78.9,43.7,1.9,LI,,M,,FALSE,41.98947481,-72.12988803
,5,a,3964,,BELE,108.9,6.5,1.9,LI,,M,,FALSE,41.9890985,-72.12960873
,6,b,3984,,BELE,122.2,15.8,1.9,,,,,FALSE,41.98916009,-72.12943071
,307,c,4042,,PIST,159.4,79.2,1.9,LI,1.3,M,,FALSE,41.9896635,-72.12885422
,307,c,4079,,PIST,156.3,77.3,1.9,LI,1.3,M,,FALSE,41.98965151,-72.12889515
,308,b,4310,,PIST,166.9,79.2,1.9,LI,,,,FALSE,41.98965178,-72.12876485
,308,b,4359,,PIST,167,77.1,1.9,LI,,M,,FALSE,41.98963303,-72.12876807
,308,a,4368,,PIST,167.7,63.9,1.9,LI,,,,FALSE,41.98951503,-72.12878747
,308,b,4424,,PIST,163.1,78.2,1.9,LI,1.3,M,,FALSE,41.98964886,-72.12881223
,308,b,4426,,PIST,167.9,76.6,1.9,LI,,M,,FALSE,41.98962719,-72.1287584
,308,a,4450,,PIST,166.7,63.2,1.9,LI,,,,FALSE,41.98951039,-72.12880086
,308,b,4481,,PIST,166.3,77.3,1.9,LI,,,,FALSE,41.98963589,-72.12877599
,307,a,4512,,KALA,144.6,69.9,1.9,,,,,TRUE,41.98960424,-72.12905011
,307,a,4521,,PIST,145.3,64.4,1.9,LI,,,,FALSE,41.98955444,-72.12905333
,308,a,4536,,PIST,164.8,70,1.9,LI,1.3,M,,FALSE,41.98957358,-72.12880921
,307,c,4550,,PIST,159.1,73.4,1.9,,,M,,FALSE,41.9896126,-72.12886998
,307,c,4584,,PIST,158.3,71.1,1.9,,,,,FALSE,41.98959348,-72.12888435
,702,c,4705,,KALA,53.9,158.7,1.9,LI,1.3,M,,FALSE,41.99053236,-72.12994429
,308,a,4706,,PIST,162.9,66.1,1.9,LI,1.3,M,,FALSE,41.98954201,-72.12884004
,307,d,4708,,PIST,157.2,69.3,1.9,LI,1.3,M,,FALSE,41.98957925,-72.12890124
,308,a,4804,,PIST,165.6,64.3,1.9,LI,1.3,M,,FALSE,41.98952185,-72.12881165
,308,b,4842,,PIST,168,75.6,1.9,LI,,,,FALSE,41.98961818,-72.12875931
,308,d,4847,,PIST,179.4,67.1,1.9,LI,1.3,M,,FALSE,41.98952509,-72.12864133
,308,c,4855,,PIST,175.9,75.4,1.9,LI,1.3,M,,FALSE,41.98960407,-72.1286656
,308,a,4859,,PIST,169.4,64.5,1.9,LI,,M,,FALSE,41.98951769,-72.12876595
,308,a,4885,,PIST,169.9,63.4,1.9,LI,,,,FALSE,41.98950716,-72.12876231
,801,b,4897,,KALA,21.9,173.8,1.9,LI,,,,TRUE,41.99071607,-72.13029387
,308,c,4957,,PIST,179,73.2,1.9,LI,,,,FALSE,41.98957974,-72.12863328
,704,a,4993,,KALA,89.6,148.6,1.9,LI,,M,,FALSE,41.99038716,-72.12954011
,704,a,4993,,KALA,89.4,149.2,1.9,LI,1.3,M,,FALSE,41.99039278,-72.12954123
,308,c,5023,,PIST,176.8,79.5,1.9,LI,1.3,M,,FALSE,41.98963898,-72.12864626
,801,b,5052,,KALA,30.4,173.1,1.9,LI,,,,FALSE,41.9906966,-72.13019405
,308,c,5064,,PIST,179.8,75.8,1.9,LI,1.3,M,,FALSE,41.98960152,-72.12861828
,308,c,5068,,PIST,172.1,74.2,1.9,LI,1.3,M,,FALSE,41.98959938,-72.1287134
,308,c,5074,,PIST,179.9,74.3,1.9,LI,,M,,FALSE,41.98958808,-72.12862024
,801,b,5133,,KALA,21.6,172.8,1.9,LI,,,,FALSE,41.99070769,-72.13029954
,800,d,5161,,KALA,19.9,169.6,1.9,LI,1.3,M,,TRUE,41.990682,-72.13032652
,308,d,5256,,BELE,174.5,64.6,1.9,LI,1.3,M,,FALSE,41.98951061,-72.12870497
,308,d,5266,,PIST,175.6,64.1,1.9,LI,1.3,M,,FALSE,41.98950446,-72.12869292
,704,d,5275,,KALA,93.5,143.8,1.9,LI,,,,TRUE,41.99033855,-72.12950373
,309,b,5314,,PIST,181.4,73.5,1.9,LI,1.3,M,,FALSE,41.98957865,-72.12860405
,309,a,5370,,PIST,182.9,65.7,1.9,LI,,M,,FALSE,41.98950723,-72.12860257
,704,d,5491,,KALA,98.4,144.3,1.9,LI,,,,FALSE,41.99033533,-72.12944429
,309,b,5513,,PIST,184.8,78.7,1.9,LI,1.3,M,,FALSE,41.9896194,-72.12855261
,801,b,5570,,KALA,20.4,170.1,1.9,LI,,,,FALSE,41.99068565,-72.13031952
,309,d,5579,,PIST,199.4,69.6,1.9,LI,1.3,M,,FALSE,41.989516,-72.12839776
,309,b,5621,,PIST,185.7,78.8,1.9,LI,1.3,M,,FALSE,41.98961888,-72.12854168
,309,b,5650,,PIST,180.5,71.7,1.9,LI,1.3,M,,FALSE,41.98956412,-72.12861856
,309,a,5673,,PIST,184.8,68.2,1.9,LI,1.3,M,,FALSE,41.9895264,-72.12857468
,801,b,5688,,KALA,27.2,180,1.9,LI,,M,,FALSE,41.99076271,-72.13021769
,801,a,5715,,KALA,20.1,167.7,1.9,LI,1.3,M,,TRUE,41.99066486,-72.13032813
,309,c,5740,,PIST,198,79,1.9,LI,,,,FALSE,41.98960143,-72.12839469
,309,c,5818,,PIST,197.6,78.6,1.9,LI,,,,FALSE,41.98959852,-72.1284003
,309,c,5835,,PIST,197.4,78.8,1.9,LI,1.3,M,,FALSE,41.9896006,-72.12840226
,309,b,5936,,PIST,187.4,70.9,1.9,LI,,M,,FALSE,41.98954625,-72.12853802
,802,c,5976,,KALA,50.3,171.6,1.9,LI,1.3,M,,TRUE,41.99065224,-72.12996008
,309,a,5983,,PIST,183.2,66.4,1.9,LI,1.3,M,,FALSE,41.98951296,-72.12859752
,904,d,5993,,KALA,81.7,180.5,1.9,LI,,M,,FALSE,41.99068202,-72.12956722
,802,c,6038,,KALA,52.9,172.1,1.9,LI,1.3,M,,TRUE,41.9906526,-72.12992804
,802,c,6186,,KALA,53.6,173.9,1.9,LI,1.3,M,,FALSE,41.99066745,-72.12991592
,902,c,6198,,KALA,58.8,191.3,1.9,LI,,,,FALSE,41.99081343,-72.1298174
,903,b,6406,,KALA,62.3,198,1.9,LI,,M,,FALSE,41.99086731,-72.12976161
,902,d,6432,,KALA,56.5,185.5,1.9,LI,1.3,M,,FALSE,41.99076566,-72.12985699
,903,a,6441,,KALA,67.4,184.2,1.9,LI,,M,,TRUE,41.99073712,-72.12972984
,903,c,6459,,KALA,74.5,199.7,1.9,LI,1.3,M,,FALSE,41.99086331,-72.12961267
,901,a,6518,,KALA,26.4,183.1,1.9,LI,1.3,M,,FALSE,41.99079141,-72.1302207
,901,c,6593,,KALA,30.9,198.8,1.9,LI,,M,,FALSE,41.99092343,-72.13013409
,804,d,6607,,KALA,95.8,167.5,1.9,LI,1.3,M,,FALSE,41.99054486,-72.12942652
,804,b,6629,,KALA,83.3,177.3,1.9,LI,,M,,TRUE,41.99065118,-72.12955487
,804,b,6668,,KALA,84.4,177,1.9,LI,,M,,TRUE,41.9906468,-72.1295424
,902,b,6684,,PIST,47.6,191.4,1.9,LI,,,,FALSE,41.99083181,-72.12995065
,901,a,6711,,KALA,23.2,183.4,1.9,LI,1.3,M,,FALSE,41.99079907,-72.13025821
,901,c,6713,,KALA,32.6,198.3,1.9,LI,,M,,TRUE,41.99091635,-72.13011489
,901,c,6732,,KALA,30.9,199.1,1.9,LI,,M,,TRUE,41.99092609,-72.13013346
,902,c,6793,,KALA,56.8,190.6,1.9,LI,1.3,M,,FALSE,41.99081036,-72.1298427
,902,d,6814,,KALA,51.4,184,1.9,LI,1.3,M,,TRUE,41.99076034,-72.12992091
,909,a,6839,,KALA,183.1,188.2,1.9,LI,1.3,M,,FALSE,41.99059184,-72.12834276
,803,a,6939,,KALA,68.9,164.4,1.9,LI,,,,TRUE,41.99055942,-72.12975357
,901,c,6958,,KALA,31.5,198.6,1.9,LI,,M,,FALSE,41.99092072,-72.13012736
,905,a,7013,,KALA,108.8,183.8,1.9,LI,,,,FALSE,41.99066892,-72.12923736
,907,c,7154,,KALA,152.7,196.3,1.9,LI,1.3,M,,FALSE,41.99071106,-72.12868798
,409,a,7175,,PIST,181.7,80.1,1.9,LI,1.3,M,,FALSE,41.98963664,-72.12858661
,107,b,7178,,PIST,144.9,37.4,1.9,LI,1.3,M,,FALSE,41.98931594,-72.12911483
,409,a,7183,,PIST,184,83,1.9,LI,1.3,M,,FALSE,41.98965873,-72.12855311
,107,c,7198,,PIST,159.8,33.3,1.9,LI,1.3,M,,FALSE,41.98925635,-72.12894591
,902,d,7335,,KALA,55.8,187.7,1.9,LI,1.3,M,,FALSE,41.99078624,-72.12986071
,903,a,7345,,KALA,61.7,187.4,1.9,LI,1.3,M,,TRUE,41.99077437,-72.12979104
,905,d,7513,,KALA,116.7,187.9,1.9,LI,1.3,M,,FALSE,41.99069289,-72.12913461
,805,d,7520,,KALA,112.2,168.1,1.9,LI,1.3,M,,FALSE,41.99052456,-72.12922984
,609,a,7538,,PIST,180.4,122.9,1.9,LI,1.3,M,,FALSE,41.99001773,-72.12851216
,805,d,7548,,KALA,111.9,168.4,1.9,LI,1.3,M,,TRUE,41.99052769,-72.12923278
,609,a,7559,,PIST,181.7,126.5,1.9,LI,1.3,M,,FALSE,41.99004758,-72.1284891
,905,a,7565,,KALA,102.7,184.1,1.9,LI,1.3,M,,FALSE,41.9906811,-72.12930942
,907,c,7646,,KALA,152.9,196.4,1.9,LI,1.3,M,,FALSE,41.99071164,-72.12868539
,806,a,7683,,KALA,122.7,162.9,1.9,LI,1.3,M,,TRUE,41.99046211,-72.12911565
,907,c,7685,,KALA,152.2,195,1.9,LI,1.3,M,,FALSE,41.99070033,-72.12869667
,509,c,7689,,PIST,195.1,117.4,1.9,LI,1.3,M,,FALSE,41.98994606,-72.12834855
,805,c,7727,,KALA,111.3,178.2,1.9,LI,1.3,M,,FALSE,41.99061542,-72.12921934
,509,a,7790,,PIST,198.8,113.9,1.9,LI,,,,FALSE,41.98990928,-72.12831182
,509,a,7796,,KALA,188.7,105.9,1.9,LI,1.3,M,,TRUE,41.9898542,-72.12844898
,905,a,7823,,KALA,100.4,187,1.9,LI,1.3,M,,FALSE,41.99071038,-72.12933073
,509,c,7830,,PIST,196.3,116.6,1.9,LI,1.3,M,,FALSE,41.9899371,-72.12833594
,609,a,7851,,PIST,183.5,125.2,1.9,LI,,,,FALSE,41.99003325,-72.12847039
,509,a,7852,,PIST,199.1,114.4,1.9,LI,,,,FALSE,41.98991324,-72.12830719
,509,a,7862,,PIST,198,115.8,1.9,LI,,,,FALSE,41.98992736,-72.12831736
,609,a,7874,,PIST,180.9,126,1.9,LI,1.3,M,,FALSE,41.9900444,-72.12849969
,509,a,7909,,PIST,192.2,112.4,1.9,LI,,M,,FALSE,41.9899063,-72.12839362
,509,a,7917,,PIST,199.5,115,1.9,LI,,,,FALSE,41.98991793,-72.12830117
,509,c,7924,,PIST,197.5,116.7,1.9,LI,1.3,M,,FALSE,41.98993611,-72.12832143
,706,b,7968,,KALA,123.5,154,1.9,LI,1.3,M,,FALSE,41.99038204,-72.12912482
,805,a,7970,,KALA,105.1,169.9,1.9,LI,1.3,M,,TRUE,41.99055159,-72.12931066
,805,a,7991,,KALA,104.4,167.8,1.9,LI,1.3,M,,TRUE,41.99053409,-72.12932341
,509,c,7997,,PIST,196.3,116.5,1.9,LI,1.3,M,,FALSE,41.98993621,-72.12833615
,705,c,8010,,KALA,110.5,156,1.9,LI,,,,TRUE,41.99042005,-72.12927552
,805,b,8066,,KALA,100.9,170.8,1.9,LI,1.3,M,,FALSE,41.99056612,-72.12935881
,705,a,8075,,KALA,108.9,147.8,1.9,LI,1.3,M,,TRUE,41.99034993,-72.12931182
,409,a,8111,,PIST,186.9,83.9,1.9,LI,1.3,M,,FALSE,41.98966217,-72.12851666
,805,b,8183,,KALA,103,172.2,1.9,LI,1.3,M,,TRUE,41.99057524,-72.12933085
,705,b,8234,,KALA,109,153.7,1.9,LI,1.3,M,,TRUE,41.99040203,-72.12929823
,409,a,8248,,PIST,187.9,85,1.9,LI,1.3,M,,FALSE,41.98967035,-72.12850243
,705,c,8301,,KALA,114.3,155.8,1.9,LI,1.3,M,,FALSE,41.99041235,-72.12923066
,705,a,8326,,KALA,102.8,142,1.9,LI,1.3,M,,TRUE,41.99030809,-72.12939669
,409,a,8330,,PIST,187.1,83.8,1.9,LI,1.3,M,,FALSE,41.98966097,-72.12851449
,705,b,8347,,KALA,108,151.1,1.9,LI,1.3,M,,FALSE,41.99038056,-72.12931561
,408,a,8360,,PIST,165.4,82.9,1.9,LI,1.3,M,,FALSE,41.98968689,-72.12877495
,408,a,8365,,PIST,160.3,81.4,1.9,LI,1.3,M,,FALSE,41.98968157,-72.12883887
,805,b,8456,,KALA,106,170.9,1.9,LI,1.3,M,,FALSE,41.99055904,-72.12929783
,705,b,8492,,KALA,107.2,151.3,1.9,LI,1.3,M,,FALSE,41.99038358,-72.12932472
,408,c,8499,,PIST,179.8,91.5,1.9,LI,1.3,M,,FALSE,41.98974057,-72.12858529
,805,b,8500,,KALA,100.3,173.2,1.9,LI,1.3,M,,TRUE,41.99058832,-72.12936092
,409,a,8504,,PIST,183.6,85.3,1.9,LI,1.3,M,,FALSE,41.98967972,-72.12855304
,409,a,8522,,PIST,184.6,80.9,1.9,LI,1.3,M,,FALSE,41.98963919,-72.12855037
,409,a,8533,,PIST,186.4,85.6,1.9,LI,1.3,M,,FALSE,41.98967801,-72.12851905
,107,b,8560,,PIST,145.9,34.9,1.9,LI,1.3,M,,FALSE,41.98929224,-72.12910817
,409,d,8638,,PIST,196.3,81.4,1.9,LI,1.3,M,,FALSE,41.98962535,-72.12840991
,409,a,8733,,PIST,181.8,83.5,1.9,LI,1.3,M,,FALSE,41.98966659,-72.12857827
,409,b,8764,,PIST,186.3,90.8,1.9,LI,,M,,FALSE,41.98972422,-72.12850931
,409,b,8788,,PIST,183.7,99.3,1.9,LI,1.3,M,,FALSE,41.98980356,-72.12852243
,409,b,8850,,PIST,186.1,99.1,1.9,LI,1.3,M,,FALSE,41.98979804,-72.12849425
,409,b,8861,,PIST,193.2,95.3,1.9,LI,1.3,M,,FALSE,41.98975329,-72.12841764
,409,a,8924,,PIST,181.5,83.2,1.9,LI,1.3,M,,FALSE,41.9896644,-72.12858248
,409,b,8943,,PIST,185.4,99.9,1.9,LI,1.3,M,,FALSE,41.98980622,-72.12850091
,509,a,9000,,PIST,180.7,100.1,1.9,LI,1.3,M,,FALSE,41.98981533,-72.1285565
,408,c,9062,,PIST,179.9,96,1.9,LI,1.3,M,,FALSE,41.98978027,-72.12857464
,107,a,9063,,BELE,148.9,22.4,1.9,LI,1.3,M,,FALSE,41.98917684,-72.12909869
,408,d,9110,,PIST,179.2,84.2,1.9,LI,1.3,M,,FALSE,41.98967685,-72.12860778
,408,d,9165,,PIST,178.7,81.9,1.9,LI,1.3,M,,FALSE,41.98965726,-72.12861857
,408,d,9175,,PIST,179.4,82,1.9,LI,1.3,M,,FALSE,41.98965706,-72.12861002
,107,a,9260,,BELE,146.1,20.8,1.9,LI,1.3,M,,FALSE,41.98916705,-72.12913542
,409,d,9326,,PIST,192.1,88.7,1.9,LI,1.3,M,,FALSE,41.98969656,-72.12844461
,107,c,9338,,BELE,153.2,39.2,1.9,LI,1.3,M,,FALSE,41.98931892,-72.12901215
,408,c,9340,,PIST,177.2,96.1,1.9,LI,1.3,M,,FALSE,41.98978537,-72.12860661
,107,b,9347,,BELE,147.2,36.8,1.9,LI,1.3,M,,FALSE,41.98930703,-72.12908869
,408,d,9499,,PIST,174.3,81,1.9,LI,1.3,M,,FALSE,41.98965617,-72.12867289
,107,a,9864,,BELE,143.6,28.2,1.9,LI,1.3,M,,FALSE,41.98923649,-72.12914966
,107,b,9874,,BELE,149,33.9,1.9,LI,1.3,M,,FALSE,41.98927854,-72.12907333
,107,d,9917,,PIST,157.2,27.8,1.9,LI,1.3,M,,FALSE,41.9892117,-72.12898844
,308,b,275,,PIST,160.4,76.7,1.8,LI,,M,,FALSE,41.98963979,-72.12884756
,509,a,987,,PIST,190.5,118.1,1.8,LI,,,,FALSE,41.98995944,-72.1284019
,509,a,989,,PIST,190.7,116.9,1.8,LI,,,,FALSE,41.9899485,-72.12840203
,207,d,1339,,BELE,152.6,40.5,1.8,LI,1.3,M,,FALSE,41.98933137,-72.12901657
,206,d,1361,,TSCA,138.5,44.8,1.8,LI,,,,FALSE,41.98939147,-72.12917554
,600,a,1419,,KALA,7.2,127.4,1.8,LI,1.3,M,,FALSE,41.99032808,-72.13056653
,6,d,1437,,BELE,136.7,8.4,1.8,LI,,,,FALSE,41.98907191,-72.12927348
,6,d,1439,,BELE,138.8,7,1.8,LI,1.3,M,,FALSE,41.98905623,-72.1292514
,600,a,1481,,KALA,4,129.1,1.8,LI,1.3,M,,FALSE,41.99034814,-72.13060108
,6,d,1496,,BELE,134.4,2.7,1.8,LI,1.3,M,,FALSE,41.98902501,-72.12931286
,308,b,1671,,PIST,162.1,71.1,1.8,LI,1.3,M,,FALSE,41.98958754,-72.12883907
,307,c,1743,,PIST,156.4,78,1.8,LI,1.3,M,,FALSE,41.98965755,-72.12889249
,308,a,1746,,PIST,160.9,65.7,1.8,LI,1.3,M,,FALSE,41.98954159,-72.12886471
,702,c,1773,,KALA,54.4,158.1,1.8,LI,1.3,M,,FALSE,41.99052627,-72.12993959
,705,c,1805,,KALA,112.4,158.6,1.8,LI,1.3,M,,FALSE,41.99044011,-72.12924742
,308,b,1893,,PIST,167.2,78.1,1.8,LI,,,,FALSE,41.98964157,-72.12876359
,308,b,1894,,PIST,164.5,76.7,1.8,LI,,,,FALSE,41.98963339,-72.1287987
,207,a,2013,,PIST,141.2,46.7,1.8,LI,,,,FALSE,41.98940408,-72.12913938
,206,d,2017,,KALA,132,41,1.8,LI,,,,TRUE,41.98936797,-72.12926098
,308,c,2073,,PIST,179.8,75.3,1.8,LI,,M,,FALSE,41.98959709,-72.12861933
,308,c,2140,,PIST,171.8,77.6,1.8,LI,,M,,FALSE,41.98962996,-72.12870983
,602,c,2154,,KALA,56.1,137.9,1.8,LI,,,,TRUE,41.99034471,-72.12996178
,602,c,2168,,KALA,57.7,139.2,1.8,LI,,,,FALSE,41.99035373,-72.12993998
,204,b,2223,,KALA,87.4,51.4,1.8,LI,,,,FALSE,41.98952973,-72.12977057
,204,b,2236,,KALA,87.2,52,1.8,LI,,,,FALSE,41.98953536,-72.12977169
,204,b,2255,,KALA,85.3,50.6,1.8,LI,,,,FALSE,41.98952593,-72.12979727
,204,b,2264,,KALA,84.3,55.1,1.8,LI,1.3,M,,FALSE,41.98956734,-72.12979973
,204,b,2281,,KALA,88.2,50.4,1.8,LI,,,,FALSE,41.98951963,-72.12976314
,207,b,2289,,PIST,153.6,53.5,1.8,LI,1.3,M,,FALSE,41.98944494,-72.12897734
,308,c,2346,,KALA,179.4,77,1.8,LI,,M,,FALSE,41.98961277,-72.12862053
,206,b,2362,,BELE,122.4,54.8,1.8,LI,,,,FALSE,41.98950518,-72.12934637
,204,b,2430,,KALA,88.2,55.3,1.8,LI,1.3,M,,FALSE,41.98956303,-72.12975284
