section_id,quadrat,sub_quadrat,tag,stem_tag,species_code,x_m,y_m,dbh_mm,status,pom,codes,notes,secondary,latitude,longitude
NA,509,a,7764,NA,KALA,188.8,106,1.2,LI,1.3,M,NA,FALSE,41.98985493,-72.12844758
NA,905,a,7765,NA,KALA,109.3,187.7,2.1,LI,NA,NA,NA,FALSE,41.99070268,-72.12922321
NA,705,a,7766,NA,KALA,105.7,144.4,2.1,LI,1.3,M,NA,TRUE,41.99032481,-72.12935709
NA,805,a,7769,NA,KALA,108.3,168.8,2.1,LI,1.3,M,NA,FALSE,41.99053685,-72.12927484
NA,905,d,7770,NA,KALA,111.8,189.9,2.9,LI,1.3,M,NA,TRUE,41.99071826,-72.12918879
NA,805,a,7771,NA,KALA,107,168.6,1.4,LI,1.3,M,NA,FALSE,41.99053711,-72.12929075
NA,905,a,7772,NA,KALA,105.6,187.7,2.2,LI,NA,NA,NA,FALSE,41.99070846,-72.12926729
NA,705,a,7773,NA,KALA,107.8,144.5,2.1,LI,1.3,M,NA,TRUE,41.99032242,-72.12933186
NA,705,a,7774,NA,KALA,109.5,146,1,LI,1.3,M,NA,FALSE,41.99033305,-72.12930845
NA,606,c,7776,NA,KALA,139.2,137,1.5,LI,1.3,M,NA,FALSE,41.99020695,-72.12897346
NA,806,a,7778,NA,KALA,124.1,160.6,1.1,LI,1.3,M,NA,FALSE,41.99043955,-72.1291038
NA,805,a,7781,NA,KALA,102.1,169.4,1.8,LI,1.3,M,NA,FALSE,41.99055185,-72.12934745
NA,509,c,7782,NA,PIST,198.7,117,1,LI,1.3,M,NA,FALSE,41.98993689,-72.1283065
NA,905,b,7783,NA,KALA,107.6,190.1,2.3,LI,NA,NA,NA,FALSE,41.99072659,-72.12923842
NA,509,a,7784,NA,KALA,188.5,107.9,1.3,LI,1.3,M,NA,FALSE,41.98987223,-72.12844716
NA,509,a,7785,NA,PIST,191,111.6,1,LI,NA,M,NA,FALSE,41.98990109,-72.1284096
NA,905,a,7786,NA,KALA,104.9,182.3,2.8,LI,1.3,M,NA,FALSE,41.99066173,-72.12928698
NA,907,c,7787,NA,KALA,151.5,194.1,1.3,LI,1.3,M,NA,FALSE,41.99069345,-72.1287069
NA,609,a,7789,NA,PIST,183.9,126.2,1.8,LI,1.3,M,NA,FALSE,41.99004149,-72.12846352
NA,509,a,7790,NA,PIST,198.8,113.9,1.9,LI,NA,NA,NA,FALSE,41.98990928,-72.12831182
NA,706,b,7791,NA,KALA,122.6,156.7,1.7,LI,1.3,M,NA,FALSE,41.99040735,-72.12912987
NA,705,b,7792,NA,KALA,106.4,153.8,1,LI,1.3,M,NA,FALSE,41.99040697,-72.129329
NA,609,a,7793,NA,PIST,186.1,122,1.3,LI,NA,NA,NA,FALSE,41.99000085,-72.12844613
NA,509,a,7794,NA,PIST,190.7,112.8,1,LI,NA,M,NA,FALSE,41.98991219,-72.12841065
NA,609,d,7795,NA,PIST,191.7,127.4,1.2,LI,NA,M,NA,FALSE,41.99003993,-72.12836805
NA,509,a,7796,NA,KALA,188.7,105.9,1.9,LI,1.3,M,NA,TRUE,41.9898542,-72.12844898
NA,905,b,7797,NA,KALA,117.7,197,1.8,LI,NA,M,NA,TRUE,41.99077193,-72.12910357
NA,609,a,7798,NA,TSCA,185.1,121,1.2,LI,NA,M,NA,FALSE,41.98999356,-72.12846015
NA,509,a,7799,NA,PIST,192.2,113.3,1.3,LI,NA,M,NA,FALSE,41.98991427,-72.12839173
NA,509,a,7801,NA,PIST,194.4,112.9,1,LI,NA,M,NA,FALSE,41.98990729,-72.12836635
NA,609,a,7802,NA,PIST,184.2,121.4,1.6,LI,NA,M,NA,FALSE,41.98999851,-72.12847003
NA,609,d,7803,NA,PIST,192,124.3,1.8,LI,NA,NA,NA,FALSE,41.99001201,-72.12837099
NA,509,a,7804,NA,PIST,193.6,112.9,1.3,LI,NA,M,NA,FALSE,41.98990854,-72.12837588
NA,905,a,7805,NA,KALA,100.6,185.6,1.4,LI,1.3,M,NA,FALSE,41.99069767,-72.12933129
NA,609,a,7806,NA,PIST,187.5,124.2,1.7,LI,NA,NA,NA,FALSE,41.99001815,-72.12842482
NA,509,a,7807,NA,PIST,194,113.2,2.3,LI,NA,M,NA,FALSE,41.98991058,-72.12837049
NA,509,a,7808,NA,PIST,199,114.6,1.2,LI,NA,NA,NA,FALSE,41.98991517,-72.12830797
NA,908,c,7809,NA,KALA,172.6,190.5,1.3,LI,1.3,M,NA,FALSE,41.99062861,-72.12846304
NA,509,a,7810,NA,PIST,192.2,111.2,1,LI,NA,M,NA,FALSE,41.98989567,-72.12839614
NA,609,d,7812,NA,BELE,193.9,121.6,2.3,LI,NA,M,NA,FALSE,41.98998513,-72.12835403
NA,609,a,7814,NA,PIST,181.5,124.3,1.5,LI,NA,M,NA,FALSE,41.99002841,-72.12849611
NA,705,a,7815,NA,KALA,106.4,147.4,2,LI,1.3,M,NA,TRUE,41.99035029,-72.12934245
NA,706,b,7817,NA,KALA,127.5,158.2,6.6,LI,1.3,M,NA,TRUE,41.99041299,-72.12906833
NA,908,d,7818,NA,KALA,173.7,237,1.8,LI,1.3,M,NA,FALSE,41.99103872,-72.12835222
NA,609,a,7819,NA,PIST,184.9,125.1,1.1,LI,NA,NA,NA,FALSE,41.99003018,-72.12845391
NA,509,a,7820,NA,PIST,192.8,114,1.5,LI,NA,M,NA,FALSE,41.98991954,-72.1283831
NA,609,a,7821,NA,PIST,184,124.9,1,LI,NA,NA,NA,FALSE,41.99002982,-72.12846506
NA,905,a,7822,NA,KALA,100.2,187.4,3.5,LI,1.3,M,NA,FALSE,41.99071424,-72.12933227
NA,905,a,7823,NA,KALA,100.4,187,1.9,LI,1.3,M,NA,FALSE,41.99071038,-72.12933073
NA,509,a,7824,NA,PIST,193.3,113.6,1.5,LI,NA,M,NA,FALSE,41.98991521,-72.12837799
NA,907,c,7825,NA,KALA,155.8,192.3,1.4,LI,1.3,M,NA,FALSE,41.99067079,-72.12865945
NA,905,a,7826,NA,KALA,107.6,187.5,1.4,LI,NA,NA,NA,FALSE,41.99070356,-72.12924388
NA,705,a,7827,NA,KALA,108.6,144.9,1.3,LI,1.3,M,NA,FALSE,41.99032471,-72.12932148
NA,609,a,7828,NA,PIST,186.9,124.4,2.1,LI,NA,NA,NA,FALSE,41.99002086,-72.12843155
NA,609,a,7829,NA,PIST,185,120.2,1.6,LI,NA,M,NA,FALSE,41.98998663,-72.12846302
NA,509,c,7830,NA,PIST,196.3,116.6,1.9,LI,1.3,M,NA,FALSE,41.9899371,-72.12833594
NA,908,d,7832,NA,KALA,174.8,189.9,1.5,LI,1.3,M,NA,TRUE,41.99061986,-72.12843809
NA,609,a,7833,NA,ACRU,186,120.4,26.9,LI,NA,M,NA,FALSE,41.98998684,-72.12845068
NA,805,a,7834,NA,KALA,102.1,166.3,1.4,LI,1.3,M,NA,FALSE,41.99052439,-72.12935397
NA,609,d,7835,NA,PIST,195.4,120.6,2,LI,NA,M,NA,FALSE,41.98997393,-72.12833825
NA,609,d,7836,NA,PIST,197.8,120.4,1.2,LI,NA,NA,NA,FALSE,41.98996841,-72.12831008
NA,609,d,7837,NA,PIST,194,122.1,1.2,LI,NA,NA,NA,FALSE,41.9899894,-72.12835178
NA,907,d,7838,NA,KALA,151.7,189.4,1,LI,1.3,M,NA,FALSE,41.99065151,-72.1287144
NA,907,c,7839,NA,KALA,151.5,194.8,1.6,LI,1.3,M,NA,FALSE,41.99069965,-72.12870543
NA,609,a,7840,NA,PIST,183.6,129,1,LI,1.3,M,NA,FALSE,41.99006675,-72.12846121
NA,509,a,7841,NA,PIST,191,113.2,1,LI,NA,M,NA,FALSE,41.98991526,-72.12840623
NA,509,a,7842,NA,PIST,195,113.5,1.7,LI,NA,M,NA,FALSE,41.98991167,-72.12835794
NA,808,b,7843,NA,KALA,168.9,171,1.7,LI,1.3,M,NA,TRUE,41.99046169,-72.12854811
NA,908,d,7844,NA,KALA,173.2,189.9,1,LI,1.3,M,NA,FALSE,41.99062236,-72.12845716
NA,509,a,7846,NA,PIST,198.3,114.8,1.5,LI,NA,NA,NA,FALSE,41.98991803,-72.12831589
NA,905,a,7847,NA,KALA,103.7,180.4,2.1,LI,1.3,M,NA,FALSE,41.99064677,-72.12930527
NA,609,a,7848,NA,PIST,185.8,124.2,1.8,LI,NA,NA,NA,FALSE,41.99002081,-72.12844508
NA,509,a,7849,NA,PIST,198.7,116.4,1.4,LI,NA,NA,NA,FALSE,41.98993158,-72.12830776
NA,609,a,7851,NA,PIST,183.5,125.2,1.9,LI,NA,NA,NA,FALSE,41.99003325,-72.12847039
NA,509,a,7852,NA,PIST,199.1,114.4,1.9,LI,NA,NA,NA,FALSE,41.98991324,-72.12830719
NA,609,a,7853,NA,PIST,186,124.9,2.6,LI,NA,NA,NA,FALSE,41.99002669,-72.12844123
NA,805,d,7854,NA,KALA,113.7,160.9,1.1,LI,1.3,M,NA,TRUE,41.99045845,-72.12922709
NA,509,a,7855,NA,PIST,198.7,117.7,1.7,LI,NA,NA,NA,FALSE,41.98994309,-72.12830503
NA,509,a,7857,NA,PIST,193.6,114.7,1.4,LI,NA,M,NA,FALSE,41.98992449,-72.1283721
NA,509,c,7858,NA,PIST,195.4,117.4,1.5,LI,1.3,M,NA,FALSE,41.98994559,-72.12834498
NA,609,a,7859,NA,PIST,189.2,123,1.2,LI,1.3,M,NA,FALSE,41.99000487,-72.12840709
NA,509,a,7860,NA,PIST,198,115.7,1.3,LI,NA,NA,NA,FALSE,41.98992647,-72.12831757
NA,609,a,7861,NA,PIST,183.6,121.3,2.8,LI,NA,M,NA,FALSE,41.98999856,-72.12847739
NA,509,a,7862,NA,PIST,198,115.8,1.9,LI,NA,NA,NA,FALSE,41.98992736,-72.12831736
NA,509,a,7863,NA,PIST,197.8,115.4,1.6,LI,NA,NA,NA,FALSE,41.98992413,-72.12832058
NA,609,a,7864,NA,PIST,180.3,123.3,1.1,LI,NA,M,NA,FALSE,41.99002143,-72.12851251
NA,509,a,7865,NA,PIST,191,114.9,1.3,LI,NA,NA,NA,FALSE,41.98993032,-72.12840266
NA,609,a,7865,NA,PIST,180.8,123.5,1.1,LI,NA,NA,NA,FALSE,41.99002242,-72.12850613
NA,609,a,7866,NA,PIST,183.8,121.9,2.3,LI,NA,M,NA,FALSE,41.99000356,-72.12847375
NA,609,a,7867,NA,PIST,184.9,122.3,2.9,LI,NA,NA,NA,FALSE,41.99000538,-72.1284598
NA,509,a,7868,NA,TSCA,198.4,114,3.7,LI,NA,NA,NA,FALSE,41.98991079,-72.12831638
NA,805,a,7869,NA,KALA,109.7,165.5,1.5,LI,1.3,M,NA,FALSE,41.99050544,-72.12926509
NA,609,d,7870,NA,PIST,195.4,120.2,1.6,LI,NA,M,NA,FALSE,41.98997039,-72.12833909
NA,905,a,7871,NA,KALA,104.8,182.4,2.3,LI,1.3,M,NA,FALSE,41.99066277,-72.12928796
NA,805,a,7872,NA,KALA,108.2,165.7,1.3,LI,1.3,M,NA,FALSE,41.99050955,-72.12928254
NA,706,b,7873,NA,KALA,124.8,153.7,1.3,LI,1.3,M,NA,FALSE,41.99037735,-72.12910996
NA,609,a,7874,NA,PIST,180.9,126,1.9,LI,1.3,M,NA,FALSE,41.9900444,-72.12849969
NA,107,b,7875,NA,PIST,149.9,39.4,3.4,LI,1.3,M,NA,FALSE,41.98932584,-72.12905105
NA,609,a,7877,NA,PIST,184.7,122.2,2,LI,NA,NA,NA,FALSE,41.99000481,-72.12846239
NA,609,a,7878,NA,PIST,181.2,123.5,1.6,LI,NA,NA,NA,FALSE,41.99002179,-72.12850136
NA,609,a,7879,NA,PIST,183.4,125.6,1.2,LI,1.3,M,NA,FALSE,41.99003695,-72.12847074
NA,609,a,7880,NA,PIST,182.4,129.2,1.6,LI,1.3,M,NA,FALSE,41.9900704,-72.12847509
NA,609,a,7881,NA,PIST,181,126.9,1.5,LI,1.3,M,NA,FALSE,41.99005222,-72.1284966
NA,609,a,7882,NA,PIST,180.9,122.8,1,LI,1.3,M,NA,FALSE,41.99001606,-72.12850641
NA,905,d,7883,NA,KALA,111.3,180.2,1.7,LI,1.3,M,NA,FALSE,41.99063313,-72.12921513
NA,905,a,7884,NA,KALA,101.5,188.1,2.3,LI,1.3,M,NA,FALSE,41.99071841,-72.12931531
NA,609,a,7885,NA,PIST,181.1,126.5,1.6,LI,1.3,M,NA,FALSE,41.99004852,-72.12849625
NA,706,b,7886,NA,KALA,123.1,158.9,2,LI,1.3,M,NA,FALSE,41.99042606,-72.12911929
NA,509,a,7887,NA,KALA,187.9,106.9,2.3,LI,1.3,M,NA,FALSE,41.98986431,-72.12845641
NA,509,c,7888,NA,PIST,195.8,116.2,1.3,LI,1.3,M,NA,FALSE,41.98993433,-72.12834273
NA,609,a,7890,NA,PIST,183.6,125.7,1.3,LI,1.3,M,NA,FALSE,41.99003753,-72.12846814
NA,805,a,7891,NA,KALA,100.7,168.9,1.7,LI,1.3,M,NA,FALSE,41.99054961,-72.12936519
NA,609,d,7892,NA,BELE,194.5,120.8,1.3,LI,NA,M,NA,FALSE,41.98997711,-72.12834856
NA,509,a,7893,NA,TSCA,190.9,111.8,3.2,LI,NA,M,NA,FALSE,41.98990302,-72.12841037
NA,609,a,7895,NA,PIST,182.7,122.1,2.5,LI,NA,M,NA,FALSE,41.99000705,-72.12848643
NA,805,a,7896,NA,KALA,100.6,167,2.1,LI,1.3,M,NA,FALSE,41.99053294,-72.12937037
NA,609,a,7898,NA,PIST,183.9,124.7,1.3,LI,NA,NA,NA,FALSE,41.9900282,-72.12846667
NA,509,a,7899,NA,PIST,192.3,115.6,1,LI,NA,NA,NA,FALSE,41.98993449,-72.1283857
NA,609,a,7900,NA,PIST,185.2,120.3,1.1,LI,NA,M,NA,FALSE,41.9899872,-72.12846043
NA,905,a,7901,NA,KALA,101,183.5,3.7,LI,1.3,M,NA,FALSE,41.99067845,-72.12933093
NA,509,a,7903,NA,PIST,194.2,111.5,1.2,LI,NA,M,NA,FALSE,41.98989521,-72.12837168
NA,509,c,7904,NA,PIST,196.7,119.5,1,LI,1.3,M,NA,FALSE,41.98996216,-72.12832508
NA,905,d,7905,NA,KALA,114.5,188.3,2.8,LI,1.3,M,NA,FALSE,41.99069987,-72.12915998
NA,905,a,7906,NA,KALA,103.9,181.9,1.6,LI,1.3,M,NA,TRUE,41.99065975,-72.12929974
NA,509,a,7907,NA,PIST,190.2,114.4,2,LI,NA,NA,NA,FALSE,41.98992714,-72.12841325
NA,509,a,7908,NA,KALA,188.8,107.9,1.2,LI,1.3,M,NA,FALSE,41.98987176,-72.12844359
NA,509,a,7909,NA,PIST,192.2,112.4,1.9,LI,NA,M,NA,FALSE,41.9899063,-72.12839362
NA,509,a,7910,NA,KALA,187.8,106.5,1.1,LI,1.3,M,NA,FALSE,41.98986092,-72.12845844
NA,509,c,7912,NA,PIST,199.1,117.3,1.7,LI,1.3,M,NA,FALSE,41.98993892,-72.1283011
NA,609,a,7913,NA,TSCA,181.3,121.1,1.6,LI,NA,M,NA,FALSE,41.99000038,-72.12850522
NA,509,a,7914,NA,PIST,193.5,114.9,1,LI,NA,NA,NA,FALSE,41.98992641,-72.12837287
NA,907,b,7916,NA,KALA,145.2,190.8,2.2,LI,1.3,M,NA,FALSE,41.99067406,-72.12878891
NA,509,a,7917,NA,PIST,199.5,115,1.9,LI,NA,NA,NA,FALSE,41.98991793,-72.12830117
NA,509,a,7918,NA,PIST,199.7,113.7,1.1,LI,NA,NA,NA,FALSE,41.9899061,-72.12830152
NA,609,d,7919,NA,PIST,195.2,120.4,1.5,LI,NA,M,NA,FALSE,41.98997247,-72.12834106
NA,509,a,7920,NA,PIST,192.9,115,2.6,LI,NA,NA,NA,FALSE,41.98992824,-72.12837981
NA,609,d,7921,NA,PIST,191.9,126,1.4,LI,NA,M,NA,FALSE,41.99002722,-72.12836861
NA,509,a,7922,NA,PIST,194.5,113,1.2,LI,NA,M,NA,FALSE,41.98990802,-72.12836495
NA,509,a,7923,NA,PIST,193,114.1,1.5,LI,NA,M,NA,FALSE,41.98992011,-72.12838051
NA,509,c,7924,NA,PIST,197.5,116.7,1.9,LI,1.3,M,NA,FALSE,41.98993611,-72.12832143
NA,905,a,7925,NA,KALA,108.3,185.4,2.3,LI,NA,NA,NA,TRUE,41.99068387,-72.12923995
NA,509,c,7926,NA,PIST,198.7,117.9,1.1,LI,1.3,M,NA,FALSE,41.98994486,-72.12830461
NA,509,d,7927,NA,KALA,190.6,107.1,1.1,LI,1.3,M,NA,FALSE,41.98986186,-72.12842382
NA,907,c,7928,NA,KALA,154,196,1.6,LI,1.3,M,NA,FALSE,41.99070637,-72.12867312
NA,609,a,7929,NA,PIST,181.1,125.5,1.2,LI,1.3,M,NA,FALSE,41.99003966,-72.12849835
NA,706,b,7930,NA,KALA,124.2,155.9,1.7,LI,1.3,M,NA,FALSE,41.99039777,-72.12911248
NA,509,c,7931,NA,PIST,199.6,118.9,1.7,LI,1.3,M,NA,FALSE,41.98995231,-72.12829178
NA,509,c,7932,NA,PIST,197.5,116.5,1.3,LI,1.3,M,NA,FALSE,41.98993434,-72.12832185
NA,905,a,7933,NA,KALA,109.9,186.8,1.7,LI,NA,NA,NA,TRUE,41.99069377,-72.12921795
NA,905,a,7934,NA,KALA,100.1,186.8,3.5,LI,1.3,M,NA,FALSE,41.99070908,-72.12933472
NA,805,c,7936,NA,KALA,110.7,175.8,1.1,LI,1.3,M,NA,FALSE,41.9905951,-72.12923153
NA,509,a,7938,NA,PIST,198.7,113.8,1.2,LI,NA,NA,NA,FALSE,41.98990855,-72.12831322
NA,509,a,7939,NA,PIST,197.5,115.4,1.5,LI,NA,NA,NA,FALSE,41.98992459,-72.12832416
NA,509,a,7940,NA,PIST,197,115.2,1,LI,NA,NA,NA,FALSE,41.9899236,-72.12833054
NA,905,a,7941,NA,KALA,102,187,2.5,LI,NA,NA,NA,TRUE,41.99070788,-72.12931166
NA,509,a,7942,NA,PIST,199.4,116.8,1.1,LI,NA,NA,NA,FALSE,41.98993403,-72.12829858
NA,509,a,7943,NA,PIST,198.6,116.1,1.6,LI,NA,NA,NA,FALSE,41.98992908,-72.12830958
NA,706,b,7944,NA,KALA,122.3,156,1.7,LI,1.3,M,NA,TRUE,41.99040162,-72.12913491
NA,805,a,7945,NA,KALA,103.1,168.4,1.5,LI,1.3,M,NA,FALSE,41.99054143,-72.12933764
NA,706,a,7946,NA,KALA,129.3,141.8,1.4,LI,1.3,M,NA,FALSE,41.99026493,-72.12908134
NA,609,a,7947,NA,PIST,183.4,127.6,1.3,LI,1.3,M,NA,FALSE,41.99005467,-72.12846653
NA,509,a,7948,NA,PIST,191.6,113.7,1.8,LI,NA,NA,NA,FALSE,41.98991875,-72.12839803
NA,705,a,7951,NA,KALA,104.9,144,2.1,LI,1.3,M,NA,FALSE,41.99032252,-72.12936746
NA,509,c,7952,NA,PIST,198.3,116.6,2.4,LI,1.3,M,NA,FALSE,41.98993397,-72.1283121
NA,706,b,7953,NA,KALA,125.4,154.9,1.4,LI,1.3,M,NA,FALSE,41.99038704,-72.12910028
NA,906,b,7954,NA,KALA,120.1,197,3.4,LI,NA,M,NA,FALSE,41.99076818,-72.12907497
NA,509,c,7955,NA,PIST,197.8,116.4,1.3,LI,1.3,M,NA,FALSE,41.98993298,-72.12831848
NA,905,a,7956,NA,KALA,108.9,184.7,2.1,LI,NA,NA,NA,FALSE,41.99067674,-72.12923428
NA,905,d,7957,NA,KALA,110.1,182.5,2.2,LI,1.3,M,NA,FALSE,41.99065538,-72.1292246
NA,509,a,7958,NA,PIST,191.6,113.7,1.1,LI,NA,NA,NA,FALSE,41.98991875,-72.12839803
NA,805,d,7960,NA,KALA,110.1,167.9,1.5,LI,1.3,M,NA,FALSE,41.99052607,-72.12925528
NA,509,c,7962,NA,PIST,195.7,115.6,2.2,LI,1.3,M,NA,FALSE,41.98992918,-72.12834519
NA,905,a,7963,NA,KALA,108.8,187.8,1.2,LI,NA,NA,NA,FALSE,41.99070435,-72.12922895
NA,706,b,7964,NA,KALA,128.8,153,2.2,LI,1.3,M,NA,FALSE,41.9903649,-72.12906376
NA,905,a,7965,NA,KALA,104.5,182.1,2.1,LI,1.3,M,NA,TRUE,41.99066058,-72.12929217
NA,805,a,7966,NA,KALA,103,169.1,1.5,LI,1.3,M,NA,FALSE,41.99054779,-72.12933736
NA,706,b,7968,NA,KALA,123.5,154,1.9,LI,1.3,M,NA,FALSE,41.99038204,-72.12912482
NA,609,a,7969,NA,PIST,182.7,122.1,1.3,LI,NA,M,NA,FALSE,41.99000705,-72.12848643
NA,805,a,7970,NA,KALA,105.1,169.9,1.9,LI,1.3,M,NA,TRUE,41.99055159,-72.12931066
NA,509,a,7971,NA,PIST,194,113.6,1,LI,NA,M,NA,FALSE,41.98991412,-72.12836965
NA,905,a,7972,NA,KALA,108.1,182.6,1.3,LI,NA,NA,NA,TRUE,41.99065939,-72.12924822
NA,805,a,7973,NA,KALA,109,168.8,1.1,LI,1.3,M,NA,FALSE,41.99053576,-72.1292665
NA,609,a,7974,NA,PIST,185,122.1,1.4,LI,NA,NA,NA,FALSE,41.99000346,-72.12845903
NA,509,a,7975,NA,PIST,194.8,112.8,1.3,LI,NA,M,NA,FALSE,41.98990578,-72.1283618
NA,609,d,7976,NA,PIST,199.6,128.1,1.3,LI,NA,M,NA,FALSE,41.99003379,-72.12827245
NA,509,a,7977,NA,PIST,194.8,111.9,1.4,LI,NA,M,NA,FALSE,41.98989781,-72.12836369
NA,509,a,7978,NA,PIST,191,113.5,1.4,LI,NA,NA,NA,FALSE,41.98991792,-72.1284056
NA,609,a,7979,NA,PIST,186.8,124.4,1.6,LI,NA,NA,NA,FALSE,41.99002102,-72.12843274
NA,609,a,7980,NA,PIST,184.2,121.5,1.6,LI,NA,M,NA,FALSE,41.98999939,-72.12846982
NA,609,a,7981,NA,PIST,184.2,121.5,2.1,LI,NA,M,NA,FALSE,41.98999939,-72.12846982
NA,609,a,7982,NA,PIST,181.9,121.2,2,LI,NA,M,NA,FALSE,41.99000033,-72.12849786
NA,705,a,7984,NA,KALA,105.2,144.4,1.5,LI,1.3,M,NA,FALSE,41.99032559,-72.12936305
NA,509,a,7986,NA,PIST,194.6,112.6,1.5,LI,NA,M,NA,FALSE,41.98990433,-72.1283646
NA,509,a,7987,NA,PIST,194.5,113.7,2,LI,NA,M,NA,FALSE,41.98991422,-72.12836348
NA,609,d,7990,NA,PIST,192,125.3,1.5,LI,NA,NA,NA,FALSE,41.99002086,-72.12836889
NA,805,a,7991,NA,KALA,104.4,167.8,1.9,LI,1.3,M,NA,TRUE,41.99053409,-72.12932341
NA,509,a,7992,NA,PIST,194,112.7,1.8,LI,NA,M,NA,FALSE,41.98990615,-72.12837154
NA,807,d,7993,NA,KALA,152.7,169.7,2.4,LI,1.3,M,NA,TRUE,41.99047548,-72.12874388
NA,509,a,7994,NA,PIST,191.2,112.1,1,LI,NA,M,NA,FALSE,41.98990521,-72.12840616
NA,905,a,7995,NA,KALA,102.9,186.2,1.3,LI,1.3,M,NA,FALSE,41.99069939,-72.12930262
NA,509,c,7997,NA,PIST,196.3,116.5,1.9,LI,1.3,M,NA,FALSE,41.98993621,-72.12833615
NA,907,b,7998,NA,KALA,149.2,191.2,1,LI,1.3,M,NA,TRUE,41.99067136,-72.12874041
NA,609,a,7999,NA,PIST,185.1,120.9,1.5,LI,NA,M,NA,FALSE,41.98999267,-72.12846036
NA,709,b,8000,NA,PIST,182,152.4,1.8,LI,NA,NA,NA,FALSE,41.9902765,-72.1284311
NA,409,a,8001,NA,PIST,187.4,87.2,1,LI,NA,M,NA,FALSE,41.98969061,-72.12850377
NA,805,b,8002,NA,KALA,106.7,179,2.7,LI,1.3,M,NA,TRUE,41.99062969,-72.12927247
NA,409,b,8003,NA,PIST,189.9,98.9,1.2,LI,NA,M,NA,FALSE,41.98979033,-72.12844939
NA,705,d,8006,NA,KALA,111.4,146.3,1.4,LI,1.3,M,NA,FALSE,41.99033274,-72.12928518
NA,805,b,8007,NA,KALA,106.4,170.7,1.8,LI,1.3,M,NA,TRUE,41.99055665,-72.12929348
NA,705,a,8008,NA,KALA,109.3,147.8,1.3,LI,1.3,M,NA,FALSE,41.9903493,-72.12930705
NA,805,b,8009,NA,KALA,102.4,178.5,2.9,LI,1.3,M,NA,FALSE,41.99063198,-72.12932476
NA,705,c,8010,NA,KALA,110.5,156,1.9,LI,NA,NA,NA,TRUE,41.99042005,-72.12927552
NA,705,a,8013,NA,KALA,100.1,149.3,1.2,LI,1.3,M,NA,FALSE,41.99037696,-72.12941352
NA,705,c,8013,NA,KALA,110.1,154,1.1,LI,1.3,M,NA,FALSE,41.99040296,-72.12928449
NA,705,b,8015,NA,KALA,109.8,159.5,1.6,LI,1.3,M,NA,FALSE,41.99045214,-72.12927651
NA,805,b,8016,NA,KALA,100.4,170.2,1.6,LI,1.3,M,NA,FALSE,41.99056159,-72.12936603
NA,705,b,8018,NA,KALA,108.5,154.8,2.1,LI,1.3,M,NA,FALSE,41.99041255,-72.12930187
NA,704,d,8019,NA,KALA,98.9,147.7,1.4,LI,NA,NA,NA,FALSE,41.99036466,-72.12943118
NA,705,b,8020,NA,KALA,109.9,154.4,1.4,LI,1.3,M,NA,FALSE,41.99040682,-72.12928603
NA,705,b,8021,NA,KALA,109,151.8,2,LI,1.3,M,NA,TRUE,41.9903852,-72.12930222
NA,705,c,8022,NA,KALA,112.2,158.9,2.3,LI,1.3,M,NA,TRUE,41.99044308,-72.12924917
NA,409,a,8023,NA,PIST,184.1,83.4,2.3,LI,1.3,M,NA,FALSE,41.98966211,-72.12855108
NA,705,b,8025,NA,KALA,108.3,155.1,1.4,LI,1.3,M,NA,FALSE,41.99041552,-72.12930363
NA,705,a,8026,NA,KALA,105.2,144.2,1.6,LI,1.3,M,NA,FALSE,41.99032382,-72.12936347
NA,705,a,8027,NA,KALA,102.2,147.3,2.6,LI,1.3,M,NA,TRUE,41.99035596,-72.1293927
NA,705,c,8029,NA,KALA,115.6,152.3,1.3,LI,1.3,M,NA,FALSE,41.99037932,-72.12922252
NA,704,d,8030,NA,KALA,99.9,148,1.3,LI,1.3,M,NA,TRUE,41.99036576,-72.12941864
NA,705,c,8032,NA,KALA,112.8,149.4,1.4,LI,1.3,M,NA,TRUE,41.99035801,-72.12926198
NA,705,c,8033,NA,KALA,111,158.1,1.4,LI,1.3,M,NA,TRUE,41.99043787,-72.12926515
NA,409,a,8034,NA,PIST,187.6,86.8,4.5,LI,NA,M,NA,FALSE,41.98968676,-72.12850223
NA,705,a,8035,NA,KALA,103.9,142.8,1.5,LI,1.3,M,NA,FALSE,41.99031345,-72.1293819
NA,705,d,8036,NA,KALA,110.1,144.3,1.7,LI,1.3,M,NA,TRUE,41.99031706,-72.12930487
NA,705,b,8038,NA,KALA,109.3,153.4,1.6,LI,1.3,M,NA,FALSE,41.9903989,-72.12929528
NA,705,b,8039,NA,KALA,101.6,151.7,3.2,LI,1.3,M,NA,TRUE,41.99039587,-72.12939061
NA,705,a,8040,NA,KALA,102.7,149.1,1.1,LI,1.3,M,NA,FALSE,41.99037113,-72.12938296
NA,805,b,8043,NA,KALA,108.4,170.6,1.7,LI,1.3,M,NA,FALSE,41.99055264,-72.12926986
NA,408,a,8044,NA,PIST,168.1,82.7,1.1,LI,1.3,M,NA,FALSE,41.9896809,-72.1287432
NA,705,c,8048,NA,KALA,110.6,152.3,1.3,LI,1.3,M,NA,FALSE,41.99038713,-72.1292821
NA,805,b,8049,NA,KALA,108,177.1,2.2,LI,1.3,M,NA,TRUE,41.99061083,-72.12926097
NA,409,a,8050,NA,PIST,183.7,85.2,1.6,LI,1.3,M,NA,FALSE,41.98967868,-72.12855206
