pathway,p_value_all,t_stat_all,FDR_all,description,mean_counts_per_million,p_value_no_mcra,t_stat_no_mcra,FDR_no_mcra,mean_percent_from_mcra
PWY-7094,0.0036161268467704,-2.91814964084586,0.0107428001944201,fatty acid salvage,6184.44887278835,0.00980475760102699,-2.58380966450635,0.0269630834028242,0.00144574525122734
GLYCOLYSIS,0.00384206337432854,2.90167361743031,0.0113313028503748,glycolysis I (from glucose 6-phosphate),5543.46191250922,0.00146227564545414,3.20212048986265,0.00661273541888703,0.0240562533619218
PWY-5100,0.00393249221000582,2.88730201757067,0.0115145635213839,pyruvate fermentation to acetate and lactate II,2803.2098788831,0.0515775673431802,1.93821098831495,0.101632482435675,0.0550441548928624
PWY-6612,0.00419948781975485,-2.86389804031862,0.0122085110188587,superpathway of tetrahydrofolate biosynthesis,3556.56492964736,0.238581280529621,-1.16859877057935,0.331352938136068,0.00303709570022645
PWY0-1261,0.00444387855610513,-2.84999336946705,0.0128273657612396,anhydromuropeptides recycling,4602.32281029253,0.0465063799329319,-1.98373426830926,0.0946404831635164,0.0119531422059833
P281-PWY,0.00455949884426401,-2.8366919743596,0.0130684227437708,3-phenylpropanoate degradation,552.241056667937,0.00611602328106993,-2.73964286287666,0.0190016906518738,0
TRNA-CHARGING-PWY,0.00474489627845218,2.83277475813691,0.0135047047925177,tRNA charging,4980.93916764973,0.0335011820836806,2.12285915836757,0.0741031581959674,0.0313303389835196
PWY-1269,0.00505456266756648,-2.80430016101527,0.0141346014915965,CMP-3-deoxy-D-manno-octulosonate biosynthesis I,2682.45736693338,0.00969375312623874,-2.58305866405463,0.0268391668189059,0
GALACTARDEG-PWY,0.00509314394134311,-2.80550530608399,0.0141346014915965,D-galactarate degradation I,619.302033597872,0.007493754836393,-2.67595517348117,0.0222624687475325,4.27324692396443e-5
GLUCARGALACTSUPER-PWY,0.00509314394134311,-2.80550530608399,0.0141346014915965,superpathway of D-glucarate and D-galactarate degradation,619.302033597872,0.007493754836393,-2.67595517348117,0.0222624687475325,4.27324692396443e-5
PRPP-PWY,0.00512853807249279,2.79823884230229,0.0141346014915965,"superpathway of histidine, purine, and pyrimidine biosynthesis",3787.42300221354,0.0278313640672286,2.19046036486099,0.06328136969476,0.0342974356244223
PWY-922,0.00513985508785327,2.79949299280536,0.0141346014915965,mevalonate pathway I,228.172374363602,0.108098742571279,1.5965583282031,0.175509693254219,0.0891591614437869
LEU-DEG2-PWY,0.00518176027703193,-2.79506585014982,0.0141542042466577,L-leucine degradation I,2420.88659105984,0.00549194051339792,-2.77586147933033,0.0177398395948647,0.002685799748638
PWY-181,0.00550812131880006,-2.7744137276754,0.0149453691783442,photorespiration,1670.71328507007,0.00713720184737933,-2.68746976238177,0.0215173418658029,0.00503309464260772
TCA-GLYOX-BYPASS,0.00576931233163598,-2.76305984866413,0.0155503981389129,superpathway of glyoxylate bypass and TCA,3645.58565219564,0.0016972727626309,-3.1509889912895,0.00727147383569237,0.0192717937665637
GLUCOSE1PMETAB-PWY,0.00659044051539547,-2.72133909506161,0.0176467716431971,glucose and glucose-1-phosphate degradation,1859.12660967255,0.00793429661036154,-2.65810819784799,0.0229025441164337,0.00953615752300068
PWY-5845,0.00776029253585438,-2.65925893778887,0.0206000052529692,superpathway of menaquinol-9 biosynthesis,1405.63752449831,0.0183104894370092,-2.35178617687762,0.0462810842983223,0.012629386074585
PWY-5384,0.00779459658220457,-2.66198312750396,0.0206000052529692,sucrose degradation IV (sucrose phosphorylase),1698.38938139113,0.00910597165575808,-2.60812096367849,0.0257370171103718,0.00994466542767132
PWY-5415,0.00861340336006542,-2.62515193586031,0.022617130113204,catechol degradation I (meta-cleavage pathway),785.777919527706,0.0139440231288892,-2.45400874246832,0.0370542319703715,0
PWY-5022,0.0086805853156707,-2.62384332664193,0.0226474245094742,4-aminobutanoate degradation V,1694.59262031955,0.0535113191060131,-1.92242052380975,0.103710032743559,3.98353020470369e-5
PWY0-781,0.00881890000073524,2.61542790809054,0.0228617343968105,aspartate superpathway,4247.99815856243,0.0184214635290619,2.34970137318993,0.0462810842983223,0.0254001345901829
PYRIDNUCSAL-PWY,0.00890944684341205,2.6124700209596,0.0229502839573969,NAD salvage pathway I,3873.58137476428,2.54098708215709e-7,5.28528666480391,4.30909059349139e-6,0.0127979659271566
PWY0-321,0.0096961302469346,-2.5984196181834,0.024819654154103,phenylacetate degradation I (aerobic),932.238926030708,0.00822846376204844,-2.65560443333144,0.0235843996560121,0.00738522932420861
PWY-6071,0.0097705411852348,-2.59809512105862,0.024853814139941,superpathway of phenylethylamine degradation,864.500618865935,0.00838582218384385,-2.65148021975654,0.0238673400617094,0.00702606973465882
PWY-5913,0.0100611081600324,-2.57203661612702,0.0254339814977216,TCA cycle VI (obligate autotrophs),5661.28504831145,6.8351988233918e-4,-3.41576124227727,0.00370923456149395,0.0235958864395962
ENTBACSYN-PWY,0.0110647990038418,-2.55174369105607,0.0277985999664419,enterobactin biosynthesis,1110.86580542734,0.022657908113624,-2.28523939046455,0.0536149337339823,0
CHLOROPHYLL-SYN,0.0126106944049763,-2.5065148212929,0.0314880529007691,"chlorophyllide a biosynthesis I (aerobic, light-dependent)",517.073357926132,0.00773738036990484,-2.67653009802704,0.022580286561125,0.0322989073109178
ORNDEG-PWY,0.0129308337369139,-2.4839420504367,0.032090544700756,superpathway of ornithine degradation,747.494476594215,0.0151570076590138,-2.42617405928285,0.0395442443411449,1.1294999359446e-4
PWY-5181,0.0136762559133608,-2.46598507435441,0.03373476458629,toluene degradation III (aerobic) (via p-cresol),990.722345725741,0.0139072364861295,-2.46009649734906,0.0370542319703715,0.00339027992400448
POLYISOPRENSYN-PWY,0.0142609032355105,2.4443971579324,0.0349649856436913,polyisoprenoid biosynthesis (E. coli),4734.80674315699,0.0403632845134175,2.04002642698119,0.0860097214500573,0.0249537385693336
PWY-5419,0.0146033695902486,-2.44344772113637,0.0355902480433005,catechol degradation to 2-oxopent-4-enoate II,319.31971901479,0.0140205202050054,-2.45901062625072,0.0370542319703715,0.00995793399676703
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY,0.015859997291563,-2.40520502205172,0.0384227315337269,protocatechuate degradation II (ortho-cleavage pathway),3195.75617470702,0.0163058775460489,-2.39499561226223,0.0422706507085471,0.00330157459808397
PWY-5101,0.015980126707222,2.4058679191013,0.0384846838452032,L-isoleucine biosynthesis II,9207.4099585031,0.674990393750103,0.415717832925796,0.739192216265084,0.0316876745194582
PWY-5862,0.0162635382219699,-2.39578828570291,0.0389368238608338,superpathway of demethylmenaquinol-9 biosynthesis,1019.18749870779,0.0340794503698756,-2.10923192521585,0.0749747908137262,0.0126046229755852
GLYCOLYSIS-TCA-GLYOX-BYPASS,0.0184761319994988,-2.35316076122911,0.0439753551099181,"superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass",4043.8694405024,0.010969329202102,-2.5438659965139,0.02976344656837,0.0200202229282895
HEXITOLDEGSUPER-PWY,0.0199604811631122,-2.32360383060519,0.0472320687987597,superpathway of hexitol degradation (bacteria),1497.67963894998,0.0203918023241139,-2.31538351888565,0.0506064850360632,0.00949504437558249
1CMET2-PWY,0.0211572358287843,2.29681505951209,0.04977453747003,N10-formyl-tetrahydrofolate biosynthesis,4322.21163891719,6.4654376362882e-5,4.03742327367957,4.6989877106594e-4,0.016232837938451
PWY-5154,0.021533905053418,-2.29158621933568,0.0503695365329949,L-arginine biosynthesis III (via N-acetyl-L-citrulline),4513.31307888377,0.00776717473847051,-2.66034440488031,0.022580286561125,0.0190031279271845
PWY-7392,0.0217026964476849,2.28783199272776,0.0504742711669015,taxadiene biosynthesis (engineered),3377.88573053816,7.28278363950535e-5,4.00879678230135,5.2001630548748e-4,0.0138445520601485
PWY-7376,0.0221205656967373,-2.28953993838674,0.0511538081737049,"cob(II)yrinate a,c-diamide biosynthesis II (late cobalt incorporation)",1228.73873085885,0.0147315603502543,-2.44234781803747,0.0386822262100226,0.0186674594737541
PWY-7090,0.0224077918129224,-2.29148470101886,0.0515252614003357,"UDP-2,3-diacetamido-2,3-dideoxy-&alpha;-D-mannuronate biosynthesis",82.6583792326183,0.0319421327016805,-2.15106095836962,0.0710406995059232,5.24732464557227e-5
P341-PWY,0.0228492690640217,2.28651568284994,0.052245238814926,glycolysis V (Pyrococcus),7.74327340193571,0.0177192146020195,2.38229201066078,0.0453567317171191,0.0457145244044673
PWY-5509,0.0242629650143346,2.24407106978406,0.0549051937770972,"adenosylcobalamin biosynthesis from cobyrinate a,c-diamide I",2462.45132702274,0.161076747620826,1.39020915658988,0.241096573041983,0.0390730696385189
PWY-5529,0.0242863650231566,-2.26340044588352,0.0549051937770972,superpathway of bacteriochlorophyll a biosynthesis,570.775239029261,0.0245268772276293,-2.25832599796927,0.057042508752258,0.00286956898132097
PEPTIDOGLYCANSYN-PWY,0.0244172974782668,2.24783126779524,0.0549051937770972,peptidoglycan biosynthesis I (meso-diaminopimelate containing),5336.49411979075,7.58170293366407e-6,4.55990367950566,8.33987322703048e-5,0.0133111745428526
PWY-6545,0.0255983291598762,2.22340586232558,0.0572446152091737,pyrimidine deoxyribonucleotides de novo biosynthesis III,3232.25239176237,0.219211331249286,1.21820454940927,0.310867636998117,0.0372023729216626
TCA,0.0271959838605714,-2.19958798939949,0.0603900910474796,TCA cycle I (prokaryotic),6233.03986853408,9.33910093105728e-5,-3.94578598432427,6.553472549897e-4,0.0247746800362584
REDCITCYC,0.0273016627831358,-2.1985000578851,0.0603900910474796,TCA cycle VIII (helicobacter),4693.64345116816,0.00203816574183745,-3.0919122579736,0.00797628323969079,0.0279510193488336
PWY0-1533,0.0277049326109439,-2.19226873820837,0.060697541420136,methylphosphonate degradation I,1739.66339697853,0.0425725148863947,-2.01744118060602,0.0888564797885263,4.24295226994812e-5
ECASYN-PWY,0.0277389255630105,-2.20626310536349,0.060697541420136,enterobacterial common antigen biosynthesis,505.205073651127,0.0255574921392025,-2.239107894159,0.0591017005719059,0.0100738980706275
PWY-6876,0.0282983416004158,-2.18446347937991,0.0615905081891402,isopropanol biosynthesis,911.029778895928,0.0242128969526271,-2.24545899366477,0.0566359141363174,0.0144901501025414
PYRIDOXSYN-PWY,0.0287974069792439,-2.19029857789849,0.0623433225561291,pyridoxal 5'-phosphate biosynthesis I,1416.55070369098,0.0578050752428006,-1.89796299628176,0.108919748258425,1.4518337625705e-5
PWY-6269,0.0297192227445345,2.16424380408925,0.0638776700513722,adenosylcobalamin salvage from cobinamide II,2468.56732677924,0.0843835921582112,1.71424016203596,0.142271622818008,0.0333402733240036
PWY-5850,0.0300195830646282,-2.16175603984742,0.0638776700513722,superpathway of menaquinol-6 biosynthesis I,1348.50517069308,0.0622138149983392,-1.85470720195547,0.110103710538912,0.0121656535572753
PWY-5896,0.0300195830646282,-2.16175603984742,0.0638776700513722,superpathway of menaquinol-10 biosynthesis,1348.50517069308,0.0622138149983392,-1.85470720195547,0.110103710538912,0.0121656535572753
P162-PWY,0.0302631910182534,2.15782978742391,0.0638776700513722,L-glutamate degradation V (via hydroxyglutarate),210.376956905641,0.00355111959540735,2.91803395875955,0.0127903157108919,0.0257882964446522
KDO-NAGLIPASYN-PWY,0.0302908853069161,-2.16788276960541,0.0638776700513722,superpathway of (Kdo)2-lipid A biosynthesis,1051.95831951346,0.0402589022662892,-2.05149616400672,0.0860097214500573,0
ILEUSYN-PWY,0.0306937435285209,2.15424879865916,0.064063351877477,L-isoleucine biosynthesis I (from threonine),8969.78984551168,0.503778613135956,0.662801019046026,0.580843896731824,0.0292695308940795
VALSYN-PWY,0.0306937435285209,2.15424879865916,0.064063351877477,L-valine biosynthesis,8969.78984551168,0.503778613135956,0.662801019046026,0.580843896731824,0.0292695308940795
THISYN-PWY,0.0342957854898593,2.10676905559074,0.0712162484406772,superpathway of thiamin diphosphate biosynthesis I,3281.16961701086,0.10902654562842,1.59113159705267,0.175509693254219,0.0313112770330907
PWY-5747,0.0381231477761623,-2.06324513675994,0.0787620362685181,2-methylcitrate cycle II,865.527018759859,0.0484744269216755,-1.96234736734277,0.0971876441237534,0
PWY-5741,0.0393446846973094,-2.0503557448887,0.0808751852111361,ethylmalonyl-CoA pathway,564.535694161777,0.0408055489534069,-2.03517772909358,0.0860510799172881,0.00441264192174749
PWY-7616,0.0401226031397585,-2.05032639644665,0.082059796371265,methanol oxidation to carbon dioxide,591.622212203591,0.0432512126732765,-2.01892729995597,0.0898124671327731,1.21493437949229e-6
PWY-3661,0.0404388584467531,-2.13315377017763,0.0822228247817174,glycine betaine degradation I,140.378890002004,0.0407370938485732,-2.1303094072194,0.0860510799172881,0.00284954393747803
P23-PWY,0.0406301783708672,2.03774325999895,0.0822228247817174,reductive TCA cycle I,3530.80822398697,0.511508768539903,-0.650383664895565,0.588090589818477,0.0539864074608793
PWY-5420,0.0408083798670931,-2.04033947319768,0.0822228247817174,catechol degradation II (meta-cleavage pathway),344.524538288169,0.0402070460109522,-2.04675492646066,0.0860097214500573,0.00662191886249725
PWY0-1277,0.042125923616682,-2.0228101396237,0.0844593640984709,3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation,542.21836276383,0.0585992818781102,-1.88098974998975,0.10940324644216,0
PWY-7254,0.0437783074937236,-2.00719459442521,0.0869567525191385,TCA cycle VII (acetate-producers),2871.88517671178,0.0201539851445891,-2.31726261988448,0.050323140821152,0.0223007925281951
PWY0-42,0.0437988556914579,-2.00541657480988,0.0869567525191385,2-methylcitrate cycle I,966.57536902456,0.0582136371972172,-1.8829394825671,0.109184102945933,0
PWY-5654,0.0445624941819596,-2.00166282332081,0.088043374427464,2-amino-3-carboxymuconate semialdehyde degradation to 2-oxopentenoate,120.863478710419,0.0450905751341292,-1.99672899399102,0.0928312677486103,0
PWY0-41,0.0480248675975673,-1.97636488910916,0.0944257058560864,allantoin degradation IV (anaerobic),302.965441395672,0.0701826646295982,-1.80858517264204,0.122593753237109,0
HCAMHPDEG-PWY,0.048648372692706,-1.96181520134733,0.0947363047173749,3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-oxopent-4-enoate,312.053441148941,0.0516902306245325,-1.93577303617735,0.101632482435675,0
PWY-6690,0.048648372692706,-1.96181520134733,0.0947363047173749,cinnamate and 3-hydroxycinnamate degradation to 2-oxopent-4-enoate,312.053441148941,0.0516902306245325,-1.93577303617735,0.101632482435675,0
PWY-5860,0.0506975478625914,-1.9439279289791,0.0982566760955937,superpathway of demethylmenaquinol-6 biosynthesis I,975.481171494287,0.0961674558438478,-1.65279362217792,0.159106319221325,0.0120972009095481
PWY-6263,0.0512595546562265,-1.93904765474539,0.0985805152536337,superpathway of menaquinol-8 biosynthesis II,1281.7179688805,0.15894285306236,-1.39795297197414,0.239591634060669,0.00676035501291825
PWY-7255,0.0513490644564382,-1.94072572636875,0.0985805152536337,ergothioneine biosynthesis I (bacteria),695.640173104691,0.0402459704602692,-2.04430060837416,0.0860097214500573,0.00515808511112018
PWY-7098,0.0525035402137635,-1.93292507060364,0.100323666042262,vanillin and vanillate degradation II,147.453382738211,0.0540384359574973,-1.92033964448707,0.104235276941713,5.5958362566969e-4
P184-PWY,0.0531268319870845,-1.92745589580018,0.101040283265156,protocatechuate degradation I (meta-cleavage pathway),164.369341241859,0.0545394323044377,-1.91594743515617,0.104615790261565,6.2437874779038e-4
SUCSYN-PWY,0.0549517006299657,-1.94578001301026,0.104024847239051,sucrose biosynthesis I (from photosynthesis),170.341301532112,0.0547497870410647,-1.94728839053357,0.104615790261565,0.00556686762327321
PWY0-1586,0.0555774246053726,1.90392189640211,0.104192766798981,peptidoglycan maturation (meso-diaminopimelate containing),5051.66417975875,4.69856807936454e-6,4.65771779605411,5.79490063121626e-5,0
FUC-RHAMCAT-PWY,0.0562670669336674,1.8991522696621,0.104192766798981,superpathway of fucose and rhamnose degradation,545.094450622525,0.0530577196600449,1.92478529480212,0.103322927759035,0.0369207479703221
PWY-6387,0.0562706025674372,1.90283777117203,0.104192766798981,UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing),5397.00309568943,5.010913572649e-6,4.65327207802797,5.99835830608278e-5,0.0113306781406761
ARGDEG-PWY,0.0563204144859354,-1.90973747178837,0.104192766798981,"superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation",562.210312817415,0.0479713866208406,-1.97973956128996,0.0966552195776343,0.0103006299433231
ORNARGDEG-PWY,0.0563204144859354,-1.90973747178837,0.104192766798981,superpathway of L-arginine and L-ornithine degradation,562.210312817415,0.0479713866208406,-1.97973956128996,0.0966552195776343,0.0103006299433231
PWY-6629,0.0577850055035409,-1.89787769112918,0.106418539547245,superpathway of L-tryptophan biosynthesis,1755.06053169743,0.0603891907426456,-1.87840109333798,0.109902594908201,0.00988892191148147
PWY-7097,0.0583470285181216,-1.8864391089728,0.106489868192285,vanillin and vanillate degradation I,132.604068375751,0.0600054875189264,-1.87397741625545,0.109902594908201,6.3347218974515e-4
PWY-6338,0.0583470285181317,-1.88643910898259,0.106489868192285,superpathway of vanillin and vanillate degradation,132.604068375751,0.0600054875189223,-1.87397741626504,0.109902594908201,6.3347218974503e-4
PWY-5651,0.0592697008706123,-1.88023356688939,0.107690929706871,L-tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde,162.519281876834,0.0596996345140433,-1.87702895615009,0.109902594908201,1.5862334792029e-4
PWY-6185,0.060651505972359,-1.87569090213459,0.10932721620496,4-methylcatechol degradation (ortho cleavage),536.968179440083,0.0620055423728117,-1.86607352677674,0.110103710538912,0
PWY-5028,0.0607074959762188,-1.86518355783198,0.10932721620496,L-histidine degradation II,1722.36648359078,0.0691850849178809,-1.80666429833795,0.121372110179214,0
GLYCOL-GLYOXDEG-PWY,0.06442771346982,-1.84405258098552,0.115515768203598,superpathway of glycol metabolism and degradation,352.887392822829,0.0996111413121871,-1.64068634927597,0.164136576980001,0
PWY-7347,0.0655514110110031,-1.86227310655537,0.117015018778413,sucrose biosynthesis III,59.8391878819968,0.0649862551800611,-1.86635509756024,0.114499592460108,0.00622638968341993
LPSSYN-PWY,0.0663917278858384,-1.83344463221921,0.117985359420632,superpathway of lipopolysaccharide biosynthesis,807.958842005668,0.0817368625509279,-1.73787507254132,0.139776903605999,0
FUCCAT-PWY,0.0666747731369666,1.82615998774097,0.117985359420632,fucose degradation,657.252832345664,0.109100620131001,1.59370487040028,0.175509693254219,0.045118549711532
PWY0-1298,0.0688539144530409,1.80917038059544,0.12052502424896,superpathway of pyrimidine deoxyribonucleosides degradation,2302.53737545952,0.00102207090836837,3.29869751705539,0.00513559086056701,0.00722488181884082
PWY-5188,0.06887102316889,1.80949225541139,0.12052502424896,tetrapyrrole biosynthesis I (from glutamate),5428.72515464679,0.777328190795003,-0.279989003502624,0.821712150144235,0.030863093872717
PWY-4984,0.0689983554054241,-1.8092670535843,0.12052502424896,urea cycle,1975.4228785863,0.0550337975329379,-1.90989584613297,0.104667082223859,0.0152904201397618
P441-PWY,0.0748220684617802,-1.77020083379952,0.130139238734806,superpathway of N-acetylneuraminate degradation,1763.66460882631,0.10651143669732,-1.60257188274007,0.174097006971122,0.0101986154343303
PWY-5655,0.0759543596783853,-1.76467141171979,0.131538837873589,L-tryptophan degradation IX,95.7476484155616,0.0764685985652523,-1.76154910579591,0.131875930576516,2.73497104046255e-5
PWY-6151,0.0762731344918107,1.76272088439969,0.131538837873589,S-adenosyl-L-methionine cycle I,2895.15152457999,0.0287151037142374,2.1795629811188,0.0649280400649701,0.0202925136919069
PWY0-845,0.0767683235585845,-1.76674794583295,0.131834209655459,superpathway of pyridoxal 5'-phosphate biosynthesis and salvage,1619.18215106329,0.231607504621258,-1.19157716271723,0.323932145638666,1.01509499128386e-5
P124-PWY,0.0777142448042432,-1.7526370063846,0.132679118171866,Bifidobacterium shunt,3795.48433672902,0.305783974894755,-1.01467370100423,0.391365024472217,0.0100747350969889
PWY-6182,0.0779123077225456,-1.75491475789236,0.132679118171866,superpathway of salicylate degradation,703.491665704563,0.0835817280756378,-1.72230913481903,0.141919882105002,0
P108-PWY,0.0784731862630443,-1.74887565095548,0.133077445037746,pyruvate fermentation to propanoate I,3342.51799782145,0.0567744017591992,-1.89484206487977,0.107475262865089,0.0146597145305227
PWY-6385,0.0833431961013526,1.72478825322023,0.140288302875417,peptidoglycan biosynthesis III (mycobacteria),5237.21668520364,2.5697184925537e-5,4.2739117865238,2.0112988970564e-4,0.0114944687333394
PWY-6210,0.0834146665745725,-1.7197583599258,0.140288302875417,2-aminophenol degradation,54.6863620438535,0.0836873997670776,-1.71822401844367,0.141919882105002,0
NADSYN-PWY,0.0842065401712461,-1.71957075784677,0.14103729156254,NAD biosynthesis II (from tryptophan),211.511919291645,0.0845939378917887,-1.71740857253865,0.142271622818008,0.00167953628028769
RIBOSYN2-PWY,0.0849843407058184,-1.71198100632438,0.141756666669131,flavin biosynthesis I (bacteria and plants),5099.83503455384,0.779314225935319,0.277447443843571,0.821712150144235,0.0140179817925679
PWY-7431,0.0902336217701558,-1.68313082302763,0.149898302287565,aromatic biogenic amine degradation (bacteria),2968.73096514595,0.226061558600848,-1.20043242800883,0.318422611457293,8.29259094754908e-6
P461-PWY,0.0927543794861139,-1.67047197181261,0.153459481507514,"hexitol fermentation to lactate, formate, ethanol and acetate",924.67215771798,0.10887843718837,-1.59263912029625,0.175509693254219,0.00756386481081591
PWY-5505,0.0995806388233737,-1.63568698449541,0.16408631579398,L-glutamate and L-glutamine biosynthesis,3378.60898769715,0.838464851168649,-0.201466109992641,0.872775433313657,0.00530647750236385
PWY-6891,0.100345216440938,-1.63999272910702,0.164679447949443,thiazole biosynthesis II (Bacillus),860.339713743669,0.110473888376167,-1.59272050564968,0.177019183342913,0.0102248961742199
PWY-7560,0.101588261079968,-1.62807277861563,0.165385689038201,methylerythritol phosphate pathway II,4960.47268519658,0.00591058432049166,2.75424650167497,0.0185475758158412,0.00399357156330862
NONMEVIPP-PWY,0.101588261079976,-1.62807277860407,0.165385689038201,methylerythritol phosphate pathway I,4960.47268519658,0.00591058432049184,2.75424650168371,0.0185475758158412,0.00399357156330862
PWY-5863,0.111395137948066,-1.58106621450497,0.180628769501445,superpathway of phylloquinol biosynthesis,1250.20564310458,0.4117788164093,-0.813224605887578,0.49292346552525,0.00716310589151229
PWY-5941,0.111917846709955,-1.57819149105708,0.180756204805364,glycogen degradation II (eukaryotic),1017.20285805069,0.121825252141325,-1.53574396831363,0.192929484908636,0.00359572938352014
METHGLYUT-PWY,0.11275119900336,-1.58520615633446,0.181350150228224,superpathway of methylglyoxal degradation,440.065114692425,0.087932164161509,-1.70707333998603,0.146075064545854,0.0185026218147635
POLYAMINSYN3-PWY,0.113176752230882,-1.57658969361675,0.181350150228224,superpathway of polyamine biosynthesis II,1010.73275324901,0.135112722150016,-1.48662199081527,0.20575185780357,0.0146693930464746
COBALSYN-PWY,0.115542720446826,1.56221507505524,0.184415244007287,adenosylcobalamin salvage from cobinamide I,2901.44721598093,0.0721661489701045,1.78667315262704,0.124985628216309,0.0224235146399533
P4-PWY,0.116202591119069,1.55953029932649,0.184743963224457,"superpathway of L-lysine, L-threonine and L-methionine biosynthesis I",4452.18560769312,0.25255972443682,1.13410182124038,0.343785310521023,0.0249083928307201
ANAGLYCOLYSIS-PWY,0.116999787089673,1.56063209585826,0.185287600566136,glycolysis III (from glucose),5853.0242686535,7.3270068258062e-4,3.40310342830822,0.00392380497118835,0.0163794963411356
PWY-1501,0.121285115547411,-1.53852290401723,0.191329620262776,mandelate degradation I,34.317502409939,0.126933633941832,-1.51539259315362,0.198699957747407,0
POLYAMSYN-PWY,0.12241034338874,1.53442803304375,0.191937824625724,superpathway of polyamine biosynthesis I,1383.94504104669,0.284060063679976,1.06237271728322,0.369368836797925,0.0301948823914029
FERMENTATION-PWY,0.122698182722121,-1.5330031894496,0.191937824625724,mixed acid fermentation,4701.61028260399,0.573806368722922,-0.557144684534343,0.646922969723627,0.014815131283548
PWY-6630,0.123085435447946,-1.54069143929252,0.191937824625724,superpathway of L-tyrosine biosynthesis,3669.68226169878,0.161125965276214,-1.39915798304126,0.241096573041983,0.0175734567291433
PWY-5647,0.12382782701881,-1.52831880839965,0.192358494643724,2-nitrobenzoate degradation I,82.4060545284555,0.124535902441381,-1.52542821366828,0.195699275265027,0
PWY-2221,0.12758074423248,-1.52780613929339,0.197434839933914,Entner-Doudoroff pathway III (semi-phosphorylative),38.6999097060005,0.12744281001215,-1.52832550268731,0.19873265775841,0.00101838312357547
PWY-722,0.130186338519535,-1.5032047415011,0.199320222977769,nicotinate degradation I,103.896656929949,0.135147275636508,-1.48400418483528,0.20575185780357,0
PWY-3941,0.130256378667602,-1.50163810093586,0.199320222977769,&beta;-alanine biosynthesis II,9.59541666497598,0.130035558078687,-1.50250906134221,0.201233734365116,0
PWY-6992,0.130268253838051,-1.51769954968414,0.199320222977769,"1,5-anhydrofructose degradation",77.3388452244233,0.130683955560826,-1.51591943864941,0.201471098156274,9.4684284990946e-4
PWY-6969,0.135503489428517,-1.48138318802604,0.206554008229986,TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase),6341.34001617139,3.14091112046491e-5,-4.2146730760696,2.4119826906211e-4,0.0318902401000881
PWY-5676,0.136661922040067,-1.47848123347269,0.207542545784728,acetyl-CoA fermentation to butanoate II,1508.23539286613,0.35577836353639,-0.915670533572661,0.442818941771593,0.00852029303086597
PWY0-1415,0.139801417198737,-1.46509874575403,0.2115211033453,superpathway of heme biosynthesis from uroporphyrinogen-III,2467.6421210576,0.129534713683876,-1.50443802237104,0.201223772783731,0.0177565281482239
PWY-6562,0.147860185705466,-1.4388987402122,0.222885539193054,norspermidine biosynthesis,170.96769539962,0.148021851928832,-1.43831009567382,0.223958712769645,0.00308854079634272
PWY-5347,0.149041095613609,1.4317696324131,0.223836626991656,superpathway of L-methionine biosynthesis (transsulfuration),3921.39031402913,0.281544923746818,1.06719930945702,0.36727174347742,0.0276175312090854
PWY-5971,0.150638273194757,-1.44620685727207,0.225403592611273,palmitate biosynthesis II (bacteria and plants),1815.95426938716,0.20331332128705,-1.27957478105941,0.29343447433982,3.3841002332498e-4
TYRFUMCAT-PWY,0.157400234887402,-1.40529789962918,0.23432878448166,L-tyrosine degradation I,1637.43324626849,0.183333422596416,-1.32222780752839,0.266488224988362,0
PWY0-1296,0.158679618806776,1.39855393359696,0.23432878448166,purine ribonucleosides degradation,2550.61107390371,4.2855688140056e-4,3.5428131817789,0.00252786450333379,0
GLYCOLYSIS-E-D,0.158816975137845,1.39781551327774,0.23432878448166,superpathway of glycolysis and Entner-Doudoroff,4452.47169015663,0.0205675231260688,2.30759423193837,0.0507332237109697,0.0193524518999118
KETOGLUCONMET-PWY,0.158906006184123,-1.39789170196956,0.23432878448166,ketogluconate metabolism,343.531318623403,0.168719578620095,-1.36555341973176,0.251046703851146,0
PWY-7007,0.166922896420167,-1.37135676525394,0.245262161888116,methyl ketone biosynthesis,929.967784147329,0.527625399926782,-0.625463092516807,0.604911374000564,0
PWY-6590,0.17104823827622,1.36014792817281,0.250419543087848,superpathway of Clostridium acetobutylicum acidogenic fermentation,353.711422323406,0.269977322459043,1.09519368776341,0.359087484447159,0.0493936972889097
PWY-5178,0.173269505865202,-1.35561050368523,0.252762325760349,toluene degradation IV (aerobic) (via catechol),147.848868323399,0.176395702110818,-1.34580124889558,0.259913167561842,0
PWY-5430,0.176966185649679,-1.35250185668308,0.25723299128364,meta cleavage pathway of aromatic compounds,141.949498120705,0.176894219691966,-1.35299261534806,0.259913167561842,0.00458031897253498
PWY-5837,0.184702986741509,-1.31577036690445,0.266970513603524,"1,4-dihydroxy-2-naphthoate biosynthesis I",1061.09931475386,0.939688001507537,0.0749746973659245,0.948433517436795,0
