"plate_identifier","Inner.Core.Sample.ID","Sample.Mass.Added.to.Tube..mg.","Date.Weighed","Name.of.Weigher","Notes","Sample.Archived","Sample.Notes","Extraction.Plate.ID","Plate.Well.No.","Plate.Position","Blank.Well.","Sample.Added.to.Extraction.Plate","Name.of.Person.Adding.to.Plate","Date.Plate.Extracted","species","material","core_type","lab_id","Well","Sample.description.1","Sample.description.2","Sample.description.3","Sample.description.4","Target","Conc.copies.µL.","Molecular.Weight.pg.µL.","Status","Status.Reason","Experiment","SampleType","TargetType","Supermix","DyeName.s.","Copies.20µLWell","TotalConfMax","TotalConfMin","PoissonConfMax","PoissonConfMin","Accepted.Droplets","Positives","Negatives","analysis_type"
"3C1","ACRU_RM14
Wood_Outer
Lab ID: 3a",100.8,"7/25/2022","Qespi","","x","","Plate 3",3,"C1","","8/8/2022","Cade","8/8/2022","ACRU","Wood","Outer","3a","C1","Plate 3",NA,NA,NA,"pmoa","0.42878982424736",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",8.57579612731934,NA,NA,0.931959509849548,0.150744676589966,13721,5,13716,"strict"
"3C10","FAGR_AB11
Wood_Outer
Lab ID: 75a",102.1,"7/20/2022","Qespi","","x","","Plate 3",75,"C10","","8/8/2022","Cade","8/8/2022","FAGR","Wood","Outer","75a","C10","Plate 3","",NA,NA,"mmox","0.588887333869934",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",11.7777462005615,NA,NA,1.147087931633,0.250156968832016,13988,7,13981,"loose"
"3C10","FAGR_AB11
Wood_Outer
Lab ID: 75a",102.1,"7/20/2022","Qespi","","x","","Plate 3",75,"C10","","8/8/2022","Cade","8/8/2022","FAGR","Wood","Outer","75a","C10","Plate 3",NA,NA,NA,"mcra_probe","0",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (No dUTP)","FAM",0,NA,NA,0.185760125517845,0,18976,0,18976,"loose"
"3C10","FAGR_AB11
Wood_Outer
Lab ID: 75a",102.1,"7/20/2022","Qespi","","x","","Plate 3",75,"C10","","8/8/2022","Cade","8/8/2022","FAGR","Wood","Outer","75a","C10","Plate 3","",NA,NA,"mcra","0",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",0,NA,NA,0.219806402921677,0,16037,0,16037,"strict"
"3C10","FAGR_AB11
Wood_Outer
Lab ID: 75a",102.1,"7/20/2022","Qespi","","x","","Plate 3",75,"C10","","8/8/2022","Cade","8/8/2022","FAGR","Wood","Outer","75a","C10","Plate 3","",NA,NA,"mmox","0",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",0,NA,NA,0.252007693052292,0,13988,0,13988,"strict"
"3C10","FAGR_AB11
Wood_Outer
Lab ID: 75a",102.1,"7/20/2022","Qespi","","x","","Plate 3",75,"C10","","8/8/2022","Cade","8/8/2022","FAGR","Wood","Outer","75a","C10","Plate 3",NA,NA,NA,"pmoa","0.498610138893127",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",9.97220230102539,NA,NA,1.01938462257385,0.195263773202896,14160,6,14154,"loose"
"3C10","FAGR_AB11
Wood_Outer
Lab ID: 75a",102.1,"7/20/2022","Qespi","","x","","Plate 3",75,"C10","","8/8/2022","Cade","8/8/2022","FAGR","Wood","Outer","75a","C10","Plate 3",NA,NA,NA,"pmoa","0.0830870196223259",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",1.66174042224884,NA,NA,0.396876513957977,0.00348953646607697,14160,1,14159,"strict"
"3C10","FAGR_AB11
Wood_Outer
Lab ID: 75a",102.1,"7/20/2022","Qespi","","x","","Plate 3",75,"C10","","8/8/2022","Cade","8/8/2022","FAGR","Wood","Outer","75a","C10","Plate 3",NA,NA,NA,"mcra_probe","0",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (No dUTP)","FAM",0,NA,NA,0.185760125517845,0,18976,0,18976,"strict"
"3C10","FAGR_AB11
Wood_Outer
Lab ID: 75a",102.1,"7/20/2022","Qespi","","x","","Plate 3",75,"C10","","8/8/2022","Cade","8/8/2022","FAGR","Wood","Outer","75a","C10","Plate 3","",NA,NA,"mcra","1.10091149806976",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",22.0182304382324,NA,NA,1.76048374176025,0.631283402442932,16037,15,16022,"loose"
"3C11","FAGR_AB6
Wood_Outer
Lab ID: 83a",111.8,"7/20/2022","Qespi","","x","","Plate 3",83,"C11","","8/8/2022","Cade","8/8/2022","FAGR","Wood","Outer","83a","C11","Plate 3","",NA,NA,"mmox","0.848240256309509",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",16.9648056030273,NA,NA,1.45865738391876,0.437924027442932,15262,11,15251,"loose"
"3C11","FAGR_AB6
Wood_Outer
Lab ID: 83a",111.8,"7/20/2022","Qespi","","x","","Plate 3",83,"C11","","8/8/2022","Cade","8/8/2022","FAGR","Wood","Outer","83a","C11","Plate 3",NA,NA,NA,"pmoa","2.66347169876099",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",53.2694320678711,NA,NA,3.66610646247864,1.86316978931427,15035,34,15001,"loose"
"3C11","FAGR_AB6
Wood_Outer
Lab ID: 83a",111.8,"7/20/2022","Qespi","","x","","Plate 3",83,"C11","","8/8/2022","Cade","8/8/2022","FAGR","Wood","Outer","83a","C11","Plate 3",NA,NA,NA,"mcra_probe","0.540919840335846",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (No dUTP)","FAM",10.8183965682983,NA,NA,0.98008930683136,0.257927626371384,19579,9,19570,"loose"
"3C11","FAGR_AB6
Wood_Outer
Lab ID: 83a",111.8,"7/20/2022","Qespi","","x","","Plate 3",83,"C11","","8/8/2022","Cade","8/8/2022","FAGR","Wood","Outer","83a","C11","Plate 3","",NA,NA,"mcra","0.0741387382149696",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",1.48277473449707,NA,NA,0.354128777980804,0.00311373290605843,15869,1,15868,"strict"
"3C11","FAGR_AB6
Wood_Outer
Lab ID: 83a",111.8,"7/20/2022","Qespi","","x","","Plate 3",83,"C11","","8/8/2022","Cade","8/8/2022","FAGR","Wood","Outer","83a","C11","Plate 3","",NA,NA,"mcra","0.296582996845245",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",5.93165969848633,NA,NA,0.699388265609741,0.0894860401749611,15869,4,15865,"loose"
"3C11","FAGR_AB6
Wood_Outer
Lab ID: 83a",111.8,"7/20/2022","Qespi","","x","","Plate 3",83,"C11","","8/8/2022","Cade","8/8/2022","FAGR","Wood","Outer","83a","C11","Plate 3",NA,NA,NA,"pmoa","0",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",0,NA,NA,0.234456747770309,0,15035,0,15035,"strict"
"3C11","FAGR_AB6
Wood_Outer
Lab ID: 83a",111.8,"7/20/2022","Qespi","","x","","Plate 3",83,"C11","","8/8/2022","Cade","8/8/2022","FAGR","Wood","Outer","83a","C11","Plate 3",NA,NA,NA,"mcra_probe","0",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (No dUTP)","FAM",0,NA,NA,0.180038586258888,0,19579,0,19579,"strict"
"3C11","FAGR_AB6
Wood_Outer
Lab ID: 83a",111.8,"7/20/2022","Qespi","","x","","Plate 3",83,"C11","","8/8/2022","Cade","8/8/2022","FAGR","Wood","Outer","83a","C11","Plate 3","",NA,NA,"mmox","0.077087476849556",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",1.54174947738647,NA,NA,0.368215352296829,0.00323757249861956,15262,1,15261,"strict"
"3C12","FRAM_WA102
Wood_Outer
Lab ID: 91a",106.2,"7/27/2022","Qespi + Jon","Reweighed because sample sat on counter for multiple days","x","","Plate 3",91,"C12","","8/8/2022","Cade","8/8/2022","FRAM","Wood","Outer","91a","C12","Plate 3",NA,NA,NA,"mcra_probe","0.192543119192123",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (No dUTP)","FAM",3.85086250305176,NA,NA,0.510372400283813,0.0456940494477749,18332,3,18329,"loose"
"3C12","FRAM_WA102
Wood_Outer
Lab ID: 91a",106.2,"7/27/2022","Qespi + Jon","Reweighed because sample sat on counter for multiple days","x","","Plate 3",91,"C12","","8/8/2022","Cade","8/8/2022","FRAM","Wood","Outer","91a","C12","Plate 3","",NA,NA,"mcra","0.342624753713608",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",6.85249519348145,NA,NA,0.744650721549988,0.120455488562584,17171,5,17166,"loose"
"3C12","FRAM_WA102
Wood_Outer
Lab ID: 91a",106.2,"7/27/2022","Qespi + Jon","Reweighed because sample sat on counter for multiple days","x","","Plate 3",91,"C12","","8/8/2022","Cade","8/8/2022","FRAM","Wood","Outer","91a","C12","Plate 3","",NA,NA,"mmox","1.21518301963806",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",24.3036613464355,NA,NA,1.97322463989258,0.681910276412964,13561,14,13547,"loose"
"3C12","FRAM_WA102
Wood_Outer
Lab ID: 91a",106.2,"7/27/2022","Qespi + Jon","Reweighed because sample sat on counter for multiple days","x","","Plate 3",91,"C12","","8/8/2022","Cade","8/8/2022","FRAM","Wood","Outer","91a","C12","Plate 3",NA,NA,NA,"mcra_probe","0",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (No dUTP)","FAM",0,NA,NA,0.192286387085915,0,18332,0,18332,"strict"
"3C12","FRAM_WA102
Wood_Outer
Lab ID: 91a",106.2,"7/27/2022","Qespi + Jon","Reweighed because sample sat on counter for multiple days","x","","Plate 3",91,"C12","","8/8/2022","Cade","8/8/2022","FRAM","Wood","Outer","91a","C12","Plate 3",NA,NA,NA,"pmoa","10.8176822662354",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",216.353637695313,NA,NA,12.5797920227051,9.05820751190186,15842,145,15697,"loose"
"3C12","FRAM_WA102
Wood_Outer
Lab ID: 91a",106.2,"7/27/2022","Qespi + Jon","Reweighed because sample sat on counter for multiple days","x","","Plate 3",91,"C12","","8/8/2022","Cade","8/8/2022","FRAM","Wood","Outer","91a","C12","Plate 3","",NA,NA,"mcra","0.205562874674797",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",4.11125755310059,NA,NA,0.544888734817505,0.0487836748361588,17171,3,17168,"strict"
"3C12","FRAM_WA102
Wood_Outer
Lab ID: 91a",106.2,"7/27/2022","Qespi + Jon","Reweighed because sample sat on counter for multiple days","x","","Plate 3",91,"C12","","8/8/2022","Cade","8/8/2022","FRAM","Wood","Outer","91a","C12","Plate 3",NA,NA,NA,"pmoa","1.56055247783661",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",31.2110500335693,NA,NA,2.33066725730896,0.982460796833038,15842,21,15821,"strict"
"3C12","FRAM_WA102
Wood_Outer
Lab ID: 91a",106.2,"7/27/2022","Qespi + Jon","Reweighed because sample sat on counter for multiple days","x","","Plate 3",91,"C12","","8/8/2022","Cade","8/8/2022","FRAM","Wood","Outer","91a","C12","Plate 3","",NA,NA,"mmox","0",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",0,NA,NA,0.259943604469299,0,13561,0,13561,"strict"
"3C2","ACRU_RM4
Wood_Outer
Lab ID: 11a",100.8,"7/25/2022","Qespi","","x","","Plate 3",11,"C2","","8/8/2022","Cade","8/8/2022","ACRU","Wood","Outer","11a","C2","Plate 3","",NA,NA,"mcra","0.429029554128647",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",8.58059120178223,NA,NA,0.877103447914124,0.168017938733101,16456,6,16450,"loose"
"3C2","ACRU_RM4
Wood_Outer
Lab ID: 11a",100.8,"7/25/2022","Qespi","","x","","Plate 3",11,"C2","","8/8/2022","Cade","8/8/2022","ACRU","Wood","Outer","11a","C2","Plate 3","",NA,NA,"mcra","0.0714940652251244",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",1.42988133430481,NA,NA,0.341494828462601,0.00300266337580979,16456,1,16455,"strict"
"3C2","ACRU_RM4
Wood_Outer
Lab ID: 11a",100.8,"7/25/2022","Qespi","","x","","Plate 3",11,"C2","","8/8/2022","Cade","8/8/2022","ACRU","Wood","Outer","11a","C2","Plate 3",NA,NA,NA,"mcra_probe","0",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (No dUTP)","FAM",0,NA,NA,0.189413741230965,0,18610,0,18610,"strict"
"3C2","ACRU_RM4
Wood_Outer
Lab ID: 11a",100.8,"7/25/2022","Qespi","","x","","Plate 3",11,"C2","","8/8/2022","Cade","8/8/2022","ACRU","Wood","Outer","11a","C2","Plate 3",NA,NA,NA,"pmoa","1.81223618984222",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",36.2447242736816,NA,NA,2.68318462371826,1.15415406227112,14293,22,14271,"strict"
"3C2","ACRU_RM4
Wood_Outer
Lab ID: 11a",100.8,"7/25/2022","Qespi","","x","","Plate 3",11,"C2","","8/8/2022","Cade","8/8/2022","ACRU","Wood","Outer","11a","C2","Plate 3","",NA,NA,"mmox","0.0704410150647163",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",1.408820271492,NA,NA,0.336464315652847,0.00295843789353967,16702,1,16701,"strict"
"3C2","ACRU_RM4
Wood_Outer
Lab ID: 11a",100.8,"7/25/2022","Qespi","","x","","Plate 3",11,"C2","","8/8/2022","Cade","8/8/2022","ACRU","Wood","Outer","11a","C2","Plate 3",NA,NA,NA,"mcra_probe","0.126441031694412",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (No dUTP)","FAM",2.52882051467896,NA,NA,0.405038595199585,0.0191549435257912,18610,2,18608,"loose"
"3C2","ACRU_RM4
Wood_Outer
Lab ID: 11a",100.8,"7/25/2022","Qespi","","x","","Plate 3",11,"C2","","8/8/2022","Cade","8/8/2022","ACRU","Wood","Outer","11a","C2","Plate 3",NA,NA,NA,"pmoa","13.5770397186279",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",271.540802001953,NA,NA,15.6568593978882,11.5008916854858,14293,164,14129,"loose"
"3C2","ACRU_RM4
Wood_Outer
Lab ID: 11a",100.8,"7/25/2022","Qespi","","x","","Plate 3",11,"C2","","8/8/2022","Cade","8/8/2022","ACRU","Wood","Outer","11a","C2","Plate 3","",NA,NA,"mmox","0.916062295436859",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",18.3212451934814,NA,NA,1.51294350624084,0.50170236825943,16702,13,16689,"loose"
"3C3","ACSA_SM11
Wood_Outer
Lab ID: 19a",101.8,"7/22/2022","Qespi","","x","","Plate 3",19,"C3","","8/8/2022","Cade","8/8/2022","ACSA","Wood","Outer","19a","C3","Plate 3",NA,NA,NA,"pmoa","0.0955043733119965",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",1.91008746623993,NA,NA,0.456198811531067,0.00401102751493454,12319,1,12318,"strict"
"3C3","ACSA_SM11
Wood_Outer
Lab ID: 19a",101.8,"7/22/2022","Qespi","","x","","Plate 3",19,"C3","","8/8/2022","Cade","8/8/2022","ACSA","Wood","Outer","19a","C3","Plate 3","",NA,NA,"mcra","0.835264921188354",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",16.7052993774414,NA,NA,1.40588295459747,0.445052802562714,16908,12,16896,"loose"
"3C3","ACSA_SM11
Wood_Outer
Lab ID: 19a",101.8,"7/22/2022","Qespi","","x","","Plate 3",19,"C3","","8/8/2022","Cade","8/8/2022","ACSA","Wood","Outer","19a","C3","Plate 3","",NA,NA,"mmox","4.42837619781494",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",88.5675201416016,NA,NA,5.80798816680908,3.28749084472656,12776,48,12728,"loose"
"3C3","ACSA_SM11
Wood_Outer
Lab ID: 19a",101.8,"7/22/2022","Qespi","","x","","Plate 3",19,"C3","","8/8/2022","Cade","8/8/2022","ACSA","Wood","Outer","19a","C3","Plate 3","",NA,NA,"mcra","0.347954988479614",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",6.95909976959229,NA,NA,0.756237328052521,0.122329242527485,16908,5,16903,"strict"
"3C3","ACSA_SM11
Wood_Outer
Lab ID: 19a",101.8,"7/22/2022","Qespi","","x","","Plate 3",19,"C3","","8/8/2022","Cade","8/8/2022","ACSA","Wood","Outer","19a","C3","Plate 3",NA,NA,NA,"pmoa","1.14656448364258",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",22.9312896728516,NA,NA,1.93002390861511,0.610884249210358,12319,12,12307,"loose"
"3C3","ACSA_SM11
Wood_Outer
Lab ID: 19a",101.8,"7/22/2022","Qespi","","x","","Plate 3",19,"C3","","8/8/2022","Cade","8/8/2022","ACSA","Wood","Outer","19a","C3","Plate 3","",NA,NA,"mmox","0",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",0,NA,NA,0.275917291641235,0,12776,0,12776,"strict"
"3C3","ACSA_SM11
Wood_Outer
Lab ID: 19a",101.8,"7/22/2022","Qespi","","x","","Plate 3",19,"C3","","8/8/2022","Cade","8/8/2022","ACSA","Wood","Outer","19a","C3","Plate 3",NA,NA,NA,"mcra_probe","0",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (No dUTP)","FAM",0,NA,NA,0.181111708283424,0,19463,0,19463,"strict"
"3C3","ACSA_SM11
Wood_Outer
Lab ID: 19a",101.8,"7/22/2022","Qespi","","x","","Plate 3",19,"C3","","8/8/2022","Cade","8/8/2022","ACSA","Wood","Outer","19a","C3","Plate 3",NA,NA,NA,"mcra_probe","0.665099680423737",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (No dUTP)","FAM",13.3019933700562,NA,NA,1.14365971088409,0.343386322259903,19463,11,19452,"loose"
"3C4","ACSA_SM6
Wood_Outer
Lab ID: 27a",106.5,"7/22/2022","Qespi","","x","","Plate 3",27,"C4","","8/8/2022","Cade","8/8/2022","ACSA","Wood","Outer","27a","C4","Plate 3","",NA,NA,"mmox","0.0784182995557785",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",1.56836605072021,NA,NA,0.374572962522507,0.00329346349462867,15003,1,15002,"strict"
"3C4","ACSA_SM6
Wood_Outer
Lab ID: 27a",106.5,"7/22/2022","Qespi","","x","","Plate 3",27,"C4","","8/8/2022","Cade","8/8/2022","ACSA","Wood","Outer","27a","C4","Plate 3",NA,NA,NA,"mcra_probe","0.186273217201233",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (No dUTP)","FAM",3.72546434402466,NA,NA,0.493750631809235,0.0442061759531498,18949,3,18946,"loose"
"3C4","ACSA_SM6
Wood_Outer
Lab ID: 27a",106.5,"7/22/2022","Qespi","","x","","Plate 3",27,"C4","","8/8/2022","Cade","8/8/2022","ACSA","Wood","Outer","27a","C4","Plate 3","",NA,NA,"mcra","0",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",0,NA,NA,0.204633265733719,0,17226,0,17226,"strict"
"3C4","ACSA_SM6
Wood_Outer
Lab ID: 27a",106.5,"7/22/2022","Qespi","","x","","Plate 3",27,"C4","","8/8/2022","Cade","8/8/2022","ACSA","Wood","Outer","27a","C4","Plate 3",NA,NA,NA,"mcra_probe","0",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (No dUTP)","FAM",0,NA,NA,0.186024829745293,0,18949,0,18949,"strict"
"3C4","ACSA_SM6
Wood_Outer
Lab ID: 27a",106.5,"7/22/2022","Qespi","","x","","Plate 3",27,"C4","","8/8/2022","Cade","8/8/2022","ACSA","Wood","Outer","27a","C4","Plate 3","",NA,NA,"mmox","2.66915893554688",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",53.3831787109375,NA,NA,3.67393803596497,1.86714696884155,15003,34,14969,"loose"
"3C4","ACSA_SM6
Wood_Outer
Lab ID: 27a",106.5,"7/22/2022","Qespi","","x","","Plate 3",27,"C4","","8/8/2022","Cade","8/8/2022","ACSA","Wood","Outer","27a","C4","Plate 3",NA,NA,NA,"pmoa","1.76476919651031",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",35.2953834533691,NA,NA,2.63577580451965,1.11099171638489,14010,21,13989,"loose"
"3C4","ACSA_SM6
Wood_Outer
Lab ID: 27a",106.5,"7/22/2022","Qespi","","x","","Plate 3",27,"C4","","8/8/2022","Cade","8/8/2022","ACSA","Wood","Outer","27a","C4","Plate 3","",NA,NA,"mcra","0.341530650854111",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",6.8306131362915,NA,NA,0.742272436618805,0.12007087469101,17226,5,17221,"loose"
"3C4","ACSA_SM6
Wood_Outer
Lab ID: 27a",106.5,"7/22/2022","Qespi","","x","","Plate 3",27,"C4","","8/8/2022","Cade","8/8/2022","ACSA","Wood","Outer","27a","C4","Plate 3",NA,NA,NA,"pmoa","0.335942506790161",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",6.71885013580322,NA,NA,0.792222023010254,0.10136054456234,14010,4,14006,"strict"
"3C5","BEAL_YB11'
Wood_Outer
Lab ID: 35a",100.8,"7/22/2022","Qespi","","x","","Plate 3",35,"C5","","8/8/2022","Cade","8/8/2022","BEAL","Wood","Outer","35a","C5","Plate 3",NA,NA,NA,"mcra_probe","0.259391605854034",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (No dUTP)","FAM",5.18783187866211,NA,NA,0.611672103404999,0.0782653838396072,18144,4,18140,"loose"
"3C5","BEAL_YB11'
Wood_Outer
Lab ID: 35a",100.8,"7/22/2022","Qespi","","x","","Plate 3",35,"C5","","8/8/2022","Cade","8/8/2022","BEAL","Wood","Outer","35a","C5","Plate 3","",NA,NA,"mmox","0.716316699981689",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",14.3263339996338,NA,NA,1.29796838760376,0.341549068689346,14786,9,14777,"loose"
"3C5","BEAL_YB11'
Wood_Outer
Lab ID: 35a",100.8,"7/22/2022","Qespi","","x","","Plate 3",35,"C5","","8/8/2022","Cade","8/8/2022","BEAL","Wood","Outer","35a","C5","Plate 3","",NA,NA,"mcra","0",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",0,NA,NA,0.208420619368553,0,16913,0,16913,"strict"
"3C5","BEAL_YB11'
Wood_Outer
Lab ID: 35a",100.8,"7/22/2022","Qespi","","x","","Plate 3",35,"C5","","8/8/2022","Cade","8/8/2022","BEAL","Wood","Outer","35a","C5","Plate 3","",NA,NA,"mcra","0.487021744251251",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",9.74043464660645,NA,NA,0.948626160621643,0.206890031695366,16913,7,16906,"loose"
"3C5","BEAL_YB11'
Wood_Outer
Lab ID: 35a",100.8,"7/22/2022","Qespi","","x","","Plate 3",35,"C5","","8/8/2022","Cade","8/8/2022","BEAL","Wood","Outer","35a","C5","Plate 3",NA,NA,NA,"pmoa","2.04410433769226",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",40.8820877075195,NA,NA,3.00223326683044,1.31572926044464,13249,23,13226,"loose"
"3C5","BEAL_YB11'
Wood_Outer
Lab ID: 35a",100.8,"7/22/2022","Qespi","","x","","Plate 3",35,"C5","","8/8/2022","Cade","8/8/2022","BEAL","Wood","Outer","35a","C5","Plate 3",NA,NA,NA,"pmoa","0.44406846165657",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",8.88136959075928,NA,NA,0.965174496173859,0.156115382909775,13249,5,13244,"strict"
"3C5","BEAL_YB11'
Wood_Outer
Lab ID: 35a",100.8,"7/22/2022","Qespi","","x","","Plate 3",35,"C5","","8/8/2022","Cade","8/8/2022","BEAL","Wood","Outer","35a","C5","Plate 3",NA,NA,NA,"mcra_probe","0",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR Supermix for Probes (No dUTP)","FAM",0,NA,NA,0.194278940558434,0,18144,0,18144,"strict"
"3C5","BEAL_YB11'
Wood_Outer
Lab ID: 35a",100.8,"7/22/2022","Qespi","","x","","Plate 3",35,"C5","","8/8/2022","Cade","8/8/2022","BEAL","Wood","Outer","35a","C5","Plate 3","",NA,NA,"mmox","0",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",0,NA,NA,0.238405466079712,0,14786,0,14786,"strict"
"3C8","BELE_BB7
Wood_Outer
Lab ID: 59a",102.6,"7/25/2022","Qespi","","x","","Plate 3",59,"C8","","8/8/2022","Cade","8/8/2022","BELE","Wood","Outer","59a","C8","Plate 3","",NA,NA,"mmox","1.42564105987549",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",28.5128211975098,NA,NA,2.1941442489624,0.861910402774811,14863,18,14845,"loose"
"3C8","BELE_BB7
Wood_Outer
Lab ID: 59a",102.6,"7/25/2022","Qespi","","x","","Plate 3",59,"C8","","8/8/2022","Cade","8/8/2022","BELE","Wood","Outer","59a","C8","Plate 3",NA,NA,NA,"pmoa","0",NA,"Manual","Droplets Analyzed Manually","DQ","Unknown","Unknown","ddPCR EvaGreen Supermix","EvaGreen",0,NA,NA,0.266992807388306,0,13203,0,13203,"strict"
